surface_id,source_record_id,source_record_url,title,best_image_state,weighted_gap_points,local_record_found,local_capture_id,local_record_file,local_image_state,local_rights_review_required,license_url_detected,license_signal,rights_signal,future_action,upgrade_recommendation,automatic_upgrade_allowed,image_url_detected_excerpt,rights_basis_excerpt,source_notes_excerpt
SURF-MX1970R038,layoutgraphicdes0000ball_x0b8,https://archive.org/details/layoutgraphicdes0000ball_x0b8,Layout and graphic design,IMG02,0.45,true,MX1970R038,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/layoutgraphicdes0000ball_x0b8,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-LPC2026R101,o-reilly-jennifer-niederst-robbins-learning-web-design,https://archive.org/details/o-reilly-jennifer-niederst-robbins-learning-web-design,Learning Web Design. 5th edition,IMG02,0.45,true,LPC2026R101,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/o-reilly-jennifer-niederst-robbins-learning-web-design,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R085,logo_modernism,https://archive.org/details/logo_modernism,Logo Modernism,IMG02,0.45,true,LPC2026R085,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/logo_modernism,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R052,MaximumRocknrollNo.166march1997,https://archive.org/details/MaximumRocknrollNo.166march1997,Maximum Rocknroll 166 (1997 Mar),IMG02,0.45,true,LPC2026R052,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/MaximumRocknrollNo.166march1997,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R053,MaximumRocknrollNo.198nov1999,https://archive.org/details/MaximumRocknrollNo.198nov1999,Maximum Rocknroll 198 (1999 Nov),IMG02,0.45,true,LPC2026R053,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/MaximumRocknrollNo.198nov1999,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R030,revolutionart_issue_2,https://archive.org/details/revolutionart_issue_2,REVOLUTIONART issue 2 - international pdf magazine of graphics arts,IMG02,0.45,true,LPC2026R030,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/revolutionart_issue_2,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R031,revolutionart_issue_3,https://archive.org/details/revolutionart_issue_3,REVOLUTIONART issue 3 - international pdf magazine of graphics arts,IMG02,0.45,true,LPC2026R031,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/revolutionart_issue_3,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R034,revolutionart_issue_4,https://archive.org/details/revolutionart_issue_4,REVOLUTIONART issue 4 (DIRT) - international pdf magazine of graphics arts,IMG02,0.45,true,LPC2026R034,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/revolutionart_issue_4,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R035,revolutionart_issue_8,https://archive.org/details/revolutionart_issue_8,Revolution Art Magazine Issue 8,IMG02,0.45,true,LPC2026R035,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/revolutionart_issue_8,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-MX1970R053,shscgcommercialart63albe,https://archive.org/details/shscgcommercialart63albe,"Senior high school curriculum guide, Commercial art 12, 22, 32",IMG02,0.45,true,MX1970R053,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/shscgcommercialart63albe,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-LPC2026R092,shadismagazine,https://archive.org/details/shadismagazine,Shadis Magazine,IMG02,0.45,true,LPC2026R092,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/shadismagazine,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-MX1970R046,teachyourselfcom0000unse_h2p8,https://archive.org/details/teachyourselfcom0000unse_h2p8,TEACH YOURSELF COMMERCIAL ART.,IMG02,0.45,true,MX1970R046,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/teachyourselfcom0000unse_h2p8,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-LPC2026R059,satoArtOfComputerDesigning,https://archive.org/details/satoArtOfComputerDesigning,The Art Of Computer Designing: A Black and White Approach,IMG02,0.45,true,LPC2026R059,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/satoArtOfComputerDesigning,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R086,TSR1071TheDDRulesCyclopedia,https://archive.org/details/TSR1071TheDDRulesCyclopedia,The D&D Rules Cyclopedia,IMG02,0.45,true,LPC2026R086,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/TSR1071TheDDRulesCyclopedia,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R096,elementsofgraphi0000whit,https://archive.org/details/elementsofgraphi0000whit,"The Elements of Graphic Design : Space, Unity, Page Architecture, and Type",IMG02,0.45,true,LPC2026R096,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/elementsofgraphi0000whit,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R097,the-html-handbook-flavio-copes,https://archive.org/details/the-html-handbook-flavio-copes,The HTML Handbook,IMG02,0.45,true,LPC2026R097,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/the-html-handbook-flavio-copes,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R087,worldsofamano,https://archive.org/details/worldsofamano,Worlds Of Amano,IMG02,0.45,true,LPC2026R087,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/worldsofamano,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-MX1970R040,commercialartdes0000rayj,https://archive.org/details/commercialartdes0000rayj,commercial art and design,IMG02,0.45,true,MX1970R040,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/commercialartdes0000rayj,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R048,commercialarttec0000unse_n1z9,https://archive.org/details/commercialarttec0000unse_n1z9,commercial art techniques,IMG02,0.45,true,MX1970R048,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/commercialarttec0000unse_n1z9,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R050,commercialarttec0000unse,https://archive.org/details/commercialarttec0000unse,commercial art techniques,IMG02,0.45,true,MX1970R050,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/commercialarttec0000unse,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R028,bwb_Y0-BTJ-958,https://archive.org/details/bwb_Y0-BTJ-958,graphic design,IMG02,0.45,true,MX1970R028,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/bwb_Y0-BTJ-958,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R029,graphicdesigncre0000unse,https://archive.org/details/graphicdesigncre0000unse,graphic design : a creative approach,IMG02,0.45,true,MX1970R029,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesigncre0000unse,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
