surface_id,capture_id,year,title,source_name,region,image_state,surface_type,publication_role,source_scope,source_reading_text_length,reading_text_length,compound_children,review_reason
SURF-CCT2026R02337,CCT2026R02337,1905,Colombia 1905-06 revenue stamp.jpg,Wikimedia Commons file source / Colombia 1905-06 revenue stamp.jpg / page 12676236,Colombia,IMG03,sheet,main_sheet,single_anchor_record,318,2415,0,single_anchor_no_subsheet_relation
SURF-CCT2026R02338,CCT2026R02338,1905,Colombia 1905-06 revenue stamps.JPG,Wikimedia Commons file source / Colombia 1905-06 revenue stamps.JPG / page 30788372,Colombia,IMG03,sheet,main_sheet,single_anchor_record,148,2451,0,single_anchor_no_subsheet_relation
SURF-CGS2026R0393,CGS2026R0393,1905,Cândido de Faria - Les apaches de Paris.jpg,Wikimedia Commons file source / Cândido de Faria - Les apaches de Paris.jpg / page 164936203,Brazil,IMG03,sheet,main_sheet,single_anchor_record,289,2198,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00966,CAW2026R00966,1905,Fetvadjian Ani cathedral 1905.jpg,Wikimedia Commons file source / Fetvadjian Ani cathedral 1905.jpg / page 9424779,Armenia,IMG03,sheet,main_sheet,single_anchor_record,254,2761,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00967,CAW2026R00967,1905,In 1905 poster.jpg,Wikimedia Commons file source / In 1905 poster.jpg / page 18671975,Azerbaijan,IMG03,sheet,main_sheet,single_anchor_record,278,2212,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00977,CAW2026R00977,1905,India-army.jpg,Wikimedia Commons file source / India-army.jpg / page 117169890,India,IMG03,sheet,main_sheet,single_anchor_record,1893,2998,0,single_anchor_no_subsheet_relation
SURF-CCE2026R00133,CCE2026R00133,1905,National Bank of India ad.jpg,Wikimedia Commons file source / National Bank of India ad.jpg / page 32789054,India,IMG03,sheet,main_sheet,single_anchor_record,256,2183,0,single_anchor_no_subsheet_relation
SURF-CCT2026R01150,CCT2026R01150,1905,Poster against Alice Roosevelt Longworth in Chinese Boycott of 1905.jpg,Wikimedia Commons file source / Poster against Alice Roosevelt Longworth in Chinese Boycott of 1905.jpg / page 181946329,China / Hong Kong,IMG03,sheet,main_sheet,single_anchor_record,682,2425,0,single_anchor_no_subsheet_relation
SURF-CGS2026R0394,CGS2026R0394,1905,Poule aux oeufs d'or - Cândido de Faria - 1905 - EYE A06143.jpg,Wikimedia Commons file source / Poule aux oeufs d'or - Cândido de Faria - 1905 - EYE A06143.jpg / page 36878849,Brazil,IMG03,sheet,main_sheet,single_anchor_record,498,2285,0,single_anchor_no_subsheet_relation
SURF-CRG2026R0210,CRG2026R0210,1905,Stamp of Ajman - 1971 - Colnect 968645 - Sapporo - 72.jpeg,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 968645 - Sapporo - 72.jpeg / page 115709873,Global / transnational,IMG03,sheet,main_sheet,single_anchor_record,267,2262,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00969,CAW2026R00969,1905,Stamp of Gwalior - 1905 - Colnect 752331 - King Edward VII overprinted in Hindi - Gwalior Service.jpeg,Wikimedia Commons file source / Stamp of Gwalior - 1905 - Colnect 752331 - King Edward VII overprinted in Hindi - Gwalior Service.jpeg / page 115776298,Latin America,IMG03,sheet,main_sheet,single_anchor_record,320,2220,0,single_anchor_no_subsheet_relation
SURF-CGS2026R0081,CGS2026R0081,1905,Stamp of India - 1905 - Colnect 380638 - 1 - King Edward VII - Overprint - On HMS.jpeg,Wikimedia Commons file source / Stamp of India - 1905 - Colnect 380638 - 1 - King Edward VII - Overprint - On HMS.jpeg / page 98487305,Argentina,IMG03,sheet,main_sheet,single_anchor_record,400,2283,0,single_anchor_no_subsheet_relation
SURF-CGS2026R0082,CGS2026R0082,1905,Stamp of India - 1905 - Colnect 382080 - 1 - King Edward VII - Overprint - CEF.jpeg,Wikimedia Commons file source / Stamp of India - 1905 - Colnect 382080 - 1 - King Edward VII - Overprint - CEF.jpeg / page 98487313,Argentina,IMG03,sheet,main_sheet,single_anchor_record,465,2244,0,single_anchor_no_subsheet_relation
SURF-CGS2026R1326,CGS2026R1326,1905,Stamp of Peru - 1905 - Colnect 225349 - Facade of the National Institute of Hygiene in Lima.jpeg,Wikimedia Commons file source / Stamp of Peru - 1905 - Colnect 225349 - Facade of the National Institute of Hygiene in Lima.jpeg / page 114979153,Peru,IMG03,sheet,main_sheet,single_anchor_record,543,2369,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00963,CAW2026R00963,1905,Stamp of Transvaal - 1905 - Colnect 414637 - 1 - King Edward VII.jpeg,Wikimedia Commons file source / Stamp of Transvaal - 1905 - Colnect 414637 - 1 - King Edward VII.jpeg / page 115845903,South Africa,IMG03,sheet,main_sheet,single_anchor_record,173,2578,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00964,CAW2026R00964,1905,Stamp of Transvaal - 1905 - Colnect 414638 - 1 - Edward VII.jpeg,Wikimedia Commons file source / Stamp of Transvaal - 1905 - Colnect 414638 - 1 - Edward VII.jpeg / page 115845915,South Africa,IMG03,sheet,main_sheet,single_anchor_record,163,2527,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00976,CAW2026R00976,1905,Timbre Wallis et Futuna 1920 - 40 centimes.jpg,Wikimedia Commons file source / Timbre Wallis et Futuna 1920 - 40 centimes.jpg / page 51977298,France,IMG03,sheet,main_sheet,single_anchor_record,821,2881,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01046,CAW2026R01046,1906,"""Oh, Mother, may I go out to swim?"" - Frank A. Nankivell 1906. LCCN2011645809.jpg","Wikimedia Commons file source / ""Oh, Mother, may I go out to swim?"" - Frank A. Nankivell 1906. LCCN2011645809.jpg / page 67837283",Philippines,IMG03,sheet,main_sheet,single_anchor_record,554,2427,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01047,CAW2026R01047,1906,"""Oh, Mother, may I go out to swim?"" - Frank A. Nankivell 1906. LCCN2011645809.tif","Wikimedia Commons file source / ""Oh, Mother, may I go out to swim?"" - Frank A. Nankivell 1906. LCCN2011645809.tif / page 67837341",Philippines,IMG03,sheet,main_sheet,single_anchor_record,553,2430,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00984,CAW2026R00984,1906,1906 B-H 40h Mi39.jpg,Wikimedia Commons file source / 1906 B-H 40h Mi39.jpg / page 30876287,Bosnia and Herzegovina,IMG03,sheet,main_sheet,single_anchor_record,273,2249,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00985,CAW2026R00985,1906,1906 B-H 45h Sarajevo Mi40.jpg,Wikimedia Commons file source / 1906 B-H 45h Sarajevo Mi40.jpg / page 30876288,Bosnia and Herzegovina,IMG03,sheet,main_sheet,single_anchor_record,266,2256,0,single_anchor_no_subsheet_relation
SURF-CRB2026V2R0759,CRB2026V2R0759,1906,1906 José Rizal stamp sheet.jpg,Wikimedia Commons file source / 1906 José Rizal stamp sheet.jpg / page 150447184,Philippines,IMG03,sheet,main_sheet,single_anchor_record,468,2389,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00989,CAW2026R00989,1906,1909 B-H 1h ZVORNIK Mi29.jpg,Wikimedia Commons file source / 1909 B-H 1h ZVORNIK Mi29.jpg / page 30876290,Bosnia and Herzegovina,IMG03,sheet,main_sheet,single_anchor_record,310,2277,0,single_anchor_no_subsheet_relation
SURF-CCE2026R00134,CCE2026R00134,1906,American Homes and Gardens Magazine Cover - January 1906.jpg,Wikimedia Commons file source / American Homes and Gardens Magazine Cover - January 1906.jpg / page 76825453,United States,IMG03,sheet,main_sheet,single_anchor_record,569,2412,0,single_anchor_no_subsheet_relation
SURF-CRG2026R0211,CRG2026R0211,1906,"Bandontwerp voor Louis Couperus, Van oude menschen, de dingen die voorbijgaan, RP-T-2015-41-3549.jpg","Wikimedia Commons file source / Bandontwerp voor Louis Couperus, Van oude menschen, de dingen die voorbijgaan, RP-T-2015-41-3549.jpg / page 85698869",Global / transnational,IMG03,sheet,main_sheet,single_anchor_record,2428,3962,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00998,CAW2026R00998,1906,Bear brand ad 1906.jpg,Wikimedia Commons file source / Bear brand ad 1906.jpg / page 108262964,Uruguay,IMG03,sheet,main_sheet,single_anchor_record,105,2369,0,single_anchor_no_subsheet_relation
SURF-CCT2026R02162,CCT2026R02162,1906,Brazil 5R consular revenue stamp used 1906.JPG,Wikimedia Commons file source / Brazil 5R consular revenue stamp used 1906.JPG / page 30807040,Brazil,IMG03,sheet,main_sheet,single_anchor_record,302,2362,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00996,CAW2026R00996,1906,Daniel Hernández Morillo - Perezosa (Idle Woman) - Google Art Project.jpg,Wikimedia Commons file source / Daniel Hernández Morillo - Perezosa (Idle Woman) - Google Art Project.jpg / page 21855431,Peru,IMG03,sheet,main_sheet,single_anchor_record,800,3053,0,single_anchor_no_subsheet_relation
SURF-CGS2026R0083,CGS2026R0083,1906,Deutsch Ueberseeische Elektricitaets Gesellschaft 1906.jpg,Wikimedia Commons file source / Deutsch Ueberseeische Elektricitaets Gesellschaft 1906.jpg / page 129500361,Argentina,IMG03,sheet,main_sheet,single_anchor_record,1670,2930,0,single_anchor_no_subsheet_relation
SURF-CGS2026R0395,CGS2026R0395,1906,Ecrin radjah.jpg,Wikimedia Commons file source / Ecrin radjah.jpg / page 23909289,Brazil,IMG03,sheet,main_sheet,single_anchor_record,451,2380,0,single_anchor_no_subsheet_relation
SURF-CCE2026R00136,CCE2026R00136,1906,Emerald Hours in New Zealand (1906) · Lowth · 244a.jpg,Wikimedia Commons file source / Emerald Hours in New Zealand (1906) · Lowth · 244a.jpg / page 106893668,Aotearoa New Zealand,IMG03,sheet,main_sheet,single_anchor_record,742,2509,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03944,CCT2026R03944,1906,Gilbert James Christmas Carols book cover.png,Wikimedia Commons file source / Gilbert James Christmas Carols book cover.png / page 129134853,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,349,2231,0,single_anchor_no_subsheet_relation
SURF-CAW2026R00999,CAW2026R00999,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 1).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 1).jpg / page 161891393",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2993,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01000,CAW2026R01000,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 10).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 10).jpg / page 161891418",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2988,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01001,CAW2026R01001,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 11).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 11).jpg / page 161891421",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01002,CAW2026R01002,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 12).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 12).jpg / page 161891424",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01003,CAW2026R01003,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 13).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 13).jpg / page 161891428",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2983,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01004,CAW2026R01004,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 14).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 14).jpg / page 161891432",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2988,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01005,CAW2026R01005,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 15).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 15).jpg / page 161891435",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01006,CAW2026R01006,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 16).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 16).jpg / page 161891437",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01007,CAW2026R01007,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 17).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 17).jpg / page 161891439",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2983,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01008,CAW2026R01008,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 18).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 18).jpg / page 161891443",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2988,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01009,CAW2026R01009,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 19).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 19).jpg / page 161891446",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01010,CAW2026R01010,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 2).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 2).jpg / page 161891394",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1960,3934,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01011,CAW2026R01011,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 20).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 20).jpg / page 161891449",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01012,CAW2026R01012,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 21).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 21).jpg / page 161891451",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01013,CAW2026R01013,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 22).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 22).jpg / page 161891454",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2988,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01014,CAW2026R01014,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 23).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 23).jpg / page 161891456",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2983,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01015,CAW2026R01015,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 24).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 24).jpg / page 161891460",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01016,CAW2026R01016,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 25).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 25).jpg / page 161891462",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01017,CAW2026R01017,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 26).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 26).jpg / page 161891463",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2988,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01018,CAW2026R01018,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 27).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 27).jpg / page 161891467",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2983,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01019,CAW2026R01019,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 28).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 28).jpg / page 161891472",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01020,CAW2026R01020,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 29).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 29).jpg / page 161891474",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01021,CAW2026R01021,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 3).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 3).jpg / page 161891397",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2981,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01022,CAW2026R01022,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 30).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 30).jpg / page 161891476",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2988,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01023,CAW2026R01023,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 31).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 31).jpg / page 161891479",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01024,CAW2026R01024,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 32).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 32).jpg / page 161891483",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01025,CAW2026R01025,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 33).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 33).jpg / page 161891485",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2983,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01026,CAW2026R01026,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 34).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 34).jpg / page 161891488",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2988,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01027,CAW2026R01027,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 35).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 35).jpg / page 161891490",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01028,CAW2026R01028,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 36).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 36).jpg / page 161891494",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01029,CAW2026R01029,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 37).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 37).jpg / page 161891496",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2983,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01030,CAW2026R01030,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 38).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 38).jpg / page 161891499",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01031,CAW2026R01031,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 39).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 39).jpg / page 161891503",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2988,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01032,CAW2026R01032,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 4).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 4).jpg / page 161891401",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1945,3904,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01033,CAW2026R01033,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 40).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 40).jpg / page 161891504",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01034,CAW2026R01034,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 41).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 41).jpg / page 161891507",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01035,CAW2026R01035,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 42).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 42).jpg / page 161891511",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2988,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01036,CAW2026R01036,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 43).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 43).jpg / page 161891514",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2983,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01037,CAW2026R01037,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 44).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 44).jpg / page 161891516",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2990,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01038,CAW2026R01038,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 45).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 45).jpg / page 161891518",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2994,0,single_anchor_no_subsheet_relation
SURF-CAW2026R01039,CAW2026R01039,1906,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 5).jpg","Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 5).jpg / page 161891404",Lebanon,IMG03,sheet,main_sheet,single_anchor_record,1474,2993,0,single_anchor_no_subsheet_relation
