capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date
ER1830R022,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651616,https://www.loc.gov/pictures/item/2015651616/,"[Winter scene with frozen waterwheel, a man with horse team and load of logs, and a church in the distance, under a full moon]",,[between 1880 and 1890],1880,,,1 print :,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,cph; diof; pp,"Print shows a Victorian trade card from a series of winter scenes with space for text advertising a particular product or service. For an example of how these cards were used for advertising, see: LOT 14100, no. 515.",Title devised by Library staff.; (DLC/PP-2001:068).; Forms part of: Marian S. Carson collection at the Library of Congress.,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Waterwheels--1880-1890."", ""title"": ""Waterwheels--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Sawmills--1880-1890."", ""title"": ""Sawmills--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Horse%20teams--1880-1890."", ""title"": ""Horse teams--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Churches--1880-1890."", ""title"": ""Churches--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Night--1880-1890."", ""title"": ""Night--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Snow--1880-1890."", ""title"": ""Snow--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Winter--1880-1890."", ""title"": ""Winter--1880-1890.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40209_150px.jpg,false,https://www.loc.gov/pictures/item/2015651616/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R023,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651617,https://www.loc.gov/pictures/item/2015651617/,"[Winter scene with horse team hauling logs on a sledge past a windmill, with snow covered landscape, under a full moon]",,[between 1880 and 1890],1880,,,1 print :,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,cph; diof; pp,"Print shows a Victorian trade card from a series of winter scenes with space for text advertising a particular product or service. For an example of how these cards were used for advertising, see: LOT 14100, no. 515.",Title devised by Library staff.; (DLC/PP-2001:068).; Forms part of: Marian S. Carson collection at the Library of Congress.,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Windmills--1880-1890."", ""title"": ""Windmills--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Lumber%20industry--1880-1890."", ""title"": ""Lumber industry--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Horse%20teams--1880-1890."", ""title"": ""Horse teams--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Sleds%20%26%20sleighs--1880-1890."", ""title"": ""Sleds & sleighs--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Night--1880-1890."", ""title"": ""Night--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Snow--1880-1890."", ""title"": ""Snow--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Winter--1880-1890."", ""title"": ""Winter--1880-1890.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40210_150px.jpg,false,https://www.loc.gov/pictures/item/2015651617/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R024,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2010645617,https://www.loc.gov/pictures/item/2010645617/,Pluto,,c. 1884.,1884,,,1 print (trade card).,1 print (trade card).,iuc; pp,,"This catalog record contains preliminary data.; Text on card: Compliments of Schartel, The Cumberland Street Photographer. Copyright 1884 by Baker & Hayes.; Trade card for photographer Elvin H. Schartel shows a bat and a child in a blue hood.; Gift; Greg Drake; 2010; (DLC/PP-2010:046).; Was AP 864.",,LOC search row does not expose a usable image in this capture.,,LOC search row does not expose a usable image in this capture.,IMG04,LOC search row does not expose a usable image in this capture.,IMG04: LOC search row does not expose a usable image in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010645617/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R025,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651603,https://www.loc.gov/pictures/item/2015651603/,"Cadbury's almanack for 2,000 years - a literary & useful curiosity","Henry Blacklock & Co. (Manchester, England)",[1885?],1885,,,1 print :,1 print : chromolithograph ; sheet 11.4 x 7.7 cm.,cph; diof; pp,"Print shows a young boy dressed as a chef carrying a tray on which are a steaming ewer and cup of ""cocoa essence""; also shows various graphics around the central motif and states that it is ""Registered"". This is the right panel of a two panel, folding, advertising trade card. The left panel is missing. Printed on the verso are the instructions ""to find the day of the week for any date from the first to the twentieth century."" The ""tables"" referred to in the instructions appear on the left panel",Title from item.; Publication information taken from an online source.; (DLC/PP-2001:068).; Forms part of: Marian S. Carson collection at the Library of Congress.,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Cadbury%20Ltd.--1880-1890."", ""title"": ""Cadbury Ltd.--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Coca%20industry--1880-1890."", ""title"": ""Coca industry--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Chocolate%20industry--1880-1890."", ""title"": ""Chocolate industry--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Cooks--1880-1890."", ""title"": ""Cooks--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Boys--1880-1890."", ""title"": ""Boys--1880-1890.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/39600/39618_150px.jpg,false,https://www.loc.gov/pictures/item/2015651603/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R026,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2004666589,https://www.loc.gov/pictures/item/2004666589/,Acorn stoves and ranges,,[ca. 1886],1886,,,1 print :,"1 print : lithograph, color.",cph; diof; pp,"Advertisement for Acorn Stoves and Ranges showing the portrait of a young woman wearing a bonnet and in the upper right corner the Acorn logo. Includes text of the advertisement for Acorn stoves and ranges manufactured by Rathbone, Sard & Co., Albany, N.Y., Chicago, Ill., and Detroit, Mich. on the verso of the trade card.",Title from item.,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Stoves--1880-1890."", ""title"": ""Stoves--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Bonnets--1880-1890."", ""title"": ""Bonnets--1880-1890.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/04800/04806_150px.jpg,false,https://www.loc.gov/pictures/item/2004666589/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R027,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=chromolithograph&page_size=50&page=1,captured,O1026265,https://collections.vam.ac.uk/item/O1026265/,"Copy after La Primavera, Sandro Botticelli in the Uffizi (Florence)","Botticelli, Sandro",1888,1888,,Berlin,Chromolithograph,,V&A Collections,"Print showing six female figures and two male, along with a putto above the figure in the middle. The males are at the edges of the composition. The one on the right, Zephyrus, chases the woman next to him, Flora. She turns into the woman handling flowers, the Spring. Venus, in the middle wears a white and red dress. On the left the Three Graces dance. The man on the left in red robe, Mercury, rases his hand. The scene is set in a garden with trees and flowers.",Chromolithograph,Allegory; Copies and Facsimilies,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R028,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=chromolithograph&page_size=50&page=1,captured,O612917,https://collections.vam.ac.uk/item/O612917/,"Copy after La Primavera, Sandro Botticelli, Uffizi, Florence","Botticelli, Sandro",1888,1888,,Berlin,Chromolithograph,,V&A Collections,"Print showing six female figures and two male, along with a putto above the figure in the middle. The males are at the edges of the composition. The one on the right, Zephyrus, chases the woman next to him, Flora. She turns into the woman handling flowers, the Spring. Venus, in the middle wears a white and red dress. On the left the Three Graces dance. The man on the left in red robe, Mercury, rases his hand. The scene is set in a garden with trees and flowers.",Chromolithograph,Allegory; Copies and Facsimilies,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R029,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2010646974,https://www.loc.gov/pictures/item/2010646974/,[Liebig's Extract of Meat Company trade card sets],Liebig's Extract of Meat Company,[between 1889 and 1974],1889,,,2832 prints (472 trade card sets of 6 cards each) ;,2832 prints (472 trade card sets of 6 cards each) ; 2 x 3 in.,iuc; pp,,This catalog record contains preliminary data.; Title devised by Library staff.; Container list: Liebig.; Purchase; Kevin Jackson; 2007; (DLC/PP-2007:118).,,LOC search row does not expose a usable image in this capture.,,LOC search row does not expose a usable image in this capture.,IMG04,LOC search row does not expose a usable image in this capture.,IMG04: LOC search row does not expose a usable image in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010646974/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R030,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651602,https://www.loc.gov/pictures/item/2015651602/,"Cats can, but Bon Ami can not scratch for it lacks grit",Gray Lith. Co.,[between 1890 and 1900],1890,,,1 print :,1 print : chromolithograph ; sheet 7.8 x 12.6 cm.,cph; diof; pp,"Print shows a young girl trying to pull a cat away from a birdcage by pulling on its tail; the cat is about to scratch the bird inside with its claws. Advertising trade card for Bon Ami cleaning powder, which, as stated on the verso, ""is a modern improvement in the list of household necessities, doing the work of a metal polish, a scouring soap and all powders used for cleaning purposes (not for washing clothes).""","Title from item.; Printed on verso: For sale by all grocers.; Printed on bottom of verso: The Bon Ami Company, 66 Maiden Lane, New York City.; (DLC/PP-2001:068).; Forms part of: Marian S. Carson collection at the Library of Congress.","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Washing%20powders--1890-1900."", ""title"": ""Washing powders--1890-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Cleaning--1890-1900."", ""title"": ""Cleaning--1890-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Housework--1890-1900."", ""title"": ""Housework--1890-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Cats--1890-1900."", ""title"": ""Cats--1890-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Parrots--1890-1900."", ""title"": ""Parrots--1890-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Birdcages--1890-1900."", ""title"": ""Birdcages--1890-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Girls--1890-1900."", ""title"": ""Girls--1890-1900.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/39600/39617_150px.jpg,false,https://www.loc.gov/pictures/item/2015651602/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R031,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545339,https://collections.vam.ac.uk/item/O545339/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R032,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545336,https://collections.vam.ac.uk/item/O545336/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R033,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545335,https://collections.vam.ac.uk/item/O545335/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R034,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545334,https://collections.vam.ac.uk/item/O545334/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R035,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545332,https://collections.vam.ac.uk/item/O545332/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R036,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545337,https://collections.vam.ac.uk/item/O545337/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R037,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545333,https://collections.vam.ac.uk/item/O545333/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,Source-hosted viewer candidate; keep source return visible.,source_viewer_frame,"https://framemark.vam.ac.uk/collections/2006BC7111/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2006BC7111/,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R038,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545331,https://collections.vam.ac.uk/item/O545331/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,Source-hosted viewer candidate; keep source return visible.,source_viewer_frame,"https://framemark.vam.ac.uk/collections/2017KE2704/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2017KE2704/,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R039,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545340,https://collections.vam.ac.uk/item/O545340/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R040,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=trade+card&page_size=50&page=1,captured,O545338,https://collections.vam.ac.uk/item/O545338/,Huntley & Palmers trade card,Huntley & Palmers,1890s,1890,,Britain,Trade card,,V&A Collections,"Colour lithograph trade card, lettered on the reverse in French with information about Huntley & Palmers.",Colour lithograph trade card,Prints; Ephemera; Trade cards,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R041,ER04,early_region_open_museum_print_records,SRC022,Cleveland Museum Open Access API,https://openaccess-api.clevelandart.org/api/artworks/?q=poster&has_image=1&limit=50,captured,2009.581,https://clevelandart.org/art/2009.581,Masters of the Poster: Poster for Exhibition of Artistic Posters of Wilhelm Söborg,"Paul Gustav Fischer (Danish, 1860–1934); Soborg, Copenhagen",c. 1895,1890,1900,"France, 19th century",Print,color lithograph,PR - Lithograph,,,,Cleveland Museum API share_license_status=CC0.,,Cleveland Museum API share_license_status=CC0.,IMG03,Cleveland Museum API share_license_status=CC0.,IMG03: Cleveland Museum API share_license_status=CC0.,high,true,Open image display candidate; keep source credit and source return visible.,open_image_frame,https://openaccess-cdn.clevelandart.org/2009.581/2009.581_web.jpg,false,https://openaccess-cdn.clevelandart.org/2009.581/2009.581_web.jpg,false,,data/capture_batch_early_region_1830_1930_raw/cleveland_search_trade-card.json,2026-05-30
ER1830R042,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=chromolithograph&page_size=50&page=1,captured,O188193,https://collections.vam.ac.uk/item/O188193/,"Chromolithograph, copy after Christ as pilgrim received by two Dominicans , Fra Angelico in the Museo di San Marco (Florence)","Costantini, Emilio",1891,1891,,Berlin,Chromolithograph,,V&A Collections,The image shows Christ dressed as a pilgrim carrying a pilgrim's staff. Opposite stand two Dominican Friars. In original black frame,Chromolithograph on paper,Prints; Christianity; Religion; Paintings,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,Source-hosted viewer candidate; keep source return visible.,source_viewer_frame,"https://framemark.vam.ac.uk/collections/2018LA8655/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2018LA8655/,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R043,ER01,early_region_museum_poster_and_print_records,SRC020,Art Institute of Chicago API,https://api.artic.edu/api/v1/artworks/search?q=poster&fields=id%2Ctitle%2Cartist_display%2Cdate_display%2Cplace_of_origin%2Cmedium_display%2Cclassification_titles%2Capi_link%2Cimage_id%2Cthumbnail%2Cis_public_domain%2Cartist_id%2Cdate_start%2Cdate_end&page=1&limit=50,captured,82287,https://www.artic.edu/artworks/82287,"Moulin Rouge, La Goulue","Henri de Toulouse-Lautrec
French, 1864-1901",1891,1891,1891,France,poster; print; prints and drawing,Color lithograph on tan wove paper,Art Institute of Chicago,"Moulin Rouge , La Goulue was Toulouse-Lautrec’s first commissioned poster, created to advertise the performance of dancer La Goulue and acrobat Valentin le Desossé at the iconic Montmartre dance hall. With thousands of copies pasted around Paris, the poster was an instant success, propelling Toulouse-Lautrec into the artistic limelight and attracting numerous commissions from other performers and cabaret owners. In this image, Toulouse-Lautreccaptured the exhilarating experience of being onstage, but he also…",,poster; paper (fiber product); print; prints and drawing,AIC search API reports is_public_domain=true.,,AIC search API reports is_public_domain=true.,IMG03,AIC search API reports is_public_domain=true.,IMG03: AIC search API reports is_public_domain=true.,high,true,Open image display candidate; final publication still needs item-page rights capture.,open_image_frame,"https://www.artic.edu/iiif/2/1d82da66-d99e-f4f6-d5fc-56b22b6678ba/full/843,/0/default.jpg",false,"https://www.artic.edu/iiif/2/1d82da66-d99e-f4f6-d5fc-56b22b6678ba/full/843,/0/default.jpg",false,,data/capture_batch_early_region_1830_1930_raw/aic_search_poster.json,2026-05-30
ER1830R044,ER01,early_region_museum_poster_and_print_records,SRC020,Art Institute of Chicago API,https://api.artic.edu/api/v1/artworks/search?q=poster&fields=id%2Ctitle%2Cartist_display%2Cdate_display%2Cplace_of_origin%2Cmedium_display%2Cclassification_titles%2Capi_link%2Cimage_id%2Cthumbnail%2Cis_public_domain%2Cartist_id%2Cdate_start%2Cdate_end&page=1&limit=50,captured,63620,https://www.artic.edu/artworks/63620,Ambassadeurs: Aristide Bruant,"Henri de Toulouse-Lautrec
French, 1864-1901",1892,1892,1892,France,poster; print; prints and drawing,Color lithograph on tan wove paper,Art Institute of Chicago,,,poster; paper (fiber product); print; prints and drawing,AIC search API reports is_public_domain=true.,,AIC search API reports is_public_domain=true.,IMG03,AIC search API reports is_public_domain=true.,IMG03: AIC search API reports is_public_domain=true.,high,true,Open image display candidate; final publication still needs item-page rights capture.,open_image_frame,"https://www.artic.edu/iiif/2/73c2c773-f730-efb8-2af6-886298b7ff8b/full/843,/0/default.jpg",false,"https://www.artic.edu/iiif/2/73c2c773-f730-efb8-2af6-886298b7ff8b/full/843,/0/default.jpg",false,,data/capture_batch_early_region_1830_1930_raw/aic_search_poster.json,2026-05-30
