batch_id,priority,source_name,dominant_repair_family,candidate_objects,batch_candidate_limit,estimated_weighted_gap_points,source_visible_gap_objects,verified_open_gap_objects,image_state_mix,source_family_route,item_level_evidence_contract,raw_payload_policy,automatic_upgrade_allowed,network_required_for_execution,sample_surface_ids
IMG-RIGHTS-BATCH-0124,P2,Market Photo Workshop,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0105
IMG-RIGHTS-BATCH-0125,P2,Mediateca INAH,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0028
IMG-RIGHTS-BATCH-0126,P2,Memoria Chilena,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R028
IMG-RIGHTS-BATCH-0127,P2,Moldova National Library,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0067
IMG-RIGHTS-BATCH-0128,P2,Mongolian National Library,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0094
IMG-RIGHTS-BATCH-0129,P2,Moravian Gallery Brno Design Collection,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0122
IMG-RIGHTS-BATCH-0130,P2,Museo Universitario Arte Contemporaneo MUAC,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0086
IMG-RIGHTS-BATCH-0131,P2,Museo de Arte Contemporaneo de Monterrey MARCO,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0084
IMG-RIGHTS-BATCH-0132,P2,Museo de la Memoria y los Derechos Humanos,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0017
IMG-RIGHTS-BATCH-0133,P2,Museu da Imagem e do Som Sao Paulo,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0083
IMG-RIGHTS-BATCH-0134,P2,Myanmar Photo Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0118
IMG-RIGHTS-BATCH-0135,P2,NDL Search / National Diet Library,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-SBC1970R0014
IMG-RIGHTS-BATCH-0136,P2,NID Archives and institutional publications,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R033
IMG-RIGHTS-BATCH-0137,P2,National Archives of Estonia,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0099
IMG-RIGHTS-BATCH-0138,P2,National Archives of India Abhilekh Patal,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0049
IMG-RIGHTS-BATCH-0139,P2,National Archives of Malaysia,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0057
IMG-RIGHTS-BATCH-0140,P2,National Archives of Mauritius,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0078
IMG-RIGHTS-BATCH-0141,P2,National Archives of Singapore,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R050
IMG-RIGHTS-BATCH-0142,P2,National Archives of Tanzania,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0005
IMG-RIGHTS-BATCH-0143,P2,National Archives of The Gambia,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0011
IMG-RIGHTS-BATCH-0144,P2,National Archives of Trinidad and Tobago,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0035
IMG-RIGHTS-BATCH-0145,P2,National Archives of Zimbabwe,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0003
IMG-RIGHTS-BATCH-0146,P2,National Digital Library of India,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R034
IMG-RIGHTS-BATCH-0147,P2,National Library Service of Belize,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0090
IMG-RIGHTS-BATCH-0148,P2,National Library and Archives of Ethiopia,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0006
IMG-RIGHTS-BATCH-0149,P2,National Library of Albania,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0097
IMG-RIGHTS-BATCH-0150,P2,National Library of India,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R035
IMG-RIGHTS-BATCH-0151,P2,National Library of Jamaica,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0033
IMG-RIGHTS-BATCH-0152,P2,National Library of Kosovo,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0098
IMG-RIGHTS-BATCH-0153,P2,National Library of Malaysia,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0056
IMG-RIGHTS-BATCH-0154,P2,National Library of Maldives,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0053
IMG-RIGHTS-BATCH-0155,P2,National Library of Montenegro,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0063
IMG-RIGHTS-BATCH-0156,P2,National Library of Myanmar,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0054
IMG-RIGHTS-BATCH-0157,P2,National Library of Nigeria,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0001
IMG-RIGHTS-BATCH-0158,P2,National Library of Tajikistan,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0060
IMG-RIGHTS-BATCH-0159,P2,National Library of The Bahamas,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0089
IMG-RIGHTS-BATCH-0160,P2,National Library of Trinidad and Tobago,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0036
IMG-RIGHTS-BATCH-0161,P2,National Library of Uzbekistan,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0059
IMG-RIGHTS-BATCH-0162,P2,National Library of Vietnam,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R052
IMG-RIGHTS-BATCH-0163,P2,National Library of Vietnam Digital Library,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0055
IMG-RIGHTS-BATCH-0164,P2,National Library of the Philippines,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R053
IMG-RIGHTS-BATCH-0165,P2,National Taiwan Museum of Fine Arts,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R015
IMG-RIGHTS-BATCH-0166,P2,National and University Library Bosnia and Herzegovina,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0064
IMG-RIGHTS-BATCH-0167,P2,NewspaperSG,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R054
IMG-RIGHTS-BATCH-0168,P2,Nsibidi Institute,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0102
IMG-RIGHTS-BATCH-0169,P2,Nubuke Foundation,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0103
IMG-RIGHTS-BATCH-0170,P2,Oman National Records and Archives Authority,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0047
IMG-RIGHTS-BATCH-0171,P2,PARADISEC,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0071
IMG-RIGHTS-BATCH-0172,P2,Pakistan Chowk Community Centre,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0114
IMG-RIGHTS-BATCH-0173,P2,Partition Museum Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0113
IMG-RIGHTS-BATCH-0174,P2,People's Archive of Rural India,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0112
IMG-RIGHTS-BATCH-0175,P2,Polish Digital Libraries Federation,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0096
IMG-RIGHTS-BATCH-0176,P2,Qatar National Library Digital Repository,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0108
IMG-RIGHTS-BATCH-0177,P2,Roja Muthiah Research Library,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R036
IMG-RIGHTS-BATCH-0178,P2,Romanian National Digital Library,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0066
IMG-RIGHTS-BATCH-0179,P2,Roots.sg,img00_source_visible_repair,1,1,1.00,1,1,IMG00:1,generic_item_source_rights_review,"Find a source-visible item image plus rights basis, or keep the object as a source-visible blocker.",metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R055
IMG-RIGHTS-BATCH-0180,P2,Rwanda Cultural Heritage Academy,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0012
IMG-RIGHTS-BATCH-0181,P2,Sahapedia,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0111
IMG-RIGHTS-BATCH-0182,P2,Samoa National Archives and Records Authority,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0100
IMG-RIGHTS-BATCH-0183,P2,Sarmaya Arts Foundation,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0050
IMG-RIGHTS-BATCH-0184,P2,Senal Memoria Colombia,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0024
IMG-RIGHTS-BATCH-0185,P2,Seoul Design Foundation,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R018
IMG-RIGHTS-BATCH-0186,P2,Shanghai Library,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R019
IMG-RIGHTS-BATCH-0187,P2,Sharjah Art Foundation Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0110
IMG-RIGHTS-BATCH-0188,P2,Slovak Design Museum,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0121
IMG-RIGHTS-BATCH-0189,P2,State Library Victoria Collections,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0070
IMG-RIGHTS-BATCH-0190,P2,State Library of Turkmenistan,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0061
IMG-RIGHTS-BATCH-0191,P2,Sultan Qaboos University Library,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0046
IMG-RIGHTS-BATCH-0192,P2,Thai Poster Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R057
IMG-RIGHTS-BATCH-0193,P2,Tokyo ADC,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R021
IMG-RIGHTS-BATCH-0194,P2,Toše Proeski Memorial,img00_source_visible_repair,1,1,1.00,1,1,IMG00:1,generic_item_source_rights_review,"Find a source-visible item image plus rights basis, or keep the object as a source-visible blocker.",metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0205
IMG-RIGHTS-BATCH-0195,P2,UAE National Library and Archives,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0044
IMG-RIGHTS-BATCH-0196,P2,UWC Robben Island Mayibuye Archives,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R002
IMG-RIGHTS-BATCH-0197,P2,Ukrainian Institute of National Memory Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0068
IMG-RIGHTS-BATCH-0198,P2,Ukrainian Liberation Movement Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R024
IMG-RIGHTS-BATCH-0199,P2,Vasl Artists' Association Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0115
IMG-RIGHTS-BATCH-0200,P2,VietGD,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R059
IMG-RIGHTS-BATCH-0201,P2,Vietnam Fine Arts Museum,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0119
IMG-RIGHTS-BATCH-0202,P2,Vietnam National Archives,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R060
IMG-RIGHTS-BATCH-0203,P2,Roots.sg / National Heritage Board Singapore,img02_open_rights_review,2,2,0.90,0,2,IMG02:2,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NXS2026R002;SURF-NXS2026R003
IMG-RIGHTS-BATCH-0204,P2,!Khwa ttu,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0122
IMG-RIGHTS-BATCH-0205,P2,"""Alexandru and Aristia Aman"" County Library, Craiova",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0210
IMG-RIGHTS-BATCH-0206,P2,"""Branko Ćopić"" National Library in Brod",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0009
IMG-RIGHTS-BATCH-0207,P2,"""Dr. Ljubo Mihić"" National Library in Ljubinje",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0010
IMG-RIGHTS-BATCH-0208,P2,"""Gheorghe Asachi"" County Library in Iași",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0204
IMG-RIGHTS-BATCH-0209,P2,"""Octavian Goga"" Cluj County Library",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0212
IMG-RIGHTS-BATCH-0210,P2,"""Vuk Karadžić"" National Library in Modriča",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0011
IMG-RIGHTS-BATCH-0211,P2,101 Art Gallery,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0080
IMG-RIGHTS-BATCH-0212,P2,11/07/95 Gallery,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0175
