source_file,capture_id,surface_id,year,region,image_state,source_name,title,source_url,input_review_type,review_class,suggested_action,surface_disposition_override,decision_type,confidence,override_basis,guardrail
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03083,SURF-CAW2026R03083,1987,China / Hong Kong,IMG03,Wikimedia Commons file source / Shanghai 120 film packaging 1987.jpg / page 146677580,Shanghai 120 film packaging 1987.jpg,https://commons.wikimedia.org/wiki/File:Shanghai_120_film_packaging_1987.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03091,SURF-CAW2026R03091,1988,Kazakhstan,IMG03,"Wikimedia Commons file source / The Soviet Union 1988 CPA 5991 stamp with label (Koblandy Batyr, Kazakh epic poem. I. Isabaevl) cancelled.jpg / page 22454378","The Soviet Union 1988 CPA 5991 stamp with label (Koblandy Batyr, Kazakh epic poem. I. Isabaevl) cancelled.jpg","https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1988_CPA_5991_stamp_with_label_(Koblandy_Batyr,_Kazakh_epic_poem._I._Isabaevl)_cancelled.jpg",event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03174,SURF-CAW2026R03174,1989,Romania,IMG03,Wikimedia Commons file source / Romania communist stamp 1989.jpg / page 61759103,Romania communist stamp 1989.jpg,https://commons.wikimedia.org/wiki/File:Romania_communist_stamp_1989.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03185,SURF-CAW2026R03185,1990,Tajikistan,IMG03,"Wikimedia Commons file source / The Soviet Union 1990 CPA 6203 stamp with label (Guraguli, Tadzhik epic poem. Armored warriors. I. Martynov) cancelled.jpg / page 22454347","The Soviet Union 1990 CPA 6203 stamp with label (Guraguli, Tadzhik epic poem. Armored warriors. I. Martynov) cancelled.jpg","https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1990_CPA_6203_stamp_with_label_(Guraguli,_Tadzhik_epic_poem._Armored_warriors._I._Martynov)_cancelled.jpg",event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03190,SURF-CAW2026R03190,1990,Turkmenistan,IMG03,"Wikimedia Commons file source / The Soviet Union 1990 CPA 6205 stamp with label (Koroghlu, Turkmen epic poem. Sleeping woman. man with lute. I. KIychev) cancelled.jpg / page 22454357","The Soviet Union 1990 CPA 6205 stamp with label (Koroghlu, Turkmen epic poem. Sleeping woman. man with lute. I. KIychev) cancelled.jpg","https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1990_CPA_6205_stamp_with_label_(Koroghlu,_Turkmen_epic_poem._Sleeping_woman._man_with_lute._I._KIychev)_cancelled.jpg",event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03204,SURF-CAW2026R03204,1990,Estonia,IMG03,"Wikimedia Commons file source / The Soviet Union 1990 CPA 6206 stamp with label (Kelevipoeg, Estonian epic poem. Man with boards. O. Kallis) cancelled.jpg / page 22454387","The Soviet Union 1990 CPA 6206 stamp with label (Kelevipoeg, Estonian epic poem. Man with boards. O. Kallis) cancelled.jpg","https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1990_CPA_6206_stamp_with_label_(Kelevipoeg,_Estonian_epic_poem._Man_with_boards._O._Kallis)_cancelled.jpg",event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03214,SURF-CAW2026R03214,1990,Ukraine,IMG03,Wikimedia Commons file source / MUSEKO-90oficial.jpg / page 39291408,MUSEKO-90oficial.jpg,https://commons.wikimedia.org/wiki/File:MUSEKO-90oficial.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03215,SURF-CAW2026R03215,1990,Latin America,IMG03,Wikimedia Commons file source / Jordan Arnell Evans.jpg / page 66197360,Jordan Arnell Evans.jpg,https://commons.wikimedia.org/wiki/File:Jordan_Arnell_Evans.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03216,SURF-CAW2026R03216,1990,Latin America,IMG03,Wikimedia Commons file source / Pearce Robinson (POSTER).jpg / page 17994681,Pearce Robinson (POSTER).jpg,https://commons.wikimedia.org/wiki/File:Pearce_Robinson_(POSTER).jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03220,SURF-CAW2026R03220,1991,Croatia,IMG03,"Wikimedia Commons file source / Dubrovnik, varios 02.jpg / page 69992790","Dubrovnik, varios 02.jpg","https://commons.wikimedia.org/wiki/File:Dubrovnik,_varios_02.jpg",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03233,SURF-CAW2026R03233,1991,Maldives,IMG03,Wikimedia Commons file source / XRF-fishesofmaldives1.JPG / page 24642135,XRF-fishesofmaldives1.JPG,https://commons.wikimedia.org/wiki/File:XRF-fishesofmaldives1.JPG,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03234,SURF-CAW2026R03234,1991,Maldives,IMG03,Wikimedia Commons file source / XRF-fishesofmaldives2.JPG / page 24642137,XRF-fishesofmaldives2.JPG,https://commons.wikimedia.org/wiki/File:XRF-fishesofmaldives2.JPG,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03235,SURF-CAW2026R03235,1991,Maldives,IMG03,Wikimedia Commons file source / XRF-fishesofmaldives3.JPG / page 24642138,XRF-fishesofmaldives3.JPG,https://commons.wikimedia.org/wiki/File:XRF-fishesofmaldives3.JPG,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03237,SURF-CAW2026R03237,1992,South Africa,IMG03,Wikimedia Commons file source / 1992 referendum.jpg / page 127806733,1992 referendum.jpg,https://commons.wikimedia.org/wiki/File:1992_referendum.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03240,SURF-CAW2026R03240,1992,Uzbekistan,IMG03,Wikimedia Commons file source / Stamp of Uzbekistan 1992 a.jpg / page 15299951,Stamp of Uzbekistan 1992 a.jpg,https://commons.wikimedia.org/wiki/File:Stamp_of_Uzbekistan_1992_a.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03252,SURF-CAW2026R03252,1992,Bosnia and Herzegovina,IMG03,Wikimedia Commons file source / BiH 1992 post Kontinuitet.JPG / page 45848549,BiH 1992 post Kontinuitet.JPG,https://commons.wikimedia.org/wiki/File:BiH_1992_post_Kontinuitet.JPG,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03265,SURF-CAW2026R03265,1993,Cameroon,IMG03,Wikimedia Commons file source / Westnatureking.jpg / page 39898750,Westnatureking.jpg,https://commons.wikimedia.org/wiki/File:Westnatureking.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03267,SURF-CAW2026R03267,1993,Nigeria,IMG03,Wikimedia Commons file source / Joy uhunoma ekinadose.jpg / page 115211045,Joy uhunoma ekinadose.jpg,https://commons.wikimedia.org/wiki/File:Joy_uhunoma_ekinadose.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03298,SURF-CAW2026R03298,1994,Jordan,IMG03,Wikimedia Commons file source / JADIS book.jpg / page 93045143,JADIS book.jpg,https://commons.wikimedia.org/wiki/File:JADIS_book.jpg,event_photo_or_context_image,event_or_photo_language,manual_keep_or_card_review,,manual_review_only,low,event_or_photo_language: Photograph of,Event/photo language overlaps with design evidence; no automatic demotion.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03311,SURF-CAW2026R03311,1995,Albania,IMG03,Wikimedia Commons file source / Elbasan FootballGame 1995.jpg / page 34967938,Elbasan FootballGame 1995.jpg,https://commons.wikimedia.org/wiki/File:Elbasan_FootballGame_1995.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03334,SURF-CAW2026R03334,1996,Bulgaria,IMG03,Wikimedia Commons file source / PosterMaryReilly.jpg / page 9700143,PosterMaryReilly.jpg,https://commons.wikimedia.org/wiki/File:PosterMaryReilly.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03365,SURF-CAW2026R03365,1997,Latin America,IMG03,Wikimedia Commons file source / A 1997 record pressed on Bruno Blum's Jamaican label Human Race Records.jpg / page 98012543,A 1997 record pressed on Bruno Blum's Jamaican label Human Race Records.jpg,https://commons.wikimedia.org/wiki/File:A_1997_record_pressed_on_Bruno_Blum%27s_Jamaican_label_Human_Race_Records.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03373,SURF-CAW2026R03373,1998,Albania,IMG03,Wikimedia Commons file source / 1998-Kienzle-Dia (151).jpg / page 170309324,1998-Kienzle-Dia (151).jpg,https://commons.wikimedia.org/wiki/File:1998-Kienzle-Dia_(151).jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03374,SURF-CAW2026R03374,1998,Albania,IMG03,Wikimedia Commons file source / 1998-Kienzle-Dia (55).jpg / page 170307801,1998-Kienzle-Dia (55).jpg,https://commons.wikimedia.org/wiki/File:1998-Kienzle-Dia_(55).jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03378,SURF-CAW2026R03378,1998,Bulgaria,IMG03,Wikimedia Commons file source / Bylgarski mesechnk-1998-6 7.jpg / page 37141680,Bylgarski mesechnk-1998-6 7.jpg,https://commons.wikimedia.org/wiki/File:Bylgarski_mesechnk-1998-6_7.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03392,SURF-CAW2026R03392,1998,Indonesia,IMG03,"Wikimedia Commons file source / Los Angeles (California, USA), Hollywood Boulevard -- 2012 -- 5100.jpg / page 30026853","Los Angeles (California, USA), Hollywood Boulevard -- 2012 -- 5100.jpg","https://commons.wikimedia.org/wiki/File:Los_Angeles_(California,_USA),_Hollywood_Boulevard_--_2012_--_5100.jpg",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03396,SURF-CAW2026R03396,1999,Nigeria,IMG03,Wikimedia Commons file source / Amanam Joe.jpg / page 168887249,Amanam Joe.jpg,https://commons.wikimedia.org/wiki/File:Amanam_Joe.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03423,SURF-CAW2026R03423,2000,Nigeria,IMG03,"Wikimedia Commons file source / Aina Onabolu Complex at National Theater Iganmu Lagos Nigeria Painting Medium Oil on Canvas Artist Olusola David, Ayibiowu Year 2000.jpg / page 64599273","Aina Onabolu Complex at National Theater Iganmu Lagos Nigeria Painting Medium Oil on Canvas Artist Olusola David, Ayibiowu Year 2000.jpg","https://commons.wikimedia.org/wiki/File:Aina_Onabolu_Complex_at_National_Theater_Iganmu_Lagos_Nigeria_Painting_Medium_Oil_on_Canvas_Artist_Olusola_David,_Ayibiowu_Year_2000.jpg",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03424,SURF-CAW2026R03424,2000,Nigeria,IMG03,Wikimedia Commons file source / Tinny Tall Tommy.jpg / page 177109429,Tinny Tall Tommy.jpg,https://commons.wikimedia.org/wiki/File:Tinny_Tall_Tommy.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03432,SURF-CAW2026R03432,2000,Lebanon,IMG03,Wikimedia Commons file source / 2013 Pére Noel 2000LL.jpg / page 62432969,2013 Pére Noel 2000LL.jpg,https://commons.wikimedia.org/wiki/File:2013_P%C3%A9re_Noel_2000LL.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: postage,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03437,SURF-CAW2026R03437,2000,India,IMG03,Wikimedia Commons file source / First Day Cover SXC.jpg / page 90822422,First Day Cover SXC.jpg,https://commons.wikimedia.org/wiki/File:First_Day_Cover_SXC.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: First Day Cover,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03438,SURF-CAW2026R03438,2000,Thailand,IMG03,Wikimedia Commons file source / 02 Dam and Jaras packing Bananas.jpg / page 2911728,02 Dam and Jaras packing Bananas.jpg,https://commons.wikimedia.org/wiki/File:02_Dam_and_Jaras_packing_Bananas.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03439,SURF-CAW2026R03439,2001,Madagascar,IMG03,Wikimedia Commons file source / Megafauna extinction poster by Barlow 2004.jpg / page 130410209,Megafauna extinction poster by Barlow 2004.jpg,https://commons.wikimedia.org/wiki/File:Megafauna_extinction_poster_by_Barlow_2004.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03440,SURF-CAW2026R03440,2001,Madagascar,IMG03,"Wikimedia Commons file source / Stone throne, Kokino, Macedonia.jpg / page 44205435","Stone throne, Kokino, Macedonia.jpg","https://commons.wikimedia.org/wiki/File:Stone_throne,_Kokino,_Macedonia.jpg",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03446,SURF-CAW2026R03446,2001,North Macedonia,IMG03,"Wikimedia Commons file source / Ancient observatory Kokino, Macedonia.jpg / page 44205442","Ancient observatory Kokino, Macedonia.jpg","https://commons.wikimedia.org/wiki/File:Ancient_observatory_Kokino,_Macedonia.jpg",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03447,SURF-CAW2026R03447,2001,North Macedonia,IMG03,"Wikimedia Commons file source / Megalithic observatory Kokino, Macedonia.jpg / page 44205436","Megalithic observatory Kokino, Macedonia.jpg","https://commons.wikimedia.org/wiki/File:Megalithic_observatory_Kokino,_Macedonia.jpg",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03448,SURF-CAW2026R03448,2001,North Macedonia,IMG03,"Wikimedia Commons file source / Stone blocks, Kokino, Macedonia.jpg / page 44205437","Stone blocks, Kokino, Macedonia.jpg","https://commons.wikimedia.org/wiki/File:Stone_blocks,_Kokino,_Macedonia.jpg",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03460,SURF-CAW2026R03460,2002,China / Hong Kong,IMG03,Wikimedia Commons file source / Suzuki smash 110cc.jpg / page 127873357,Suzuki smash 110cc.jpg,https://commons.wikimedia.org/wiki/File:Suzuki_smash_110cc.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03465,SURF-CAW2026R03465,2002,Georgia,IMG03,Wikimedia Commons file source / 2016 Georgian parliamentary election poster 03.jpg / page 52034681,2016 Georgian parliamentary election poster 03.jpg,https://commons.wikimedia.org/wiki/File:2016_Georgian_parliamentary_election_poster_03.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03466,SURF-CAW2026R03466,2002,Ukraine,IMG03,Wikimedia Commons file source / Друкований екземпляр українського проєкту моніторингу стану свободи слова за 2002 рік.jpg / page 184475656,Друкований екземпляр українського проєкту моніторингу стану свободи слова за 2002 рік.jpg,https://commons.wikimedia.org/wiki/File:%D0%94%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9_%D0%B5%D0%BA%D0%B7%D0%B5%D0%BC%D0%BF%D0%BB%D1%8F%D1%80_%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BF%D1%80%D0%BE%D1%94%D0%BA%D1%82%D1%83_%D0%BC%D0%BE%D0%BD%D1%96%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D1%83_%D1%81%D1%82%D0%B0%D0%BD%D1%83_%D1%81%D0%B2%D0%BE%D0%B1%D0%BE%D0%B4%D0%B8_%D1%81%D0%BB%D0%BE%D0%B2%D0%B0_%D0%B7%D0%B0_2002_%D1%80%D1%96%D0%BA.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03475,SURF-CAW2026R03475,2003,Albania,IMG03,Wikimedia Commons file source / 2003-Kienzle-Dia (64).jpg / page 170566161,2003-Kienzle-Dia (64).jpg,https://commons.wikimedia.org/wiki/File:2003-Kienzle-Dia_(64).jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03483,SURF-CAW2026R03483,2003,Ukraine,IMG03,Wikimedia Commons file source / Korrespondent top 100 2008.JPG / page 5605387,Korrespondent top 100 2008.JPG,https://commons.wikimedia.org/wiki/File:Korrespondent_top_100_2008.JPG,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03485,SURF-CAW2026R03485,2003,Iraq,IMG03,Wikimedia Commons file source / Cig in Al Doree's Face.jpg / page 95538705,Cig in Al Doree's Face.jpg,https://commons.wikimedia.org/wiki/File:Cig_in_Al_Doree%27s_Face.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03495,SURF-CAW2026R03495,2004,Ukraine,IMG03,Wikimedia Commons file source / Друкований екземпляр українського проєкту моніторингу стану свободи слова за 2004 рік.jpg / page 184475657,Друкований екземпляр українського проєкту моніторингу стану свободи слова за 2004 рік.jpg,https://commons.wikimedia.org/wiki/File:%D0%94%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9_%D0%B5%D0%BA%D0%B7%D0%B5%D0%BC%D0%BF%D0%BB%D1%8F%D1%80_%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BF%D1%80%D0%BE%D1%94%D0%BA%D1%82%D1%83_%D0%BC%D0%BE%D0%BD%D1%96%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D1%83_%D1%81%D1%82%D0%B0%D0%BD%D1%83_%D1%81%D0%B2%D0%BE%D0%B1%D0%BE%D0%B4%D0%B8_%D1%81%D0%BB%D0%BE%D0%B2%D0%B0_%D0%B7%D0%B0_2004_%D1%80%D1%96%D0%BA.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03505,SURF-CAW2026R03505,2005,Madagascar,IMG03,"Wikimedia Commons file source / Antioch Hall (Main Building), Antioch College, TINTED.jpg / page 112127102","Antioch Hall (Main Building), Antioch College, TINTED.jpg","https://commons.wikimedia.org/wiki/File:Antioch_Hall_(Main_Building),_Antioch_College,_TINTED.jpg",event_photo_or_context_image,event_or_photo_language,manual_keep_or_card_review,,manual_review_only,low,event_or_photo_language: photograph of,Event/photo language overlaps with design evidence; no automatic demotion.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03527,SURF-CAW2026R03527,2005,Bangladesh,IMG03,Wikimedia Commons file source / Collar.agr.jpg / page 252206,Collar.agr.jpg,https://commons.wikimedia.org/wiki/File:Collar.agr.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
