query_id	split	category	query	expected_record_ids	old_top10	new_top10	old_rank	new_rank	old_success	new_success	old_count	new_count	old_ms	new_ms	notes
Q119	held_out	unique_prefix	the ow	SURF-VAM20K-01317	SURF-VAM20K-01317	SURF-VAM20K-01317;SURF-ER1830R070;SURF-YALEPOSTERTRACE2026V1R0112;SURF-LOCTRACE2026R01468;SURF-MODERNAPITRACE2026R0168;SURF-LOCTRACE2026I6CA6F30FAA3A00;SURF-LOCTRACE2026R01721;SURF-LOCTRACE2026R02230;SURF-LOCTRACE2026I0B39D55ED21BD2;SURF-VAM20K-02079	1	1	true	true	1	108	0.730	20.002	none
Q120	tuning	unique_prefix	peace w	SURF-LOCTRACE2026R00949	SURF-LOCTRACE2026R00949	SURF-LOCTRACE2026R00949	1	1	true	true	1	1	0.997	46.410	none
Q121	held_out	unique_prefix	zeno at 4am d	SURF-YALEPRODUCTTRACE2026V3R0028		SURF-YALEPRODUCTTRACE2026V3R0028	0	1	false	true	0	1	0.464	41.304	none
Q122	held_out	unique_prefix	konsert t	SURF-NBPOSTERTRACE2026V1R0071	SURF-NBPOSTERTRACE2026V1R0071	SURF-NBPOSTERTRACE2026V1R0071	1	1	true	true	1	1	0.504	47.820	none
Q123	held_out	unique_prefix	don t t	SURF-NMKTRACE2026R00488		SURF-NMKTRACE2026R00488;SURF-HISTORICALAICTRACE2026V1R0123;SURF-LOCTRACE2026IBBEB8D3C40FFA0;SURF-VAM20K-01874;SURF-VAMYEARTRACEV2R0053;SURF-YALEDESIGNTRACE2026V2R0065;SURF-LOCTRACE2026R00299;SURF-LOCTRACE2026R00300;SURF-LOCTRACE2026R00293;SURF-LOCTRACE2026R01505	0	1	false	true	0	25	0.582	14.496	none
Q124	held_out	unique_prefix	masc	SURF-LOCTRACE2026I05C08973C33EE1	SURF-LOCTRACE2026I05C08973C33EE1	SURF-LOCTRACE2026I05C08973C33EE1;SURF-LOCTRACE2026IE3304CF3B51D72;SURF-LOCTRACE2026R01120;SURF-LOCTRACE2026R00347;SURF-LOCTRACE2026R00525;SURF-LOCTRACE2026I7AAD59406018FE;SURF-LOCTRACE2026R01464;SURF-LOCTRACE2026I3CDE6CA791358F;SURF-LOCTRACE2026I777BB133865E42;SURF-LOCTRACE2026I2602E6E3C0B6E2	1	1	true	true	1	13	0.588	42.939	none
Q125	held_out	unique_prefix	9 75	SURF-NBPOSTERTRACE2026V1R0050		SURF-NBPOSTERTRACE2026V1R0050;SURF-LOCTRACE2026R02160;SURF-LOCTRACE2026R02198;SURF-LOCTRACE2026R02207;SURF-LOCTRACE2026I1D452E0DFB74A7;SURF-LOCTRACE2026I00557A7DBA6DE7;SURF-LOCTRACE2026R02142;SURF-NBPOSTERTRACE2026V1R0094;SURF-LOCTRACE2026R02191;SURF-LOCTRACE2026R02165	0	1	false	true	0	19	0.469	10.786	none
Q126	held_out	unique_prefix	pan 	SURF-LOCTRACE2026I2A777BF54A61AD	SURF-LOCTRACE2026R00585;SURF-LOCTRACE2026R02358;SURF-LOCTRACE2026R02412;SURF-LOCTRACE2026R01961;SURF-LOCTRACE2026I5EC70447A4913A;SURF-LOCTRACE2026IFD8C0906EB6B4C;SURF-ER1830R063;SURF-LOCTRACE2026R01959;SURF-LOCTRACE2026I4711F655E0F1BD;SURF-LOCTRACE2026R00967	SURF-LOCTRACE2026I2A777BF54A61AD;SURF-LOCTRACE2026R02360;SURF-MDAFATRACE2026R0077;SURF-LOCTRACE2026R00585;SURF-LOCTRACE2026I011061BD52C7D3;SURF-HISTORICALAICTRACE2026V1R0281;SURF-GALYEAR2026V1R0001;SURF-LOCTRACE2026R02358;SURF-LOCTRACE2026R02412;SURF-LOCTRACE2026IDA5A932C141F8E	0	1	false	true	63	69	0.651	13.862	none
Q127	held_out	unique_prefix	arun	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES;SURF-LOCTRACE2026R01078;SURF-LOCTRACE2026I97E92EDAA8A4B0	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES;SURF-LOCTRACE2026R01078;SURF-LOCTRACE2026I97E92EDAA8A4B0;SURF-LOCTRACE2026R02436;SURF-NBPOSTERTRACE2026V1R0314;SURF-LOCTRACE2026I66C45008029025;SURF-NBPOSTERTRACE2026V1R0091;SURF-NBPOSTERTRACE2026V1R0017;SURF-VAM20K-00284;SURF-SPCTRACE2026V2R0135	1	1	true	true	3	14	0.852	43.271	none
Q128	tuning	unique_prefix	fiatalok s	SURF-LOCTRACE2026I31AD599BD311D2		SURF-LOCTRACE2026I31AD599BD311D2	0	1	false	true	0	1	0.506	43.431	none
Q129	held_out	unique_prefix	o116681	SURF-YRGAP-REGION-0064	SURF-YRGAP-REGION-0064	SURF-YRGAP-REGION-0064	1	1	true	true	1	1	0.782	17.511	none
Q130	held_out	unique_prefix	pend	SURF-YALEPRODUCTTRACE2026V3R0057	SURF-LOCTRACE2026R01321;SURF-LOCTRACE2026IF7D8F1D4068830;SURF-LOCTRACE2026R02250;SURF-LOCTRACE2026R00533;SURF-LOCTRACE2026I77A954853A79F3;SURF-LOCTRACE2026I1D452E0DFB74A7;SURF-LOCTRACE2026R00651;SURF-LOCTRACE2026ICE61D936952F0D;SURF-LOCTRACE2026R00341;SURF-LOCTRACE2026R00340	SURF-YALEPRODUCTTRACE2026V3R0057;SURF-LOCTRACE2026R01321;SURF-LOCTRACE2026IF7D8F1D4068830;SURF-LOCTRACE2026R02250;SURF-LOCTRACE2026R00533;SURF-LOCTRACE2026I77A954853A79F3;SURF-LOCTRACE2026I1D452E0DFB74A7;SURF-LOCTRACE2026R00651;SURF-LOCTRACE2026ICE61D936952F0D;SURF-LOCTRACE2026R00341	0	1	false	true	16	34	0.662	39.937	none
Q131	held_out	unique_prefix	elna	SURF-LOCTRACE2026I2F35744A3B29CD	SURF-LOCTRACE2026I2F35744A3B29CD;SURF-NMKTRACE2026R00458	SURF-LOCTRACE2026I2F35744A3B29CD;SURF-NMKTRACE2026R00458;SURF-LOCTRACE2026R00474;SURF-NBPOSTERTRACE2026V2R0096	1	1	true	true	2	4	0.809	43.218	none
Q132	tuning	unique_prefix	cirkus o	SURF-NBPOSTERTRACE2026V1R0011	SURF-NBPOSTERTRACE2026V1R0011	SURF-NBPOSTERTRACE2026V1R0011;SURF-NBPOSTERTRACE2026V2R0050	1	1	true	true	1	2	0.599	44.167	none
Q133	held_out	unique_prefix	stori	SURF-SPCBTRACE2026V1R0579	SURF-LOCTRACE2026IE0ECAEA13EDF22;SURF-NBPOSTERTRACE2026V1R0015;SURF-MODERNAPITRACE2026R0123;SURF-MODERNAPITRACE2026R0142;SURF-MODERNAPITRACE2026R0158;SURF-VAM20K-02949;SURF-NBPOSTERTRACE2026V1R0309;SURF-LOCTRACE2026R01310;SURF-MODERNAPITRACE2026R0184;SURF-LOCTRACE2026I45189F8231CC0F	SURF-SPCBTRACE2026V1R0579;SURF-LOCTRACE2026IE0ECAEA13EDF22;SURF-NBPOSTERTRACE2026V1R0015;SURF-MODERNAPITRACE2026R0123;SURF-MODERNAPITRACE2026R0142;SURF-MODERNAPITRACE2026R0158;SURF-VAM20K-02949;SURF-NBPOSTERTRACE2026V1R0309;SURF-LOCTRACE2026R01310;SURF-MODERNAPITRACE2026R0184	0	1	false	true	14	33	0.775	44.320	none
Q134	held_out	unique_prefix	initiative s	SURF-LOCTRACE2026R00358	SURF-LOCTRACE2026R00358	SURF-LOCTRACE2026R00358	1	1	true	true	1	1	0.659	50.629	none
Q135	tuning	unique_prefix	nuev	SURF-BNDCLTRACE2026V1R0040	SURF-BNDCLTRACE2026V1R0040;SURF-LOCTRACE2026R01817;SURF-BNDCLDANIELGLEISER2026V2R0035	SURF-BNDCLTRACE2026V1R0040;SURF-LOCTRACE2026R01817;SURF-BNDCLDANIELGLEISER2026V2R0035	1	1	true	true	3	3	0.663	41.548	none
Q136	tuning	unique_middle_substring	work har	SURF-LOCTRACE2026I6D03759D157739	SURF-LOCTRACE2026I6D03759D157739	SURF-LOCTRACE2026I6D03759D157739;SURF-NBPOSTERTRACE2026V1R0080;SURF-YALEPRODUCTTRACE2026V3R0068;SURF-LOCTRACE2026R00935	1	1	true	true	1	4	0.655	40.153	none
Q137	held_out	unique_middle_substring	he very m	SURF-CGS2026R0670	SURF-CGS2026R0670	SURF-CGS2026R0670	1	1	true	true	1	1	0.602	30.195	none
Q138	tuning	unique_middle_substring	weiteres	SURF-LOCTRACE2026I79FFABC798DD25	SURF-LOCTRACE2026I79FFABC798DD25	SURF-LOCTRACE2026I79FFABC798DD25	1	1	true	true	1	1	0.523	43.387	none
Q139	tuning	unique_middle_substring	f working	SURF-NMKTRACE2026R00308	SURF-NMKTRACE2026R00308	SURF-NMKTRACE2026R00308	1	1	true	true	1	1	0.588	10.401	none
Q140	held_out	unique_middle_substring	armiia ne	SURF-LOCTRACE2026R01574	SURF-LOCTRACE2026R01574	SURF-LOCTRACE2026R01574	1	1	true	true	1	1	0.729	43.826	none
Q141	held_out	unique_middle_substring	the pussy	SURF-VAM20K-01317	SURF-VAM20K-01317	SURF-VAM20K-01317	1	1	true	true	1	1	0.648	26.433	none
Q142	held_out	unique_middle_substring	an never	SURF-LOCTRACE2026R00949	SURF-LOCTRACE2026R00949	SURF-LOCTRACE2026R00949;SURF-LOCTRACE2026R01161;SURF-LOCTRACE2026R00884;SURF-MODERNAPITRACE2026R0079;SURF-MDA2026V2R0418;SURF-LOCYEAR2026V1R0001;SURF-NBPOSTERTRACE2026V1R0251;SURF-LOCTRACE2026IE57B6A29A11A56;SURF-LOCTRACE2026R00707	1	1	true	true	1	9	0.755	32.557	none
Q143	held_out	unique_middle_substring	re 40 000	SURF-LOCTRACE2026I9C6425222950E8		SURF-LOCTRACE2026I9C6425222950E8	0	1	false	true	0	1	0.661	18.972	none
Q144	held_out	unique_middle_substring	g woman 2	SURF-YALEPRODUCTTRACE2026V3R0028		SURF-YALEPRODUCTTRACE2026V3R0028	0	1	false	true	0	1	0.522	10.437	none
Q145	tuning	unique_middle_substring	lub dog s	SURF-LOCTRACE2026I05C08973C33EE1	SURF-LOCTRACE2026I05C08973C33EE1	SURF-LOCTRACE2026I05C08973C33EE1;SURF-LOCTRACE2026IF81FE0B7C894AF	1	1	true	true	1	2	0.643	14.018	none
Q146	tuning	unique_middle_substring	nto får d	SURF-NBPOSTERTRACE2026V1R0050		SURF-NBPOSTERTRACE2026V1R0050	0	1	false	true	0	1	0.661	14.816	none
Q147	held_out	unique_middle_substring	y chromol	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	1	1	true	true	1	1	0.578	10.698	none
Q148	held_out	unique_middle_substring	tok jovon	SURF-LOCTRACE2026I31AD599BD311D2		SURF-LOCTRACE2026I31AD599BD311D2	0	1	false	true	0	1	0.676	14.887	none
Q149	held_out	unique_middle_substring	ne à coud	SURF-LOCTRACE2026I2F35744A3B29CD	SURF-LOCTRACE2026I2F35744A3B29CD	SURF-LOCTRACE2026I2F35744A3B29CD	1	1	true	true	1	1	0.662	18.382	none
Q150	held_out	unique_middle_substring	s løkke m	SURF-NBPOSTERTRACE2026V1R0011	SURF-NBPOSTERTRACE2026V1R0011	SURF-NBPOSTERTRACE2026V1R0011	1	1	true	true	1	1	0.639	14.607	none
Q151	held_out	unique_middle_substring	blong yu	SURF-SPCBTRACE2026V1R0579	SURF-SPCBTRACE2026V1R0579	SURF-SPCBTRACE2026V1R0579	1	1	true	true	1	1	0.517	40.923	none
Q152	held_out	unique_middle_substring	banques l	SURF-LOCTRACE2026R00358		SURF-LOCTRACE2026R00358	0	1	false	true	0	1	0.495	46.024	none
Q153	held_out	unique_middle_substring	gen henri	SURF-NMKTRACE2026R00510	SURF-NMKTRACE2026R00510	SURF-NMKTRACE2026R00510	1	1	true	true	1	1	0.887	15.675	none
Q154	tuning	unique_middle_substring	esprach o	SURF-LOCTRACE2026I3AF724A2060B2B		SURF-LOCTRACE2026I3AF724A2060B2B	0	1	false	true	0	1	0.883	48.494	none
Q155	held_out	unique_middle_substring	on the h	SURF-LOCTRACE2026R01956	SURF-LOCTRACE2026R01956	SURF-LOCTRACE2026R01956	1	1	true	true	1	1	0.795	20.081	none
Q156	held_out	one_character_substitution	faixons	SURF-LOCTRACE2026R01999		SURF-LOCTRACE2026R01999	0	1	false	true	0	1	0.523	45.760	source token=faisons
Q157	tuning	one_character_substitution	consxruct	SURF-LOCTRACE2026I6D03759D157739		SURF-LOCTRACE2026I6D03759D157739	0	1	false	true	0	1	0.654	56.503	source token=construct
Q158	held_out	one_character_substitution	spixle	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044;SURF-LOCTRACE2026R01932	0	1	false	true	0	2	0.671	43.740	source token=spille
Q159	held_out	one_character_substitution	premieobligaxjonslotteri	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.563	79.166	source token=premieobligasjonslotteri
Q160	held_out	one_character_substitution	premieobxigasjon	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.698	42.979	source token=premieobligasjon
Q161	tuning	one_character_substitution	treknxnger	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.632	50.727	source token=trekninger
Q162	held_out	one_character_substitution	komxet	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.497	42.019	source token=kommet
Q163	held_out	one_character_substitution	gevxst	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.536	41.447	source token=gevist
Q164	held_out	one_character_substitution	dessxten	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.554	43.823	source token=dessuten
Q165	tuning	one_character_substitution	pålyxende	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.666	54.326	source token=pålydende
Q166	held_out	one_character_substitution	bexøp	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.469	40.330	source token=beløp
Q167	held_out	one_character_substitution	tilbakxbetalt	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.901	40.587	source token=tilbakebetalt
Q168	held_out	one_character_substitution	innfrxelse	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.645	49.884	source token=innfrielse
Q169	held_out	one_character_substitution	nemxig	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.656	42.256	source token=nemlig
Q170	held_out	one_character_substitution	strexning	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044;SURF-NBPOSTERTRACE2026V1R0019;SURF-NBPOSTERTRACE2026V1R0272;SURF-NBPOSTERTRACE2026V1R0014	0	1	false	true	0	4	0.684	55.711	source token=strekning
Q171	held_out	one_character_substitution	obligaxjonene	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044;SURF-NBPOSTERTRACE2026V1R0019	0	1	false	true	0	2	0.654	40.150	source token=obligasjonene
Q172	held_out	one_character_substitution	selxes	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044;SURF-YALEPOSTERTRACE2026V1R0030	0	1	false	true	0	2	0.639	42.785	source token=selges
Q173	held_out	one_character_substitution	flexte	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.563	41.351	source token=fleste
Q174	tuning	one_character_substitution	akxje	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.731	42.265	source token=aksje
Q175	held_out	one_character_substitution	sparexanker	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.597	43.971	source token=sparebanker
Q176	held_out	adjacent_transposition	fasions	SURF-LOCTRACE2026R01999		SURF-LOCTRACE2026R01999	0	1	false	true	0	1	0.537	45.438	source token=faisons
Q177	tuning	adjacent_transposition	contsruct	SURF-LOCTRACE2026I6D03759D157739		SURF-LOCTRACE2026I6D03759D157739	0	1	false	true	0	1	0.618	56.160	source token=construct
Q178	held_out	adjacent_transposition	splile	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.641	42.822	source token=spille
Q179	tuning	adjacent_transposition	premieobligsajonslotteri	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.501	73.562	source token=premieobligasjonslotteri
Q180	held_out	adjacent_transposition	premieolbigasjon	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.652	41.456	source token=premieobligasjon
Q181	held_out	adjacent_transposition	trekinnger	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.664	51.289	source token=trekninger
Q182	held_out	adjacent_transposition	komemt	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044;SURF-LOCTRACE2026R01420;SURF-LOCTRACE2026R01421;SURF-LOCTRACE2026R01074;SURF-LOCTRACE2026I5F4455B8CA12CB	0	1	false	true	0	5	0.534	41.509	source token=kommet
Q183	held_out	adjacent_transposition	geivst	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.495	41.625	source token=gevist
Q184	held_out	adjacent_transposition	desusten	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.643	43.019	source token=dessuten
Q185	held_out	adjacent_transposition	påldyende	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.529	53.946	source token=pålydende
Q186	held_out	adjacent_transposition	bleøp	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.600	41.412	source token=beløp
Q187	held_out	adjacent_transposition	tilbaekbetalt	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.614	40.956	source token=tilbakebetalt
Q188	held_out	adjacent_transposition	innfirelse	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.740	50.299	source token=innfrielse
Q189	held_out	adjacent_transposition	nelmig	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.730	43.073	source token=nemlig
Q190	held_out	adjacent_transposition	strkening	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044;SURF-NBPOSTERTRACE2026V1R0019;SURF-NBPOSTERTRACE2026V1R0272;SURF-NBPOSTERTRACE2026V1R0014	0	1	false	true	0	4	0.630	56.027	source token=strekning
Q191	tuning	adjacent_transposition	obligsajonene	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044;SURF-NBPOSTERTRACE2026V1R0019	0	1	false	true	0	2	0.709	40.529	source token=obligasjonene
Q192	held_out	adjacent_transposition	segles	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.637	43.087	source token=selges
Q193	tuning	adjacent_transposition	flsete	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.524	40.836	source token=fleste
Q194	tuning	adjacent_transposition	askje	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.754	44.976	source token=aksje
Q195	tuning	adjacent_transposition	sparbeanker	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.630	51.570	source token=sparebanker
Q196	held_out	ordered_two_token	nous commun	SURF-LOCTRACE2026R01999		SURF-LOCTRACE2026R01999;SURF-LOCTRACE2026R00376	0	1	false	true	0	2	0.646	46.535	none
Q197	held_out	ordered_two_token	remember country	SURF-LOCTRACE2026I6D03759D157739		SURF-LOCTRACE2026I6D03759D157739	0	1	false	true	0	1	0.657	47.199	none
Q198	held_out	ordered_two_token	alle salgsstedene	SURF-NBPOSTERTRACE2026V1R0044		SURF-NBPOSTERTRACE2026V1R0044	0	1	false	true	0	1	0.879	63.823	none
Q199	tuning	ordered_two_token	the lccn2014637100	SURF-CGS2026R0670		SURF-CGS2026R0670	0	1	false	true	0	1	0.865	31.888	none
Q200	tuning	ordered_two_token	frohe weg	SURF-LOCTRACE2026I79FFABC798DD25		SURF-LOCTRACE2026I79FFABC798DD25	0	1	false	true	0	1	0.590	52.402	none
Q201	held_out	ordered_two_token	levi thread	SURF-CHWCONTEMP2026V1R0078		SURF-CHWCONTEMP2026V1R0078	0	1	false	true	0	1	0.731	43.084	none
Q202	tuning	ordered_two_token	technique forms	SURF-NMKTRACE2026R00308		SURF-NMKTRACE2026R00308	0	1	false	true	0	1	0.734	83.370	none
Q203	held_out	ordered_two_token	narod nepobedimy	SURF-LOCTRACE2026R01574		SURF-LOCTRACE2026R01574	0	1	false	true	0	1	0.652	42.116	none
Q204	held_out	ordered_two_token	peace 1947	SURF-LOCTRACE2026R00949		SURF-LOCTRACE2026R00949	0	1	false	true	0	1	0.486	41.145	none
Q205	tuning	ordered_two_token	his education	SURF-LOCTRACE2026I9C6425222950E8		SURF-LOCTRACE2026I9C6425222950E8	0	1	false	true	0	1	0.619	14.809	none
Q206	tuning	ordered_two_token	konsert august	SURF-NBPOSTERTRACE2026V1R0071		SURF-NBPOSTERTRACE2026V1R0071	0	1	false	true	0	1	0.541	45.576	none
Q207	held_out	ordered_two_token	don job	SURF-NMKTRACE2026R00488		SURF-NMKTRACE2026R00488	0	1	false	true	0	1	0.574	14.500	none
Q208	held_out	ordered_two_token	mascoutah continents	SURF-LOCTRACE2026I05C08973C33EE1		SURF-LOCTRACE2026I05C08973C33EE1	0	1	false	true	0	1	0.466	55.692	none
Q209	held_out	ordered_two_token	sms skattefradrag	SURF-NBPOSTERTRACE2026V1R0050		SURF-NBPOSTERTRACE2026V1R0050	0	1	false	true	0	1	0.696	14.018	none
Q210	held_out	ordered_two_token	pan niagara	SURF-LOCTRACE2026I2A777BF54A61AD		SURF-LOCTRACE2026I2A777BF54A61AD	0	1	false	true	0	1	0.610	13.530	none
Q211	held_out	out_of_order_tokens	radical nuevo	SURF-BNDCLTRACE2026V1R0040		SURF-BNDCLTRACE2026V1R0040	0	1	false	true	0	1	0.774	45.793	none
Q212	tuning	out_of_order_tokens	flyttet interiørforretningen	SURF-NMKTRACE2026R00510		SURF-NMKTRACE2026R00510	0	1	false	true	0	1	0.480	44.731	none
Q213	held_out	out_of_order_tokens	dienst einstellungsgesprach	SURF-LOCTRACE2026I3AF724A2060B2B		SURF-LOCTRACE2026I3AF724A2060B2B	0	1	false	true	0	1	0.674	41.445	none
Q214	held_out	out_of_order_tokens	with needed	SURF-LOCTRACE2026R01106		SURF-LOCTRACE2026R01106	0	1	false	true	0	1	0.739	40.191	none
Q215	held_out	out_of_order_tokens	1972 united	SURF-LOCTRACE2026R01956		SURF-LOCTRACE2026R01956	0	1	false	true	0	1	0.401	13.681	none
Q216	held_out	out_of_order_tokens	ovp einladung	SURF-LOCTRACE2026R01213		SURF-LOCTRACE2026R01213	0	1	false	true	0	1	0.628	14.095	none
Q217	held_out	out_of_order_tokens	1987 hulme	SURF-VAM20K-01124		SURF-VAM20K-01124	0	1	false	true	0	1	0.546	13.608	none
Q218	tuning	out_of_order_tokens	socialistes marée	SURF-LOCTRACE2026R00390		SURF-LOCTRACE2026R00390	0	1	false	true	0	1	0.645	43.710	none
Q219	tuning	out_of_order_tokens	arbeidersamfund stenkjær	SURF-NBPOSTERTRACE2026V2R0153		SURF-NBPOSTERTRACE2026V2R0153	0	1	false	true	0	1	0.606	56.481	none
Q220	held_out	out_of_order_tokens	line polo	SURF-LOCTRACE2026I93B1B5C37D1A19		SURF-LOCTRACE2026I93B1B5C37D1A19	0	1	false	true	0	1	0.636	41.236	none
Q221	held_out	out_of_order_tokens	market put	SURF-LOCTRACE2026R00863		SURF-LOCTRACE2026R00863	0	1	false	true	0	1	0.718	41.795	none
Q222	tuning	out_of_order_tokens	unifie psu	SURF-LOCTRACE2026R01394		SURF-LOCTRACE2026R01394	0	1	false	true	0	1	0.790	41.533	none
Q223	held_out	out_of_order_tokens	day fast	SURF-LOCTRACE2026R00224		SURF-LOCTRACE2026R00224	0	1	false	true	0	1	0.544	14.787	none
Q224	held_out	out_of_order_tokens	poster emerald	SURF-VAM20K-01612		SURF-VAM20K-01612	0	1	false	true	0	1	0.631	44.439	none
Q225	held_out	out_of_order_tokens	hyvinvointiin kehitysta	SURF-LOCTRACE2026I783A2862AAEECC		SURF-LOCTRACE2026I783A2862AAEECC	0	1	false	true	0	1	0.473	54.739	none
Q226	tuning	incomplete_multi_token	vlad trud	SURF-LOCTRACE2026R01349		SURF-LOCTRACE2026R01349	0	1	false	true	0	1	0.447	38.803	none
Q227	held_out	incomplete_multi_token	herr matt	SURF-VAM20K-03052		SURF-VAM20K-03052	0	1	false	true	0	1	0.613	40.500	none
Q228	tuning	incomplete_multi_token	scen flow	SURF-VAM20K-02201		SURF-VAM20K-02201	0	1	false	true	0	1	0.601	39.858	none
Q229	held_out	incomplete_multi_token	der sezu	SURF-VAM20K-01141		SURF-VAM20K-01141	0	1	false	true	0	1	0.582	16.896	none
Q230	tuning	incomplete_multi_token	cana bird	SURF-VAM20K-01120		SURF-VAM20K-01120	0	1	false	true	0	1	0.513	41.100	none
Q231	held_out	incomplete_multi_token	forf brei	SURF-NBPOSTERTRACE2026V1R0266		SURF-NBPOSTERTRACE2026V1R0266;SURF-NBPOSTERTRACE2026V2R0026;SURF-NBPOSTERTRACE2026V2R0156	0	1	false	true	0	3	0.464	45.154	none
Q232	held_out	incomplete_multi_token	papi job	SURF-NMKTRACE2026R00442		SURF-NMKTRACE2026R00442	0	1	false	true	0	1	0.627	41.311	none
Q233	held_out	incomplete_multi_token	cosi post	SURF-VAM20K-01688		SURF-VAM20K-01688;SURF-SPCTRACE2026V2R0105;SURF-LOCTRACE2026R00298	0	1	false	true	0	3	0.519	42.167	none
Q234	tuning	incomplete_multi_token	the murr	SURF-LOCTRACE2026R00947	SURF-LOCTRACE2026R00947	SURF-LOCTRACE2026R00947	1	1	true	true	1	1	0.756	27.506	none
Q235	tuning	incomplete_multi_token	ski fris	SURF-NBPOSTERTRACE2026V1R0101		SURF-NBPOSTERTRACE2026V1R0101	0	1	false	true	0	1	0.688	16.598	none
Q236	tuning	real_cjk_bilingual	没有	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	1	1	true	true	1	1	0.424	18.131	none
