source_label_identity	source_label	source_label_sha256	governed_geography_id	governed_display_label	geography_class	mapping_state	mapping_decision	geometry_target_ids	geometry_source	map_eligible	aggregate_eligible	representative_point_policy	historical_status	transnational	broad_region	source_assignment_count	qualification	decision_rationale	review_status	policy_version
sha256:819123146c09d7ef385cfcc64ef21691f42d9d4520e0af31eead156f43d8c640	Kiribati	819123146c09d7ef385cfcc64ef21691f42d9d4520e0af31eead156f43d8c640	SPTGEO:24ec4280a19f53859bf757b95e3f7a005c1e30a6ad56882142cde670b0fcb946	Kiribati	country	mapped	MAP_TO_ADMIN0	KIR	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	8		Kiribati is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:298c4ba52220d9e0a452440a78ff9e13ba90e25eb7cd4014ba5152babb47274d	Korean Peninsula	298c4ba52220d9e0a452440a78ff9e13ba90e25eb7cd4014ba5152babb47274d	SPTGEO:f47cc869fdb67249b797b76586ad8ec15bef1fd725ecf97f9b8d42fd3c6f8885	Korean Peninsula	transnational	mapped	MAP_TO_EXPLICIT_MULTI_GEOMETRY	KOR|PRK	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR_LARGEST_COMPONENT	false	true	false	13	Explicit multi-geometry world-map aggregate; the combined source label remains visible and is not normalized to one polity.	Korean Peninsula is explicitly represented by the listed pinned geometries; no single-country substitution is made.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:e34dd616b94ba2545547b9ca26b9b2847593d7161c17245634c155e390208b1f	Lebanon	e34dd616b94ba2545547b9ca26b9b2847593d7161c17245634c155e390208b1f	SPTGEO:d5dbf8bc11e8239640f5755e80e225c95dcce8171dc886ca9a151cbcff327cf5	Lebanon	country	mapped	MAP_TO_ADMIN0	LBN	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	3		Lebanon is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:084504165b0775879a4a0c9b8dac6d58a0d205ab44be6d33fe4a96191f039a61	Malaysia	084504165b0775879a4a0c9b8dac6d58a0d205ab44be6d33fe4a96191f039a61	SPTGEO:3bd1a3b021ace4b8588079ea1cb59555c7fdbb53c0c67a4f0c70aa190098a619	Malaysia	country	mapped	MAP_TO_ADMIN0	MYS	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	52		Malaysia is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:fe33c925ce220a0b7c8d84c4980652f4560d61d2d9f0f4fc3fc04f789aceba0c	Marshall Islands	fe33c925ce220a0b7c8d84c4980652f4560d61d2d9f0f4fc3fc04f789aceba0c	SPTGEO:f639decb69d6f7278cab36c3fc7549966bcf1bbbb144de4d0336e3e86d89a754	Marshall Islands	country	mapped	MAP_TO_ADMIN0	MHL	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	5		Marshall Islands is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:a7d355b26bda6bf1196ccffead0b2cf2b81f0a9de5b4876b44407f1dc07e51e6	Mexico	a7d355b26bda6bf1196ccffead0b2cf2b81f0a9de5b4876b44407f1dc07e51e6	SPTGEO:3c420e26303316e935ce7757e5f7aafb2ab513325b4c16a811e8b09fc36b4d2c	Mexico	country	mapped	MAP_TO_ADMIN0	MEX	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	29		Mexico is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:57e900885d442de2089cbfeabc36e6ff2760849d0818bb3a6af8c4250185d4b6	Nauru	57e900885d442de2089cbfeabc36e6ff2760849d0818bb3a6af8c4250185d4b6	SPTGEO:09f324bcc7bbd3734e48ee9830402c1a450dc5f0e7c2ee5386b74257587d62f6	Nauru	country	mapped	MAP_TO_ADMIN0	NRU	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	6		Nauru is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:3a386c13d283dc2ebbe2aeffc1ab3930d086b28956930d913d8dc58f34c013b7	Netherlands	3a386c13d283dc2ebbe2aeffc1ab3930d086b28956930d913d8dc58f34c013b7	SPTGEO:a292e840b9faecf0fd352f675b1b98e6e0fcb9f3a56e47792ebbe7dd4a0cea61	Netherlands	country	mapped	MAP_TO_ADMIN0	NLD	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	164		Netherlands is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:be60011f5621d4fd6884efd9246fee6a19bfa2ee834959b072f29a7a45ae0538	New Caledonia	be60011f5621d4fd6884efd9246fee6a19bfa2ee834959b072f29a7a45ae0538	SPTGEO:f06733e7002b3b8561e6e03d62e85c0ad875ef4409eeef55fb5e8700a81a5327	New Caledonia	territory	mapped	MAP_TO_MAP_UNIT	NCL	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	9	Mapped to the explicitly reviewed Natural Earth map unit; no object coordinate is asserted.	New Caledonia is an explicitly reviewed territory/map-unit label mapped to its pinned Natural Earth unit.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:b7fa922ffc51f2cd27a25c0bbeec9fe6075ee65b2b72d1a1130aefde825c6e60	New York, United States	b7fa922ffc51f2cd27a25c0bbeec9fe6075ee65b2b72d1a1130aefde825c6e60	SPTGEO:47441e66dbbfc9e21f2dd9ab546f8fcdc2cf3e26a50d6f7569662bda90599db9	New York, United States	subnational	aggregate_only	AGGREGATE_WITHOUT_POINT			false	true	NO_POINT_AGGREGATE_ONLY	false	false	false	1	No evidence-backed subnational geometry or representative point is present in the frozen release; retain as an aggregate-only row.	New York, United States has no governed subnational geometry or evidence-backed point in v1 and remains visible without a map position.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:94e6bd574b6e3c556056fefe8fbbe4609df9f8e63df86c7fadc7468d1b217cfe	Nicaragua	94e6bd574b6e3c556056fefe8fbbe4609df9f8e63df86c7fadc7468d1b217cfe	SPTGEO:e574aee21af4e389d2c5445db2ace324d85dc21411751ae77d5bdaf83ed11f4d	Nicaragua	country	mapped	MAP_TO_ADMIN0	NIC	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	3		Nicaragua is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:04952a0f984dccfa1c401fbe5669c5342059049be3e2bba73dc5a481759b22a9	Nigeria	04952a0f984dccfa1c401fbe5669c5342059049be3e2bba73dc5a481759b22a9	SPTGEO:d483693dba9cc69c2ad2107b6572aa938e423f3d9f3ef214dd051826a0390808	Nigeria	country	mapped	MAP_TO_ADMIN0	NGA	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	3		Nigeria is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:4956c2090fd791a111fbab1ae778af062343f5c925179a3c564a40d8cb1d9c03	Niue	4956c2090fd791a111fbab1ae778af062343f5c925179a3c564a40d8cb1d9c03	SPTGEO:ea9d4a35c72ba23d47c1850db1ebccc6906b97b311aab7a0750d94213b60e9d8	Niue	territory	mapped	MAP_TO_MAP_UNIT	NIU	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	4	Mapped to the explicitly reviewed Natural Earth map unit; no object coordinate is asserted.	Niue is an explicitly reviewed territory/map-unit label mapped to its pinned Natural Earth unit.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:bea54a349795017db7e863500429c8ba0c78b89855d73f9c82dfd92cb7c2d748	Norway	bea54a349795017db7e863500429c8ba0c78b89855d73f9c82dfd92cb7c2d748	SPTGEO:2be2877e2336a0a4f23ab56680dde82cfe5e78893dd6944558a26f169313f532	Norway	country	mapped	MAP_TO_ADMIN0	NOR	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	562		Norway is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:e2567312ec53232b5353c2798f8054759ee21b03af967265dd22b4cb4284bc49	Pakistan	e2567312ec53232b5353c2798f8054759ee21b03af967265dd22b4cb4284bc49	SPTGEO:d37d59b604a23b1b2584e85b6017247c8fc195fefc7083c6c41f9caa8ac5dd16	Pakistan	country	mapped	MAP_TO_ADMIN0	PAK	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	1		Pakistan is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:7fa64773dcd67bd040ba4d369ecb33a8e8d698c93e698597017c73474840f10d	Palau	7fa64773dcd67bd040ba4d369ecb33a8e8d698c93e698597017c73474840f10d	SPTGEO:6d5e25b37567a161762d86f9340342c8a48738ad190f79d9f9d707d439dfc33d	Palau	country	mapped	MAP_TO_ADMIN0	PLW	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	4		Palau is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:447773a8879b8547ef707d0836b715a839a7b539931e2592233833a91df4a264	Palestine / transnational	447773a8879b8547ef707d0836b715a839a7b539931e2592233833a91df4a264	SPTGEO:8b1c39e4bd024f7201df51af49300cd81ca33bc3363559022a2df4fd5d5d8839	Palestine / transnational	transnational	aggregate_only	AGGREGATE_WITHOUT_POINT			false	true	NO_POINT_AGGREGATE_ONLY	false	true	false	8	The broad or transnational source scope cannot be represented by one current polygon or point without overclaiming.	Palestine / transnational is broad or transnational and remains visible in aggregates without an invented point or silent modern-country normalization.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:c65742ceb289d67f60f20eb78418c5f7c39ccc1096c5f17954065bd7248f18ac	Papua New Guinea	c65742ceb289d67f60f20eb78418c5f7c39ccc1096c5f17954065bd7248f18ac	SPTGEO:a3a0e97db497a465acfd05afd90d3aa792b7a97eac1e63acae711f69e80f3221	Papua New Guinea	country	mapped	MAP_TO_ADMIN0	PNG	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	2		Papua New Guinea is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:7fb4d179ec62f241171a3981b842891b4487227ef381b0b61434d58bd4b26201	Paraguay	7fb4d179ec62f241171a3981b842891b4487227ef381b0b61434d58bd4b26201	SPTGEO:820fd086655dd9579e199c2e3876c8599b6c3a3f993125616fd79ef334f70075	Paraguay	country	mapped	MAP_TO_ADMIN0	PRY	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	4		Paraguay is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:3e43c656e5192f93d5e490e42f69bfb4ec9fabedecf2b4989968ca367f0cff7c	Paris, France	3e43c656e5192f93d5e490e42f69bfb4ec9fabedecf2b4989968ca367f0cff7c	SPTGEO:a58a099f7c46341acdf2d964bf062c1029c3a6b343483c18d876c6c34c0e628c	Paris, France	subnational	aggregate_only	AGGREGATE_WITHOUT_POINT			false	true	NO_POINT_AGGREGATE_ONLY	false	false	false	5	No evidence-backed subnational geometry or representative point is present in the frozen release; retain as an aggregate-only row.	Paris, France has no governed subnational geometry or evidence-backed point in v1 and remains visible without a map position.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:508731a3c5d375cb49d07a2b83439abf84a501d75f428c8838ff01b69d21b412	Peru	508731a3c5d375cb49d07a2b83439abf84a501d75f428c8838ff01b69d21b412	SPTGEO:defdb40045f8e39e8ebb037309e61de5d7eb02ee9063f1308b24f8cf7f04eb76	Peru	country	mapped	MAP_TO_ADMIN0	PER	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	1		Peru is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:7f69649ad70496d441a62f0f196b1c3283572f2c64f7b1b9cbc3939dac388958	Poland	7f69649ad70496d441a62f0f196b1c3283572f2c64f7b1b9cbc3939dac388958	SPTGEO:f59f70d97d216d02dbaec94c9e13978a108d67b162036c4311e5f4f121464ca4	Poland	country	mapped	MAP_TO_ADMIN0	POL	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	99		Poland is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:f9b2646a0fe6fac2de933b158de9c4f8e0f52b4d70860a8a18abbf0be6560402	Port-au-Prince, Haiti	f9b2646a0fe6fac2de933b158de9c4f8e0f52b4d70860a8a18abbf0be6560402	SPTGEO:828cd1a771076bdd0d689d8eccce4dd8b9a44b589975248f53021b7182ea9a98	Port-au-Prince, Haiti	subnational	aggregate_only	AGGREGATE_WITHOUT_POINT			false	true	NO_POINT_AGGREGATE_ONLY	false	false	false	1	No evidence-backed subnational geometry or representative point is present in the frozen release; retain as an aggregate-only row.	Port-au-Prince, Haiti has no governed subnational geometry or evidence-backed point in v1 and remains visible without a map position.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:4c7de2c3da6dc0ae8f9d13b107718a913859359bd30166d077c867577953865d	Portugal	4c7de2c3da6dc0ae8f9d13b107718a913859359bd30166d077c867577953865d	SPTGEO:f7a1e0543e00af2f825804ce4640dc1e8831d57ddb0e86eed6cf066fe4ff835e	Portugal	country	mapped	MAP_TO_ADMIN0	PRT	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	36		Portugal is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:d9aa43ead5f13974c86492cec6a4fd132cf312eb93c2255c4feb11e278485bc0	Puerto Rico	d9aa43ead5f13974c86492cec6a4fd132cf312eb93c2255c4feb11e278485bc0	SPTGEO:51268f609ed188f7ccefc97d4985d4869b1b071750f50019e36193884475e521	Puerto Rico	territory	mapped	MAP_TO_MAP_UNIT	PRI	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	1	Mapped to the explicitly reviewed Natural Earth map unit; no object coordinate is asserted.	Puerto Rico is an explicitly reviewed territory/map-unit label mapped to its pinned Natural Earth unit.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:ea23726dd0fd4e4dd85eb695843fcdd3b6928ab5561fa959f1523bd36bb613fe	Romania	ea23726dd0fd4e4dd85eb695843fcdd3b6928ab5561fa959f1523bd36bb613fe	SPTGEO:8fe4f8429e5b9368e2e0f798bc3df022d89d3f5c4be0a6ca216e390eca4be679	Romania	country	mapped	MAP_TO_ADMIN0	ROU	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	18		Romania is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:33a3d8ed92b0709ba525369922e5138756c43abbf7e05edfcf02d3e0fd645c02	Russia	33a3d8ed92b0709ba525369922e5138756c43abbf7e05edfcf02d3e0fd645c02	SPTGEO:48f4e0fe74ed341a1562a77b83d9144c45eceeed26cc56fb8a817da6e011f0e8	Russia	country	mapped	MAP_TO_ADMIN0	RUS	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	231		Russia is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:0ea781cd42b6d5480bb32fd75227f7e3545eafb3cf50fd37a773864508983a81	Samoa	0ea781cd42b6d5480bb32fd75227f7e3545eafb3cf50fd37a773864508983a81	SPTGEO:4eedae6e82245819a7ae835d7642c804805788c7789306cd2a8d06b46e3600cb	Samoa	country	mapped	MAP_TO_ADMIN0	WSM	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	8		Samoa is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:e8739c839576f7acbf1f190c8ac6b69e9bb11dda266a624abf1523460ac28106	Serbia	e8739c839576f7acbf1f190c8ac6b69e9bb11dda266a624abf1523460ac28106	SPTGEO:db9d56b7eca38425a0a0dba8f3f6873c038944e3e68b0095ee2c877827048289	Serbia	country	mapped	MAP_TO_ADMIN0	SRB	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	1		Serbia is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:c96dd81db196cca5f57bd4270bbb9d9e9d1b242d67f9364005ee1dfdc2632523	Singapore	c96dd81db196cca5f57bd4270bbb9d9e9d1b242d67f9364005ee1dfdc2632523	SPTGEO:63e9c9008c0cda117bd6cc7f9717653d53fae2fac562840728d3a6ff52f3fcf1	Singapore	country	mapped	MAP_TO_ADMIN0	SGP	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	1		Singapore is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:cff4c58de0baa1005e4b62c7330f70e34bb3cc4380d0023508f0b495e7b27ecc	Solomon Islands	cff4c58de0baa1005e4b62c7330f70e34bb3cc4380d0023508f0b495e7b27ecc	SPTGEO:e945e1fc6af3329a6ad5d6df926d0d0433af60e3264fb9a36ce85cee7b4240af	Solomon Islands	country	mapped	MAP_TO_ADMIN0	SLB	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	13		Solomon Islands is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:3e049d78d958038ac6bd5dcf038075cc73362b4956aaf7308c3a69c8eca76297	South Africa	3e049d78d958038ac6bd5dcf038075cc73362b4956aaf7308c3a69c8eca76297	SPTGEO:64aa6e6ea5220958106e57404aca07b64a3d09f21e06c9b2d845d1056073b6f0	South Africa	country	mapped	MAP_TO_ADMIN0	ZAF	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	36		South Africa is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228	Spain	8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228	SPTGEO:c6a9e1434afffd226f03c1bc63d20249b7ac78e513d088a284fa6982ef3c626f	Spain	country	mapped	MAP_TO_ADMIN0	ESP	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	10		Spain is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:853637136575897a73cba3c5fb085e8c8a2627df22983d2bbe9ff158d11351b4	Sweden	853637136575897a73cba3c5fb085e8c8a2627df22983d2bbe9ff158d11351b4	SPTGEO:ffb19cc3b67d7e25234a2f2e209e691555077023fadac675d95d24ff8a11d656	Sweden	country	mapped	MAP_TO_ADMIN0	SWE	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	58		Sweden is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:2275583196d791405892aaca0d87743c872f3fc0cf3308a6c3ef82528918aa8a	Switzerland	2275583196d791405892aaca0d87743c872f3fc0cf3308a6c3ef82528918aa8a	SPTGEO:6bf87c5a8e9b90c22ca1470d349dd8a27908229cb65349bc0d4c2ab3cef770b6	Switzerland	country	mapped	MAP_TO_ADMIN0	CHE	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	96		Switzerland is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:cf6ac29be1f71a0153bb4042354bc8b19c237744be460c0a43ba52eec1eca3fe	Syria	cf6ac29be1f71a0153bb4042354bc8b19c237744be460c0a43ba52eec1eca3fe	SPTGEO:08ca4dfbb294b534556f221c4713703939b435038fe202af145301e83996a952	Syria	country	mapped	MAP_TO_ADMIN0	SYR	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	1		Syria is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:6e49e65081b2bcb5a54e6a6a74086f42949ddf388d516ce7eb0dad7d95e80ceb	Thailand	6e49e65081b2bcb5a54e6a6a74086f42949ddf388d516ce7eb0dad7d95e80ceb	SPTGEO:0302c0f8fde160e15d66f19149b13889a7106637209f452e33fe41383ac44a7d	Thailand	country	mapped	MAP_TO_ADMIN0	THA	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	6		Thailand is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:39fc1503a769cae7680cecd054e8614fdb210084bfa41780bee6d058021da838	Tokelau	39fc1503a769cae7680cecd054e8614fdb210084bfa41780bee6d058021da838	SPTGEO:5a8be824027bd87c00d7cdbbe910b38a8e53efa687bcca5f4384ead5d035d541	Tokelau	territory	unmapped	DISPLAY_UNMAPPED			false	true	NO_POINT_AGGREGATE_ONLY	false	false	false	1	The pinned Natural Earth 50m artifact has no matching governed map-unit geometry; retain the record in explicit unmapped counts without inventing a point or parent-country substitute.	Tokelau has no matching feature in the pinned Natural Earth 50m artifact and remains visibly unmapped without a parent-country substitution.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:310bc325097977730002bcdfe4c09bb1e62d26f4b90eb63645e8dc6ccbde1370	Tonga	310bc325097977730002bcdfe4c09bb1e62d26f4b90eb63645e8dc6ccbde1370	SPTGEO:420f83634b1a78aea124e40c2cf5af00554532c6ae4da7bfbf3d065b9f031e5e	Tonga	country	mapped	MAP_TO_ADMIN0	TON	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	7		Tonga is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:07c67d76ef92ac9853588e098983fefba4ba5965f8fec95f42ab0d04c27865ba	Turkey	07c67d76ef92ac9853588e098983fefba4ba5965f8fec95f42ab0d04c27865ba	SPTGEO:2a9d66d92e756c747118baa7436ad788121f07b6e99b653bbccd9db32c566fc3	Turkey	country	mapped	MAP_TO_ADMIN0	TUR	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	30		Turkey is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:30b1ff9aeeeba16abd664c7622650fdebba7dd8db241d4dd2941956164a6ab39	Tuvalu	30b1ff9aeeeba16abd664c7622650fdebba7dd8db241d4dd2941956164a6ab39	SPTGEO:f811e864888a74af0633c8dd66389d7134157b46ff46684f6bffb4f2f4056149	Tuvalu	country	mapped	MAP_TO_ADMIN0	TUV	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	2		Tuvalu is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:580eedc669f3b989d0a0be1988b583af29a45a9edf5ca8375c36818d2c44ee4a	Ukraine	580eedc669f3b989d0a0be1988b583af29a45a9edf5ca8375c36818d2c44ee4a	SPTGEO:39807c984138033ff3386bdf4042262bb41c6f9f50eb7509696df4f8894ff7ad	Ukraine	country	mapped	MAP_TO_ADMIN0	UKR	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	10		Ukraine is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
sha256:8d23a6e37e0a6431a8f1b43a91026dcff51170a89a6512ff098eaa56a4d5fb19	United Kingdom	8d23a6e37e0a6431a8f1b43a91026dcff51170a89a6512ff098eaa56a4d5fb19	SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01	United Kingdom	country	mapped	MAP_TO_ADMIN0	GBR	natural-earth-admin0-countries-5.1.1-50m	true	true	GEOMETRY_DERIVED_AGGREGATE_ANCHOR	false	false	false	3214		United Kingdom is an explicitly reviewed country-level label mapped to one pinned Natural Earth Admin-0 geometry.	REVIEWED_EXPLICIT	spacetime-geography-governance-v1
