scope	path	tracked_status	ignored_status	size_bytes	mtime_utc	mime_or_signature	source_owner	authority_role	recovery_reference	classification	reason	proposed_action	duplicate_group	content_identity_basis	sha256_if_confirmed_candidate	deletion_risk
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170312.json	UNTRACKED	NO	4848	2026-07-30T00:42:14.309201Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1201	3b825d76ab5f50e771f0aa6d33d9b2936dd2623007c47462073b6a7b9e56d69b	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170313.json	UNTRACKED	NO	4866	2026-07-30T00:42:14.283224Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0717	089d1cf013485856aaf0bed428b226e0c138ef00a2916fc382b27853beed9596	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170317.json	UNTRACKED	NO	4791	2026-07-30T00:42:14.591689Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1215	c045745d3db989d8d164a7e222b77cfc7b1737435a248f03353298e494cb18ac	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170318.json	UNTRACKED	NO	4810	2026-07-30T00:42:14.703794Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete				CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170319.json	UNTRACKED	NO	4895	2026-07-30T00:42:14.767083Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0369	fb810a25ab5a9f95530eb52f765908fef8d32268f11c82275d043e25ce71f3f4	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170320.json	UNTRACKED	NO	4878	2026-07-30T00:42:14.860245Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0157	4d63aafdc73994abef0336c3f49a6220655f8e4457a900f2770cc4dd98b04342	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170324.json	UNTRACKED	NO	5620	2026-07-30T00:42:14.787651Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0171	172034256c109549572bf7633868b5bc867e26dec267bd7bf987728b84d279e5	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170343.json	UNTRACKED	NO	4986	2026-07-30T00:42:14.787541Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0691	8c06419d0976c02546896473013d4b34282248a2bdb63a4789e85e3c2ef4ee81	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170362.json	UNTRACKED	NO	5016	2026-07-30T00:42:14.843393Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0210	7b6f2f57b35ff916c0020077e2e57984bb4c85e6fbadc3c71046a2cba9bdff57	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170363.json	UNTRACKED	NO	5018	2026-07-30T00:42:14.873663Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0683	4d7de5cf1ce724f00668645a6d67aa9a8e41e77e2f9f007e5b9736f487f88102	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170364.json	UNTRACKED	NO	4980	2026-07-30T00:42:14.881041Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1167	b900b8b2c602b6daabd5283869a7ca0e2d9d31d71180a4e08b269debb6cb1901	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170365.json	UNTRACKED	NO	5016	2026-07-30T00:42:15.043384Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0210	4b300bace91d3bbee5529e2b8bc6128f5cf947480171a1034a8ebce0b143c0c7	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170366.json	UNTRACKED	NO	5082	2026-07-30T00:42:15.063968Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1138	7049c6c80e1b18bc04a72bbf28c0f03cdac2b26ca9d32339a843ea26ee4019f0	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170367.json	UNTRACKED	NO	4879	2026-07-30T00:42:15.129790Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1194	d1c568eda3930bf6eaa9c9d1ad08b08a33fcff78485e55adcb4def00ec732be7	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170368.json	UNTRACKED	NO	4885	2026-07-30T00:42:15.132168Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0371	fd6cec2316ac4d666520f8f655b243e0b7678d9266e0523ef5cf7194ab6f11fb	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170369.json	UNTRACKED	NO	4911	2026-07-30T00:42:15.137820Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1190	df67434d6a74157becd1ce30570d74df825014cfafb1bdff0b665a7fb7be93f4	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170371.json	UNTRACKED	NO	4905	2026-07-30T00:42:15.461164Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0226	93aabcd77ff633d81bcac09357a45f8b3c992420f06520104c14fc32a59cbfe9	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170378.json	UNTRACKED	NO	4893	2026-07-30T00:42:15.587507Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0709	e5d47db291232a6b4f485c1b49dc8d11a1fede2659fa8b0f9eafb3734bbf384b	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170379.json	UNTRACKED	NO	4926	2026-07-30T00:42:15.674568Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0360	596065a1242b0d01d5d37d6c16fbc53703623e1f7f85b5670c606eded6b608ac	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170380.json	UNTRACKED	NO	4922	2026-07-30T00:42:15.711672Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1182	b2d5e56b96874dba9697628d9a29fe7b34c88a73b55a31a7275f930bbe689e75	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170381.json	UNTRACKED	NO	4916	2026-07-30T00:42:15.639291Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1186	0775c8bf77e27b14532b56302dce11ae905f3bf461d2253f4800168527233752	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170382.json	UNTRACKED	NO	4881	2026-07-30T00:42:15.690151Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0713	d31003483a80aab23bc7fb94b48371f7a836a78b750efe6a1ab8ace95094d185	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170384.json	UNTRACKED	NO	4932	2026-07-30T00:42:15.707301Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0359	6ad49f427993f8ee2a3e2821aa538fa747409802720b987f85fa5ab2b2cd15dd	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170385.json	UNTRACKED	NO	4855	2026-07-30T00:42:15.869473Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete				CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170386.json	UNTRACKED	NO	4857	2026-07-30T00:42:15.758058Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0237	9dcb315120454511e227e987c391fc1f84b0c6d243f8efe58e4c62fb250219aa	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170388.json	UNTRACKED	NO	4814	2026-07-30T00:42:15.926691Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1212	9b6ff39aba7731a46571815543549ffac261741f4df78df83cbe034c006e74d8	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170389.json	UNTRACKED	NO	4900	2026-07-30T00:42:15.890382Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0367	5e7a97466d0fc250c27c66538aedcf574ec5df45f5f6fcedb4466d8b4fededc5	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170390.json	UNTRACKED	NO	4895	2026-07-30T00:42:16.095380Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0369	ff7c5d80afde68d62ac141a7907305c3d8db27550659c08bf5d40bd32a0353b0	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170391.json	UNTRACKED	NO	4895	2026-07-30T00:42:16.057486Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0369	3d453a282031c3f5e992a32c59b92a2c1e1bf84e30ea59ea1d687f3aee2eb973	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170392.json	UNTRACKED	NO	5057	2026-07-30T00:42:16.101477Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0667	63bfa92f623cd1a76a84824959ea2ffadd2401e6aa0242cde19db7b33edc6748	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170393.json	UNTRACKED	NO	5043	2026-07-30T00:42:16.407519Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1150	5a5b67eff4aed85ef1d9fc4c0ff8ea57fffaf833201ce0528fb6fa2f2e95599e	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170396.json	UNTRACKED	NO	4983	2026-07-30T00:42:16.407498Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0693	9f1f0c89cf9c29f24ce1afe6e290c953fdc450053ff460faeea3c99882148fa1	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170400.json	UNTRACKED	NO	4963	2026-07-30T00:42:16.460096Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0696	1aeab6181811c69a442b40703be9995ba12244982954e1e36a8c4739959b8473	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170401.json	UNTRACKED	NO	4968	2026-07-30T00:42:16.591926Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1171	430a3105978313d0a6f8c985046f2959ee29973d2da1237159c5e15c3964178b	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170402.json	UNTRACKED	NO	4703	2026-07-30T00:42:16.578789Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1220	1db682f8bee84e90e87d3a11dd6a5b3f9ad01dc807a17f6754600d8df867c09d	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170403.json	UNTRACKED	NO	4969	2026-07-30T00:42:16.530883Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0216	f33083ba12d9819ffa094db648cc280f2651db84192ebd44e8eeea8488e6d06d	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170404.json	UNTRACKED	NO	4966	2026-07-30T00:42:16.576612Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0355	9eb13241f36736bdb61226d5e54d410045054ba210bc513f0e88493b40832328	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170405.json	UNTRACKED	NO	4992	2026-07-30T00:42:16.594171Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0687	de86112785898a9f2cdddda32b481efcbcc2ebf351dd90ea29adb1979df5c064	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170406.json	UNTRACKED	NO	5046	2026-07-30T00:42:16.689688Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0674	4b14ab27159af3cdcf782837d6bd75834f5b8d03aebfceb9109d0f75ddfd67eb	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170410.json	UNTRACKED	NO	5003	2026-07-30T00:42:16.765168Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0211	9c755fb3670a857d264f725e5be07d61efcfeec3b873dc9bb8dc45ba0a40a131	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170411.json	UNTRACKED	NO	4949	2026-07-30T00:42:16.811991Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0698	82ba60f9404049ed42a581a1bbd5cff49e7bea1f73c18905c2536f8da5cc6adb	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170413.json	UNTRACKED	NO	5005	2026-07-30T00:42:16.965646Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0347	73a719ec016ff36925ca996bcc28a6c279e38907a98035df915118f94d81269d	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170414.json	UNTRACKED	NO	5004	2026-07-30T00:42:16.957013Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1161	ca652318940bb673676ee95afdaaa6f5eae346731769de905e427d13731a7c25	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170415.json	UNTRACKED	NO	4945	2026-07-30T00:42:17.010232Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-1176	97b7dc93852f876bf4a7d7d3f343588f99a4e89ec8999c10c410f4b1e99e4bd4	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170416.json	UNTRACKED	NO	4932	2026-07-30T00:42:17.298401Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0359	532ff3aa8f93a23779e12b523712509f0504781cc4bc57a74dfc00119de3e2f0	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170417.json	UNTRACKED	NO	5005	2026-07-30T00:42:17.329662Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0347	543ebf815e6ae5ca48dcc253c26b6874a8b951ef2e1747c568cb9be776e1db70	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170419.json	UNTRACKED	NO	5088	2026-07-30T00:42:17.278807Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0208	6af6d295ae808a5bc717e80a600831e520af3902c1ae4ba7d8b5bab9da1b4dad	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170420.json	UNTRACKED	NO	5088	2026-07-30T00:42:17.439051Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0208	f9995f4f678c3b8fdfd361cf182a64099bd81a3213fe1da98126b19bc52c1231	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170421.json	UNTRACKED	NO	4905	2026-07-30T00:42:17.571644Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0226	8a5554a5b89fa9ef48e2ae4689f1023d1f8853b6313e824063797627f049f3f6	CRITICAL
PROTECTED_DIRTY_MAIN	data/capture_batch_trace_enrich_vam_existing_2026_v1_raw/O1170423.json	UNTRACKED	NO	4927	2026-07-30T00:42:17.493503Z	extension:application/json	legacy capture/research owner	UNTRACKED_RAW_OR_RESEARCH_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	capture/result may be sole provenance evidence	manifest into a controlled archive; never pattern-delete		SHA-256 distinct within SIZECAND-0704	1aef1d6ea8041e20e9883dd3afabd1ed62bb3b75a2cd0c8085702e841cc4c788	CRITICAL
