export_variant_id	state_id	state_hash	category_entry_id	composition_id	seed_id	export_preset	theme_token_set	width	height	semantic_hash	state_presentation_hash	export_presentation_hash	manifest_validated	png_rendered	png_validated	png_replay_match
TEV2-10f348e7a42fde09bc7b8c2d	R16A-STATE-BC43D28F9322CB0A21A94742	bc43d28f9322cb0a21a94742fb6d87be0cf0f72bc507744723100516c73f3369	R16A-ENTRY-7EDC285F24607D60BEA4	R16A-PCOMP-279AE0B5A4BD3D62E728	R16A-SEED-1F4093B5D049C7E72E19	portrait_card	neutral-v1	1080	1620	273f91a3099eba547c2532c1aa38c8bd482ee190d1b105411911326c1c0d3c8a	40ca3aed36b11111094bcaa00af71a0eb800d744a94ae14e4397357554737310	10f348e7a42fde09bc7b8c2de068ed480ff364b6652043984968dddeba355902	false	false	false	false
TEV2-10f80795a7bbbe373efa9873	R16A-STATE-BC0D6FF6E2CE910A2A774629	bc0d6ff6e2ce910a2a7746297c9ca2375296813c178c0f443585b5fd0295a373	R16A-ENTRY-9BFF07A47538126EA0E2	R16A-PCOMP-B88F606C91EA118DF996	R16A-SEED-CB11AD83DDCE3836D1ED	portrait_card	neutral-contrast-v1	1080	1620	d2ad87d542521bf69e74a2936912a876032d6761c628623707c1b9f4557ce1e1	960b0c4802a1e2b3243447678b63388511d1641f42007d9b5b8604b0fbf636db	10f80795a7bbbe373efa9873bad51b06243410484c4161b17437a0ecf374e229	false	false	false	false
TEV2-10fb81d7f908c9cfd3814422	R16A-STATE-1F560744CE9280E632572E05	1f560744ce9280e632572e05ae72bc8b16b748e065df7fec3c9699228185c66e	R16A-ENTRY-4BFE43E2A3DE9957FB93	R16A-PCOMP-3208DA8095A09ACED7B8	R16A-SEED-43232EB89BDF38C32988	portrait_card	neutral-contrast-v1	1080	1620	efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73	4fcd7c836b6b7bc93f564c75f8df82d713d81f82ec279a2a14a66c1bf8fbdf03	10fb81d7f908c9cfd381442299df82a4cd6d8dee527d3442ae6f3cf66170ac6d	false	false	false	false
TEV2-10ff6123bbb51792370c4201	R16A-STATE-9B76DC0C8BEB22FEF3CE5D9E	9b76dc0c8beb22fef3ce5d9e081d5263ecc8191e3960c31a8531a6cacc0cdea5	R16A-ENTRY-666718734C6948B5C92F	R16A-PCOMP-CA4FBF62D5331DFD039B	R16A-SEED-7C2763D837F2B6A31DC3	portrait_card	neutral-v1	1080	1620	a9cea84a924f16506376525087b66e40abb59b2fcfb7a9bf93bea0c01786a82d	2ac774e6ed6e42d28f4aed0a88afb4f40e5318c38caa18deb14b703d2bba5f77	10ff6123bbb51792370c4201e573d257f241c739dcbfcaa2f101fb273b347788	false	false	false	false
TEV2-11047ee8f052e0582cb24694	R16A-STATE-A44E147B397A9E6D42D31F9B	a44e147b397a9e6d42d31f9b338a3e44aab83b4826b79f4527bc9f2c8bd4d778	R16A-ENTRY-62192DD170EB39DE1963	R16A-PCOMP-160A6C7CA89D64FFE252	R16A-SEED-160C5D60FCA390968BC0	portrait_card	neutral-contrast-v1	1080	1620	b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c	2c06034859667db9ca28e105f956b09ad23fbfa3850362bccbc6d3cb5dc26fa0	11047ee8f052e0582cb24694c108ededf1935fa4ec5697ffd608bdcb963c2c7a	false	false	false	false
TEV2-110593540aae32af391ddfe7	R16A-STATE-A4FC9F813F151EE07216B8B0	a4fc9f813f151ee07216b8b0eab93b25844a6fa9b51befce623a76756e24428e	R16A-ENTRY-1E4A3BE36F4CFF335A70	R16A-PCOMP-1ED3A4B1C37BA32AA5E1	R16A-SEED-410F8C83D0DD0A3AF8C5	portrait_card	neutral-v1	1080	1620	2b3b8d7c5af03b42652bbbaa4fc47fe1c2f88e4408a9f030bfd11d1a1cbf1616	ac0e9816fc890ee96e6bfac743a3482de476cde4bc6b6a6f46c7f950150d9749	110593540aae32af391ddfe799d3f771ca627d6b2c7b605e7778aa8f6cf6de46	false	false	false	false
TEV2-1109411a27505e79a18c86f7	R16A-STATE-2EABC300FA171E63F19BA6BF	2eabc300fa171e63f19ba6bfaef692cb5828642ba47fc493202d4aed1aa4d42b	R16A-ENTRY-36C7B54A958A5E163D77	R16A-PCOMP-2022D6D38C3E8D946120	R16A-SEED-FEC1B488FA1E3AAC87E6	portrait_card	neutral-v1	1080	1620	55cc88b59bc566f8befee38aa59f230be102a2e25c4db4950cb8b7c70d93c215	fb395b951f772860d57738a1e9d42a53d22c9b896317e767d8a2e94601725e2c	1109411a27505e79a18c86f75e0c095baad667e07d5afdc82a0877e932b2a36d	false	false	false	false
TEV2-110c17c694f6bd98e88f563f	R16A-STATE-2894D41CDCEEDC770B48985A	2894d41cdceedc770b48985a0ee0b898ec353e20b2c00fb13433d4a7aebd8e27	R16A-ENTRY-62192DD170EB39DE1963	R16A-PCOMP-E56A8C78C1B3E19CD64A	R16A-SEED-FF88F7B88B8674198E27	portrait_card	neutral-contrast-v1	1080	1620	b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c	06e206230f8e943b77f273765d2d4260dbbd48a5c6971ae374a2ada771508d5a	110c17c694f6bd98e88f563ffeae768df6f89f2e8d1de0ecde5a85b92767a3a0	false	false	false	false
TEV2-11161e7d8214405dc489e7bc	R16A-STATE-9AA4227C7AFF99176AA7800C	9aa4227c7aff99176aa7800c96df5f1c7261d90d6d587f8535d4df3adbb1417a	R16A-ENTRY-83E5BCDE4DF04E69528B	R16A-PCOMP-771B5DC30E644811BA72	R16A-SEED-22C9600E2825D219E5D5	portrait_card	neutral-contrast-v1	1080	1620	f121bca3c83a91f050e02b84571e0bdb64686bf4cb58bd206625bcf3f9a86c61	418c10c1628dbf0b0dd4d7c053a90cb78e02f93523f94f5bc4f1eb321dc40354	11161e7d8214405dc489e7bcf45cd28c588f49e71d021a0859c07357097b6948	false	false	false	false
TEV2-111ccbe95cb44b13e68bc1d9	R16A-STATE-CB46E226331D80A02C0F95FD	cb46e226331d80a02c0f95fd71a47da541714ef68d925b68bf46ba26d7a33a0c	R16A-ENTRY-AEDF413DE2F27AA8FE03	R16A-PCOMP-837436F8392820809D98	R16A-SEED-2BFB100BB2F6534A2DF4	portrait_card	neutral-contrast-v1	1080	1620	af321464ee819f9787a4ce95f599ae72d80bf7d3e5ed6b08b614ec42f0d89a51	68f5b68fab5445c20316160e55327330fe10aa1f4336db97dd51af2767b95807	111ccbe95cb44b13e68bc1d97b4b08fba53306fac84d98c916100bbf88b87e52	false	false	false	false
TEV2-1120391f69514645f5466864	R16A-STATE-FE4EE2AB7E03D10FE71C27F4	fe4ee2ab7e03d10fe71c27f4d7553dd28b60ab5476c057fcd7e6b095f82e2442	R16A-ENTRY-DCBCD4680AD1D43F8C27	R16A-PCOMP-F63F29CDC6FA953855B1	R16A-SEED-D9CC3FB91791C37F5425	portrait_card	neutral-contrast-v1	1080	1620	a355f81b3cce64f6ce4078b1a44f249b4083ff889eacc095d24531ee972e0a69	2d89da14e2a8176740fa005a26d3fd778325beb07cf30152982536b29f1811c8	1120391f69514645f54668645320b04bc2b9ce511648126288026b9a3ec4f7c8	false	false	false	false
TEV2-113ddaf2903289f9b2d9188c	R16A-STATE-EA02D7B57A80ECC0DED1A90E	ea02d7b57a80ecc0ded1a90eb86f5afa0d759ef05914b173c23de420ef711367	R16A-ENTRY-1D7017FE8F52F80A5CB0	R16A-PCOMP-5A55C3636BF464793711	R16A-SEED-5FA23BDA68282517FC59	portrait_card	neutral-contrast-v1	1080	1620	148beccbebca23c546243b992ccbfda310f49bac8d56b595be8f8dfafc68451e	bafa3d180a5182fb38aa390e46b9f49829cebbea1a008059bc2a310551eb2932	113ddaf2903289f9b2d9188c6d319f7b6ec4622909f0c8da189f72041fd032b2	false	false	false	false
TEV2-1140f3041ef6a4abb642c5cb	R16A-STATE-D93AE07F83446B19E43FF832	d93ae07f83446b19e43ff832472fbd0be540fcab9d16a8a0a46b306107f89ec0	R16A-ENTRY-BBDF1E0FB4DFD49A58BD	R16A-PCOMP-FDFBBDCACA7F524B636D	R16A-SEED-4929AB6F04125FB7B1DC	portrait_card	neutral-v1	1080	1620	e02892b8f8833e943c761aff283c866af3d37fdc75e7cfc13fffe994f5ba0754	48476da4077d63781ec5121f45653deceb84eb523c2215bde20704ecc14804bb	1140f3041ef6a4abb642c5cb66fb73c0b7c1276ba5356a7d658d9b5b3d44b833	false	false	false	false
TEV2-1144f8dd0c7526bfca904843	R16A-STATE-791E82AFAC970BC79E598494	791e82afac970bc79e598494d46aa134f6b7e9277950cb9b0a4e1a70e77502a9	R16A-ENTRY-E3E7F7FE5935F715005D	R16A-PCOMP-F567D0C892E22A989B48	R16A-SEED-B4DB1DB383E5BD215484	portrait_card	neutral-v1	1080	1620	cb5bb3359e0f1d9f8a156b42cfcc5f4888a28dd1b1b6833413c4e786ebdf2b61	c85179997a82cecf689b27456b2e6e688acb3a9cb6fbff7e7121d496437a0bc0	1144f8dd0c7526bfca904843c6a74cef84ad3b1a9444ae6837d514bfb5302a72	false	false	false	false
TEV2-11498e0e8c09a352ab7f4726	R16A-STATE-B5A373A10CB85777F1051B12	b5a373a10cb85777f1051b1247759b771b8005138a05ff042ee75f30b420890a	R16A-ENTRY-A66B2555C5B3B9098145	R16A-PCOMP-53C946421D66B19B34DF	R16A-SEED-B5A2048A179DBA41ACB7	portrait_card	neutral-contrast-v1	1080	1620	dca1be6c1fa5a4c9210a11ec74bace764a95f9e24ff4152578a5b1485d25b948	79489436a13d514a90b36d25e04a35ee6308ed9c31562868df46d0af07ae1a9b	11498e0e8c09a352ab7f472611f4190b02c50e31fc69b7728381c525df8ec7bf	false	false	false	false
TEV2-114bb324215ee41d91b75a4a	R16A-STATE-FD50AF28F8FE49B3EF44F487	fd50af28f8fe49b3ef44f487c709fdb9e02c6ac852a68d5f78201dc698b0820d	R16A-ENTRY-9BFF07A47538126EA0E2	R16A-PCOMP-CF9A7035F4902CC42E5A	R16A-SEED-8E2796428AC34D8B1551	portrait_card	neutral-v1	1080	1620	d2ad87d542521bf69e74a2936912a876032d6761c628623707c1b9f4557ce1e1	15c7c8c68b042fcaa7d646ffc1df1bffef5d597fc8393b9a887e9b5efb9b1240	114bb324215ee41d91b75a4a07e905351af187b65618bf49eed6e028150266cf	false	false	false	false
TEV2-114c7cefcd5a9113f7964d59	R16A-STATE-3A9461C1B605E86F3054542E	3a9461c1b605e86f3054542e5b0cc92295dd315061b53f1761e3f2aba6e45289	R16A-ENTRY-62192DD170EB39DE1963	R16A-PCOMP-01337105A2F4C3333242	R16A-SEED-F868AEA9F124B13D73AD	portrait_card	neutral-v1	1080	1620	b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c	2297bfb7972a22537d82beef363fb1b00f4face192743056bc6f5bb3e45e3a73	114c7cefcd5a9113f7964d59b3799e7dd87ff79611be137e19e0b43ce975aa14	false	false	false	false
TEV2-114e5f13ee0d52a72364b9d4	R16A-STATE-CDCE8BDAB439FD61A3AFDC1F	cdce8bdab439fd61a3afdc1f12cbf57346f7f2b0acc93ce2a69422f52c516312	R16A-ENTRY-87BBEAB21D8FF1DF05A0	R16A-PCOMP-4A0597146840E87A03DC	R16A-SEED-86E1309FD47F34125F1C	portrait_card	neutral-v1	1080	1620	1aa970274e9fb3eaf4f94d98b4fcff2f31cae48f8a4074effbd75e98b6014735	d840176fb10839f44bfb683abfd92e0ff1122e1be42769444993d46346bd5fe6	114e5f13ee0d52a72364b9d4e79b676adb6c28e0d218c1ad6312fddfad6c5e62	false	false	false	false
TEV2-1162236e2f4c301ca69831b4	R16A-STATE-92FBEB4CC7F87BC78D24B1DD	92fbeb4cc7f87bc78d24b1dddcf462292a91b2b95423b598dfbe1aae08ac1f80	R16A-ENTRY-89D363CFA845AC8DCB9B	R16A-PCOMP-E176E44A6D418733CD45	R16A-SEED-23C1B3EBB40AE6D4B460	portrait_card	neutral-v1	1080	1620	3bb31598d844265bbb494ad432cdc02fed1533116360d09de628649b9a0d30ae	4474016b483301cfed787f0695a3a38640e3c9b9a632afc53a2cb96732ce3fa9	1162236e2f4c301ca69831b4ce208c0900e32d2fe3e769d93728107edebfc0ca	false	false	false	false
TEV2-116e3fa0b30dd9d0c21c5839	R16A-STATE-C40CAB29D16C5114822D52D1	c40cab29d16c5114822d52d1dfc321a433131704eabdc8dc76afb01b812cf8c1	R16A-ENTRY-34FE968144746CDA094A	R16A-PCOMP-AAFBB9C4518A72E53307	R16A-SEED-C3CC2CBD63E086FA5E98	portrait_card	neutral-contrast-v1	1080	1620	e9ba47b78852a848d1899ecad76c2e05c0b91d4cc39f1adfd729bb5fec0bb09d	47a1edbaec13d69fdc1df29736cdd3ca6f2bb23170de9c98e3b153bc2e8bc8c4	116e3fa0b30dd9d0c21c583945e645a4fa354fba38a702a5da496b79c5624b57	false	false	false	false
TEV2-1184a9fa58e52070838ca9b3	R16A-STATE-CA8AFFA2F44F5EB6F6E7947B	ca8affa2f44f5eb6f6e7947b36b12752be21eeafd907d8186dd45a30dd7b2916	R16A-ENTRY-8E56DCCFD296100BB104	R16A-PCOMP-9B2E6A48F4613D381EB9	R16A-SEED-46FA918F3D1F1C13E29B	portrait_card	neutral-contrast-v1	1080	1620	3f3b003997bcecf3c10480822aae7f3e64a6108efc16df00318f87ba0b980e51	3ed4cdd95b952fb3ede94dd007481f2263b0175374869ffeb5e30f9e9b8e5cf8	1184a9fa58e52070838ca9b342efc4088ea9b6ca831299fafb904ca039c84a44	false	false	false	false
TEV2-118d9dbdec27bcbd67d5ffe8	R16A-STATE-EA7C73478512FABA59B6D41B	ea7c73478512faba59b6d41b5336a6b1f847604d89b44c7f1554670561bd50dd	R16A-ENTRY-49EFB16A742B1F13E7CC	R16A-PCOMP-0CA416B8A56B0BCCD5E4	R16A-SEED-6029728116DD5C9E0394	portrait_card	neutral-contrast-v1	1080	1620	6a0e215f1ff7924b4169681dce4e2cd4ed29eaff0192dc5733b9a532cbdac825	6648f059370458084e719f7aec509ee2e3ce894e131fae2f4caea459e0ddedbb	118d9dbdec27bcbd67d5ffe8a88e7d688bd5ee4c5b491ca0c83501b0272e1411	false	false	false	false
TEV2-1193a6de430d233a92f4dd7d	R16A-STATE-826F48435352E333B3FF6561	826f48435352e333b3ff656140c1f2ed4654cd8966c3000dca00a7eb1fef6ee4	R16A-ENTRY-9BFF07A47538126EA0E2	R16A-PCOMP-A602BB9F2DAB8F8483EB	R16A-SEED-51B032F87E2717172268	portrait_card	neutral-contrast-v1	1080	1620	d2ad87d542521bf69e74a2936912a876032d6761c628623707c1b9f4557ce1e1	d3aac6f5d73e06aa083357e121b76bb2d37cb050ecd753d2a784791fafcc3a7b	1193a6de430d233a92f4dd7df403be1b57140bb53aac0d05011168e8b2ac8958	false	false	false	false
TEV2-1193f9472232b3055a6e8bab	R16A-STATE-4A528310FB75B7D18CA98CA4	4a528310fb75b7d18ca98ca49a06621279d23fc6b608ee57d2e46c5194d1cd40	R16A-ENTRY-1DE2FF3D67B53BD7BBE5	R16A-PCOMP-A4BDE85A7EED89E9194D	R16A-SEED-454F211E9344171CE198	portrait_card	neutral-v1	1080	1620	1b6cf9621277bc103bb226c81abef7fb6b4137ec6d3e8e711d7447f126487297	0c15fc6e0a09cf01f93b31fa43a0993087bcce237256bcfaa8e9c0fa049e0936	1193f9472232b3055a6e8bab158f55edd261137bab1376a0e10919475dd19e56	false	false	false	false
TEV2-11953e58eef473bea8b66dd6	R16A-STATE-A4B877660D9132D78D667AD7	a4b877660d9132d78d667ad702cf59723f7905cff989bdd58d3cf2d5628526a3	R16A-ENTRY-AB7FCECC3E294B8FBF9D	R16A-PCOMP-B8776B46860254CE5167	R16A-SEED-08F5D232D5C75DD636B7	portrait_card	neutral-v1	1080	1620	c4354c80783d363d55e1d469ef5e25e9210fa3de4265749ec3ce53c4000dde6c	71bbd1a4fa71ebe9af0601babc6ea42576586185df36c64568425dde6649513f	11953e58eef473bea8b66dd658165ab244531428f08de79e6bcd214cc62c7184	false	false	false	false
TEV2-11b2452f56d6a361c42b7598	R16A-STATE-EE0714F8469F610C36A08B76	ee0714f8469f610c36a08b766a857506bfad4e512337a4efe93638433f7da375	R16A-ENTRY-9BFF07A47538126EA0E2	R16A-PCOMP-F2E9F3E76623F3718EF1	R16A-SEED-DE56B1B206845D50FF18	portrait_card	neutral-contrast-v1	1080	1620	d2ad87d542521bf69e74a2936912a876032d6761c628623707c1b9f4557ce1e1	657f05a31e64d08a4d2a40727478da0d070d4e2f74cd2bf791a1f5324900fae4	11b2452f56d6a361c42b75980668f00706f575eeb15db5323c1fbd62c33edb02	false	false	false	false
TEV2-11b412f662663fcc49c6486c	R16A-STATE-1DAD047C70CC16C6E8DC6CB4	1dad047c70cc16c6e8dc6cb48414c887b14ec77b33389e9853d2ca1fb4b9dac1	R16A-ENTRY-1E4A3BE36F4CFF335A70	R16A-PCOMP-1ED3A4B1C37BA32AA5E1	R16A-SEED-410F8C83D0DD0A3AF8C5	portrait_card	neutral-v1	1080	1620	2b3b8d7c5af03b42652bbbaa4fc47fe1c2f88e4408a9f030bfd11d1a1cbf1616	9540d83dfaf4d6d5845222f807f8c9cdd36be70357c6ef966f02495fb924c95b	11b412f662663fcc49c6486c4a29eae22d76b868c35764bce948bf07f3399f22	false	false	false	false
TEV2-11b519bb986a695c612dbb3b	R16A-STATE-A91C8AA354E6D685CF08DC7E	a91c8aa354e6d685cf08dc7e0ccd4bcb796891e388c51c4be4d48bc44a7f533f	R16A-ENTRY-4A1926332CA14C8BF6B4	R16A-PCOMP-0374D2B2AF8BCC1BB5B9	R16A-SEED-BE9757D7092061BF20B1	portrait_card	neutral-v1	1080	1620	324dbc743b547b1609c50601f609e58fa6407c52a37c6a847199ef7ed592c084	d2a1ad68a03a30463900d7e9ab8f17bfee2e3d6104f3abcc385f1b7433a4a6c6	11b519bb986a695c612dbb3bf9baf8e4f024384c9b66481900602a48ec701044	false	false	false	false
TEV2-11b78d7635f49eae6de66310	R16A-STATE-FD50AF28F8FE49B3EF44F487	fd50af28f8fe49b3ef44f487c709fdb9e02c6ac852a68d5f78201dc698b0820d	R16A-ENTRY-9BFF07A47538126EA0E2	R16A-PCOMP-CF9A7035F4902CC42E5A	R16A-SEED-8E2796428AC34D8B1551	portrait_card	neutral-contrast-v1	1080	1620	d2ad87d542521bf69e74a2936912a876032d6761c628623707c1b9f4557ce1e1	15c7c8c68b042fcaa7d646ffc1df1bffef5d597fc8393b9a887e9b5efb9b1240	11b78d7635f49eae6de663105302bcc58f3a87839a868b3302f3477e8fab0fd8	false	false	false	false
TEV2-11b80aaca1cdd8992d254bf3	R16A-STATE-DF1FDF97ACF44CBC972CF4B0	df1fdf97acf44cbc972cf4b06300801b05dca5c937574931dc5ba4cb4f4bacd6	R16A-ENTRY-9931A04C86743C7CD592	R16A-PCOMP-D9429E0AD31FC55E0F40	R16A-SEED-672638B68309F227AB10	portrait_card	neutral-contrast-v1	1080	1620	88db161ca6003a4b8fcf6ca19fd463af93a89eb078c1de645e795bbcc2740418	e13e3e5e51007b7386fdee5b4d74fa8c46724d4b633f945fa803fba644345004	11b80aaca1cdd8992d254bf33ce23ff0332a86f023c157fc385997f0a789473b	false	false	false	false
TEV2-11bb49b7c6f483f194a28387	R16A-STATE-02EACBA1D3F7C84F9B1CCCC1	02eacba1d3f7c84f9b1cccc13374d521d5fee061d0490c8196d7084dc92bb8bf	R16A-ENTRY-838873C85DA1094B688B	R16A-PCOMP-207796BB1106A9B1944D	R16A-SEED-90C09BACCECA40360BF8	portrait_card	neutral-contrast-v1	1080	1620	fed0fa6dc8137077c07fd609beaf6b05bf08f622be4ecd8e635cbf330d772951	1f9dc4a96a089359b6abdf9eaf3137a5804e00a299870b1b8f9047afdf136bf8	11bb49b7c6f483f194a283872d4e4b4759178251972c2683c9498e8b8a9eab3f	false	false	false	false
TEV2-11bc9a48b70dac3465313b38	R16A-STATE-05E1C0EA69488EDDD27C8736	05e1c0ea69488eddd27c87364be2dda7aab384f48eee2d3eed28604e6082dbc0	R16A-ENTRY-A66B2555C5B3B9098145	R16A-PCOMP-53C946421D66B19B34DF	R16A-SEED-B5A2048A179DBA41ACB7	portrait_card	neutral-v1	1080	1620	dca1be6c1fa5a4c9210a11ec74bace764a95f9e24ff4152578a5b1485d25b948	abc51a8bf0f290ac464a48b7a511f5315ce9a67e1d2b11375d9abf58b54e2258	11bc9a48b70dac3465313b3844b71b7bfbc342120c6f6dc56de5b0433129c0dc	false	false	false	false
TEV2-11c434831dd37f3dc6a7d95a	R16A-STATE-6555D135B24AF05A412E84E7	6555d135b24af05a412e84e7d4344d3490981f19aafa750351deaa6c69a18f83	R16A-ENTRY-C2891B6E634A555E9ACD	R16A-PCOMP-3F7A7C95533BFC98DCAD	R16A-SEED-189C41E914D9269DCCD8	portrait_card	neutral-contrast-v1	1080	1620	3926ffd6932d5c12323096d4b5cb87aedda93f39b1ce1d1a039ff686d131534f	c930b02ce5cbe9f9016156c3b437c676ec224c2a7fbd8d6e5128fc7417b703ae	11c434831dd37f3dc6a7d95a7498536aeaf4105c755e38bf5319b58ae4b9c96d	false	false	false	false
TEV2-11c84873d0da816151655d73	R16A-STATE-B77B210D3F8EAEBC9503B3BF	b77b210d3f8eaebc9503b3bf95f479a916c597af8c5021b8d81352a5694e1b43	R16A-ENTRY-00EB327D36E2183C445E	R16A-PCOMP-49B18C3B1129824BD8F1	R16A-SEED-393A9BBA668A344BB831	portrait_card	neutral-contrast-v1	1080	1620	f9d1b27dae9289782b551d7d4d2ba75f56e00c7879a3cbd236370f83053883f8	696201e91fa54f31d1750737bb7fcd32066813a6f7b027861313af03e8f57bfd	11c84873d0da816151655d73e26ec2dbc0538fb8bb8e1ae1a7f17da148247967	false	false	false	false
TEV2-11d06ce2d6ff818f53d5e159	R16A-STATE-6E2EB409CE8A7BFEBF201B58	6e2eb409ce8a7bfebf201b586aaae5941239deced2123503cfeafd7fc213e741	R16A-ENTRY-EF8BD27CDE521536B350	R16A-PCOMP-CC5CE0DB07DCB0566D8A	R16A-SEED-DA2CDDBE2D057F3724F4	portrait_card	neutral-v1	1080	1620	66757a325d99cbd58b1470660843c11097249964345115ecd02ec0324e4d8c93	839ed6976f9682c6f783a7a921f79178a1745da9e9fb6e7c60370bcbfbeeab59	11d06ce2d6ff818f53d5e15922e497447f2c99493ab33f82861f705df5f969aa	false	false	false	false
TEV2-11d2eb5b69fbf009eedbb7b1	R16A-STATE-893FC25C7E135B7B8C0B8777	893fc25c7e135b7b8c0b87779ee7c56e1d8f93b149315818db6be935b9ab0098	R16A-ENTRY-581AD023EC2EBAE131E5	R16A-PCOMP-2282E2371F888C2ADA4D	R16A-SEED-EA3002CFA598B36A193B	portrait_card	neutral-contrast-v1	1080	1620	f9c253d359466b36ee1674f795faf1eb474975edf2d43815b50c0b8eb48c3bf9	74b9767421a32c31a012470834d72d16a5e23b4fdaf1e9086a3dc2582577aa61	11d2eb5b69fbf009eedbb7b1795988286c556a027d22767c2b8b5fc86a344b33	false	false	false	false
TEV2-11d659e7e23967a9456397f5	R16A-STATE-9979C5B61F969755621F6A3A	9979c5b61f969755621f6a3a29a72dd56cf0e6c1ef653b7bca6a819727ce3495	R16A-ENTRY-378B477BAD2CA5A0654A	R16A-PCOMP-82911CB46830539C8647	R16A-SEED-E1BEF21097CD6E8077BF	portrait_card	neutral-v1	1080	1620	aa88558e7d38bf883600d2c2ecc227cb0e2ce56abdd18a2ae453e7166c69f898	78cc3aaf4d94855547cf559a312f6d1d2b7ad73167e7d5d45899a422b5fdfbc3	11d659e7e23967a9456397f5dd8fc2f6e8d74ef9d8a461c2bac902fb574b2636	false	false	false	false
TEV2-11de76969105be1dc22dc210	R16A-STATE-17AA7131B9C7F78E6F839E87	17aa7131b9c7f78e6f839e8706bef04f7b9e57e37466410d553960bd7408c9e1	R16A-ENTRY-62192DD170EB39DE1963	R16A-PCOMP-01337105A2F4C3333242	R16A-SEED-F868AEA9F124B13D73AD	portrait_card	neutral-contrast-v1	1080	1620	b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c	7d9ac991d834925a4cc2c20ea3d1dd3ce006e660a27f18b310b73d77ed14e912	11de76969105be1dc22dc2101eca02069b4d30dcce71ef56b17a579177b24bc3	false	false	false	false
TEV2-11e4b0fb859471ab72788bff	R16A-STATE-AC39A2578E47AA58FDB9013D	ac39a2578e47aa58fdb9013d70e6a24730dbf937bec7e2cb1668522bde9da6e7	R16A-ENTRY-62192DD170EB39DE1963	R16A-PCOMP-E56A8C78C1B3E19CD64A	R16A-SEED-FF88F7B88B8674198E27	portrait_card	neutral-contrast-v1	1080	1620	b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c	d709751027ef86f2e40c5c689874f50a4d27013a7563944fd24c90eca81341ae	11e4b0fb859471ab72788bff2e45a487429842a1afabc890ac19e59687333f94	false	false	false	false
TEV2-11e63da8f9e8538a930e1c47	R16A-STATE-B76EDAD7C75C2DE00258FC4E	b76edad7c75c2de00258fc4e36011c3ee2e441aa8b0a066b444025bbf7f0db0b	R16A-ENTRY-4BFE43E2A3DE9957FB93	R16A-PCOMP-A9F2BF8BC47DDFB0DADF	R16A-SEED-EB9B1BDC8C214F1C9BB9	portrait_card	neutral-contrast-v1	1080	1620	efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73	f8beac6a2c4dd7c48cc5cc7f5d9b785c84751c3c90440c70970b3099229f9edb	11e63da8f9e8538a930e1c472658a357c12add8271eb4e748a78d6c3133c3e64	false	false	false	false
TEV2-11f51cc744d66ca54edeaf75	R16A-STATE-D9A2C18A7983A7D4FB53E16E	d9a2c18a7983a7d4fb53e16e0feb7bde3398f590600afe1c3d2ff460e43059e4	R16A-ENTRY-9BFF07A47538126EA0E2	R16A-PCOMP-A602BB9F2DAB8F8483EB	R16A-SEED-51B032F87E2717172268	portrait_card	neutral-v1	1080	1620	d2ad87d542521bf69e74a2936912a876032d6761c628623707c1b9f4557ce1e1	0703f52ed112c74104fc98045835dfd8fdce89efa5434181539abed1ca20afef	11f51cc744d66ca54edeaf75b6291fef56e4bc31c9595229c99cf6b95d69fc8d	false	false	false	false
TEV2-12006a4b8053d8a3b936f21e	R16A-STATE-98688B81B5DC48F973EA2859	98688b81b5dc48f973ea2859a3cbc46de7e7f5882f5d6cd1c4ac76c4b444c032	R16A-ENTRY-AEDF413DE2F27AA8FE03	R16A-PCOMP-837436F8392820809D98	R16A-SEED-2BFB100BB2F6534A2DF4	portrait_card	neutral-v1	1080	1620	af321464ee819f9787a4ce95f599ae72d80bf7d3e5ed6b08b614ec42f0d89a51	edf00c13520ba86e71e69dd0508d25230f3c2fa048618190c8e743f1eb829099	12006a4b8053d8a3b936f21e1a787e4997894a3c2a5f3205e3fd2894f739810f	false	false	false	false
TEV2-120621ca874a79662d042e64	R16A-STATE-11265A5F63A19A04E7B38D7F	11265a5f63a19a04e7b38d7f5b6988519c1464da8e8da41edea2eeb498241bf6	R16A-ENTRY-AB7FCECC3E294B8FBF9D	R16A-PCOMP-56BD33397F85EAE89007	R16A-SEED-C4D67223DD7584B3667C	portrait_card	neutral-v1	1080	1620	c4354c80783d363d55e1d469ef5e25e9210fa3de4265749ec3ce53c4000dde6c	df54aa971b3fbdf5d32867869ff0dea3e707be1668badc07cbfb8f9221722122	120621ca874a79662d042e6481acc55186bfa0c0e0a3b18abf89c6a1d4cc35a2	false	false	false	false
