workflow_id	composition_id	category_entry_id	seed_id	start_state_id	target_state_id	target_state_hash	target_semantic_hash	workflow_length	steps	replay_count	replay_pass_count	state_replay_mismatch_count	semantic_replay_mismatch_count
R16A-WORKFLOW-469161E655982DEF1EB4B094	R16A-PCOMP-4850E3B324231E416207	R16A-ENTRY-83E5BCDE4DF04E69528B	R16A-SEED-19FB03A8043D2A93F018	R16A-STATE-B86148BC03D5AAFBB301CEB6	R16A-STATE-DC0DC6450402146552B87704	dc0dc6450402146552b877043977e0a7a9d2af1ad79c8b2fd90452f52bd05e52	f121bca3c83a91f050e02b84571e0bdb64686bf4cb58bd206625bcf3f9a86c61	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""}]"	2	2	0	0
R16A-WORKFLOW-46C263D2B127F27E48C047A1	R16A-PCOMP-9B2E6A48F4613D381EB9	R16A-ENTRY-8E56DCCFD296100BB104	R16A-SEED-46FA918F3D1F1C13E29B	R16A-STATE-9E8F150970FF84862544653A	R16A-STATE-A356D2F9D5125223932F47AD	a356d2f9d5125223932f47adef7e983e287e96228d7d4538b6aee1730779d664	3f3b003997bcecf3c10480822aae7f3e64a6108efc16df00318f87ba0b980e51	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342""}]"	2	2	0	0
R16A-WORKFLOW-46D9E7F8765799D9DA98FA4E	R16A-PCOMP-0D9983B15D906D9075FF	R16A-ENTRY-4BFE43E2A3DE9957FB93	R16A-SEED-E2CA88998569E13D72F5	R16A-STATE-4225DD44D9A418D6BF015E83	R16A-STATE-BCEB600697B23806D8AF895F	bceb600697b23806d8af895f9e09216298c0fc1f8bbee25b4ca45e1edfec900a	efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73	4	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""}]"	2	2	0	0
R16A-WORKFLOW-470F194B63197DFD6ABB2088	R16A-PCOMP-0D9983B15D906D9075FF	R16A-ENTRY-4BFE43E2A3DE9957FB93	R16A-SEED-E2CA88998569E13D72F5	R16A-STATE-4225DD44D9A418D6BF015E83	R16A-STATE-023F5B0D2003BC53A29E1940	023f5b0d2003bc53a29e1940f29ac450066ee6072f4c645cf4e67ee866d05d51	efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73	3	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""FOCUS_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""}]"	2	2	0	0
R16A-WORKFLOW-4718B791CA1A350293AC537C	R16A-PCOMP-765F4B82E8E0BAADAA32	R16A-ENTRY-34FE968144746CDA094A	R16A-SEED-D088A4EBAF829177BACD	R16A-STATE-A8B0C4DBC04583B01186E397	R16A-STATE-0918C7DDB7532B1E82FFFA19	0918c7ddb7532b1e82fffa19852967dc9ec428b33a202d1e66eea4130d797215	e9ba47b78852a848d1899ecad76c2e05c0b91d4cc39f1adfd729bb5fec0bb09d	3	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""FOCUS_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""}]"	2	2	0	0
R16A-WORKFLOW-472356FDE08A83FE1892C784	R16A-PCOMP-FC6117E9D1DBF209F9C3	R16A-ENTRY-82CA5FBBB8348F7AE95B	R16A-SEED-6513395057F8585C1896	R16A-STATE-53EC8A75FA01EC104AFBF6EE	R16A-STATE-FAF8ABE4AB707C8614331E4E	faf8abe4ab707c8614331e4e07d969468505051d341ae7b33e344499d5dade57	0dde3305a3b881ed487a614757a03fdf7e1b799e398d5a4ce0796b67a29e2d8a	3	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""},{""action"":""FOCUS_NODE"",""target_id"":""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c""}]"	2	2	0	0
R16A-WORKFLOW-473AA5270760BDD97063A4BB	R16A-PCOMP-771B5DC30E644811BA72	R16A-ENTRY-83E5BCDE4DF04E69528B	R16A-SEED-22C9600E2825D219E5D5	R16A-STATE-3A6EB68B277CD64168DB351E	R16A-STATE-EC11FBBABFD56043D66EAC52	ec11fbbabfd56043d66eac52f65d11b51c3c553c9fc331122e8d4049304cd1b9	f121bca3c83a91f050e02b84571e0bdb64686bf4cb58bd206625bcf3f9a86c61	3	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""}]"	2	2	0	0
R16A-WORKFLOW-473C9DD2FAEBD20823C41C60	R16A-PCOMP-A9F2BF8BC47DDFB0DADF	R16A-ENTRY-4BFE43E2A3DE9957FB93	R16A-SEED-EB9B1BDC8C214F1C9BB9	R16A-STATE-2A9D8A189ECF900EF71CC08C	R16A-STATE-2B4242C1762C0D8EE70E9105	2b4242c1762c0d8ee70e91059bf9913d1ccfefe211845d7ecdbeb71a2e26f0b4	efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73	4	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""}]"	2	2	0	0
R16A-WORKFLOW-473EAC2064B379EC9B747EAB	R16A-PCOMP-1C62D22FA8AA031AC810	R16A-ENTRY-1DE2FF3D67B53BD7BBE5	R16A-SEED-09930AFCAF2A0AA1FD88	R16A-STATE-82ABE4A2D184C9769173A0B6	R16A-STATE-92092EB3AE8534FB036B998E	92092eb3ae8534fb036b998ec16727f6a9eade35db7ea4648569969be46fffa0	1b6cf9621277bc103bb226c81abef7fb6b4137ec6d3e8e711d7447f126487297	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""}]"	2	2	0	0
R16A-WORKFLOW-47418B06A4936A8A3E750B80	R16A-PCOMP-58BF0BDDF211BA2AA1D0	R16A-ENTRY-87BBEAB21D8FF1DF05A0	R16A-SEED-7F0EC37CFC0D6C9D2CA0	R16A-STATE-0F7B1BD3283A3F367A6D7BB7	R16A-STATE-D67BE7057067165227E6939C	d67be7057067165227e6939cbd0a331366b315c2461781640e7ab2fce0e92fdd	1aa970274e9fb3eaf4f94d98b4fcff2f31cae48f8a4074effbd75e98b6014735	3	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""}]"	2	2	0	0
R16A-WORKFLOW-4750E7B3602E81A0B99C35A6	R16A-PCOMP-F1485C5856D6E5C28D80	R16A-ENTRY-F0BB0E5BBF0EFD8FA646	R16A-SEED-189DC775530F02713640	R16A-STATE-83AFC2ADAE490E09C9AB7749	R16A-STATE-49AD9F182B53B7C0B1044CF0	49ad9f182b53b7c0b1044cf0e79942a037750b32286aa66b4dc13f3dd93a132b	a2467aca76f10cc08e98014462fe80e6cada194cbd4e3ceed7a75318d3bb2bdc	3	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8""}]"	2	2	0	0
R16A-WORKFLOW-4751C022B4346DA118739468	R16A-PCOMP-5B443AFB6E10B39DE7DC	R16A-ENTRY-DCBCD4680AD1D43F8C27	R16A-SEED-DE3357F548702BD1D6B6	R16A-STATE-FFDD7D86E4A46791174366CB	R16A-STATE-A40DEE26E16E9A585EDFE044	a40dee26e16e9a585edfe044485c29c42f41c8383673667519576730207f19ec	a355f81b3cce64f6ce4078b1a44f249b4083ff889eacc095d24531ee972e0a69	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""}]"	2	2	0	0
R16A-WORKFLOW-4753DEE0F9A116126101C2E1	R16A-PCOMP-94D02688D5AA8947285B	R16A-ENTRY-E3E7F7FE5935F715005D	R16A-SEED-327CF448C0149098832C	R16A-STATE-5641E1B410943B1A0EB14F29	R16A-STATE-7FCCA953B24B79080F439FB9	7fcca953b24b79080f439fb97fb54492b9985397b522151d8c051ef7c1be6764	cb5bb3359e0f1d9f8a156b42cfcc5f4888a28dd1b1b6833413c4e786ebdf2b61	4	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""}]"	2	2	0	0
R16A-WORKFLOW-47561D7637F1B1304417E0A1	R16A-PCOMP-1ED3A4B1C37BA32AA5E1	R16A-ENTRY-1E4A3BE36F4CFF335A70	R16A-SEED-410F8C83D0DD0A3AF8C5	R16A-STATE-D3D74A66B17D7E04CBBB77F9	R16A-STATE-53ED4E0775B95625C68D466C	53ed4e0775b95625c68d466cfcd467882b965fdf458eb1a605ae233874682b35	2b3b8d7c5af03b42652bbbaa4fc47fe1c2f88e4408a9f030bfd11d1a1cbf1616	1	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0""}]"	2	2	0	0
R16A-WORKFLOW-47622B044A637F46535CDDEF	R16A-PCOMP-56D3196CE5809DC1BDB6	R16A-ENTRY-87BBEAB21D8FF1DF05A0	R16A-SEED-F4676E21C2D7950AAFFD	R16A-STATE-6F3257262C93C2857A6A0DAA	R16A-STATE-76B92E3D4750D314BB8E5470	76b92e3d4750d314bb8e5470f4e9387a6d8214f490964839f31a6867524ddb48	1aa970274e9fb3eaf4f94d98b4fcff2f31cae48f8a4074effbd75e98b6014735	2	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""}]"	2	2	0	0
R16A-WORKFLOW-476516F01ED8EEC0CE169188	R16A-PCOMP-EC8BF4D73663AFD0BE83	R16A-ENTRY-49EFB16A742B1F13E7CC	R16A-SEED-BE313A9E04E1D8E0341D	R16A-STATE-AF48122522B9BD6D2CE20BD2	R16A-STATE-F40A2B8C9347B88A93C76CCD	f40a2b8c9347b88a93c76ccd7374a7b8be21a9fc66acb05358bd8fb679a4c4d6	6a0e215f1ff7924b4169681dce4e2cd4ed29eaff0192dc5733b9a532cbdac825	3	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0""}]"	2	2	0	0
R16A-WORKFLOW-47751B1F183DD62DDE4F035E	R16A-PCOMP-1711AD934C9176D552C9	R16A-ENTRY-581AD023EC2EBAE131E5	R16A-SEED-C280A32C1E84E93D8FCB	R16A-STATE-B36D18B720886BC1C01FF418	R16A-STATE-80BEBE9ED494D3017CFB7EFE	80bebe9ed494d3017cfb7efe65297637ce59ab139e03dc61b8aa97f65caa55db	f9c253d359466b36ee1674f795faf1eb474975edf2d43815b50c0b8eb48c3bf9	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce""}]"	2	2	0	0
R16A-WORKFLOW-477C0977FFD9F56E37A3E033	R16A-PCOMP-4D2A4EBBF1CF70171146	R16A-ENTRY-7C8AA4EB95499F733859	R16A-SEED-489444F14983EA01AD59	R16A-STATE-FC0A01BC2877ED3BE034D72B	R16A-STATE-DB50D7D299A4B4326DA8CD1A	db50d7d299a4b4326da8cd1a091b9471b9b6e21207f0313a53e41392ec277f4c	60854881d3f83115301931471dfb042aa6c54effc06244ab3e9b18514966d092	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""}]"	2	2	0	0
R16A-WORKFLOW-478021C4FC69F17E63103EC8	R16A-PCOMP-2899AB2E010B581F2389	R16A-ENTRY-0CD1B6E361265F2ECC6E	R16A-SEED-9725ED7A7103AD1DC603	R16A-STATE-1DB48ED94EB51ACCAFEC90AA	R16A-STATE-9781A2A92E0D3486776C21B4	9781a2a92e0d3486776c21b4fcc4acd3988de60f1823e9eee408a4c76a12d64c	0e46c4d028c2dbdd76c6cdf259321707862bad59ef48fa64557e70b74f5e687c	1	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""}]"	2	2	0	0
R16A-WORKFLOW-479F4862F84B2B975D1242BD	R16A-PCOMP-DA79475F314F154BBFF0	R16A-ENTRY-BA03C3421E0AE166F87E	R16A-SEED-CA144420E6F8B41BBF3C	R16A-STATE-083A4DED4635219A0DFF7FB6	R16A-STATE-DFB8E7C363915EC73A6E493A	dfb8e7c363915ec73a6e493a1794edba51c84a88d181a925f24db27406ddab39	547f0edf7cbd38c251276d304a917bd498462041d33621f63438f93300a1acf7	2	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97""}]"	2	2	0	0
R16A-WORKFLOW-47A7DC2F77AB3D570DA37827	R16A-PCOMP-E72AF8553AA8614E2682	R16A-ENTRY-25942392D2D1D97CC5B9	R16A-SEED-ADEA52FB1004F7A22535	R16A-STATE-F2EC89D234A7C10324EABD3E	R16A-STATE-8E4981D0A476C9D86E77A5F6	8e4981d0a476c9d86e77a5f64732f8cf04c4aaf7c596242f5b4d4e470246aa49	c7f0e661f303dde5467b0d6dd6155e93966b66aeb0fad6d6f68c44964ea671b1	1	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c""}]"	2	2	0	0
R16A-WORKFLOW-47B3F514F1A644EE4220EF88	R16A-PCOMP-CC5CE0DB07DCB0566D8A	R16A-ENTRY-EF8BD27CDE521536B350	R16A-SEED-DA2CDDBE2D057F3724F4	R16A-STATE-D9ABB392C837B5CF1EC21192	R16A-STATE-EA6E6C5870D84AC575373D6F	ea6e6c5870d84ac575373d6ffe5812f76c5381a3498e9bdc845577508dd68c1c	66757a325d99cbd58b1470660843c11097249964345115ecd02ec0324e4d8c93	3	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc""}]"	2	2	0	0
R16A-WORKFLOW-47CC6DEF49F90B48115ECEA4	R16A-PCOMP-FDFBBDCACA7F524B636D	R16A-ENTRY-BBDF1E0FB4DFD49A58BD	R16A-SEED-4929AB6F04125FB7B1DC	R16A-STATE-4BAFFA6407BDA87517B6D3B6	R16A-STATE-1C4E7C2542DC4077F1F175EB	1c4e7c2542dc4077f1f175eb850b4971c834548003068e1941561e1ce5b75cc6	e02892b8f8833e943c761aff283c866af3d37fdc75e7cfc13fffe994f5ba0754	3	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""}]"	2	2	0	0
R16A-WORKFLOW-47CD9A2407A5F94E5E17A195	R16A-PCOMP-666EDB2671FA31C6E5D8	R16A-ENTRY-72B17DD5501BC143E074	R16A-SEED-C65BDFE18CE4E47211F0	R16A-STATE-3B99F85B001B15AD8E6BBAEA	R16A-STATE-D15214CACDF13AC888860930	d15214cacdf13ac88886093021b6e5cdc892fcb55b6d5f7a82b0d1853b088b7a	89976f424967f9e1294bd8a9b5b64f20974d1fbbad91a0d06d2d7a88fe021e59	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c""}]"	2	2	0	0
R16A-WORKFLOW-47E9E8F59F7E7FD8D5A96624	R16A-PCOMP-FE347BF663FF7F0EB064	R16A-ENTRY-CB9B84CE82AE4B5167C1	R16A-SEED-7D5FE3A895EF07506328	R16A-STATE-7996602F203BF4BF87A94FD2	R16A-STATE-792E6C73D3340909D0B7613B	792e6c73d3340909d0b7613ba5a847a5a99bb6d077c1a7f5c91eddc88ca39c4e	0e33436025149bf94fbaca4d48bdde087b8f9806782585fd2ea2be1b4fbd8579	3	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""}]"	2	2	0	0
R16A-WORKFLOW-480C27B182F34C4E94F7B98F	R16A-PCOMP-CEC6FF399BE7CB57A893	R16A-ENTRY-2E25F921A6B607F45ADA	R16A-SEED-BF0BF472EB979E15D3F6	R16A-STATE-6D8C71D2593E6F723B5C6A02	R16A-STATE-587C7AAFB737120689A535D8	587c7aafb737120689a535d880d541473ce97a370ceb583bf72337014f85e02e	56748cc23f16fe87e427f1582f5b4ebb6ecae663a1d050cc0acfa585c8132644	4	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342""}]"	2	2	0	0
R16A-WORKFLOW-4815B39CF86784538158F5D5	R16A-PCOMP-DC86D11669D0A2BE1254	R16A-ENTRY-84E933E1ADFB3F455763	R16A-SEED-47C27F5AD207645C3A83	R16A-STATE-DA221ADBD562F509A175D2BD	R16A-STATE-F99AA9351626D7B332ADECD8	f99aa9351626d7b332adecd868c56a3d5dde05221a873cfb4a2c985cdfeb5c25	0f2c32c45d7c8a4e3027829a5691149d4a88d5b9da30e0cff8b46f4efde08268	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""}]"	2	2	0	0
R16A-WORKFLOW-48166E672C9E18D346BD0A81	R16A-PCOMP-1366961561B761A0F2C4	R16A-ENTRY-EF8BD27CDE521536B350	R16A-SEED-89154B18ECC367A1D3C5	R16A-STATE-E45BE64F2E04267C5B89B2CA	R16A-STATE-1F6BAFBC7B3ABDFFA22BBB72	1f6bafbc7b3abdffa22bbb72793e9eb9642f1cd50b2aae4a1aa9dd60b7f10bc8	66757a325d99cbd58b1470660843c11097249964345115ecd02ec0324e4d8c93	1	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c""}]"	2	2	0	0
R16A-WORKFLOW-481894BA17836A1CD4A0A2CD	R16A-PCOMP-E176E44A6D418733CD45	R16A-ENTRY-89D363CFA845AC8DCB9B	R16A-SEED-23C1B3EBB40AE6D4B460	R16A-STATE-09D80E582A2E296695446BB8	R16A-STATE-136CC166545346013D0544BE	136cc166545346013d0544be6224377d0d5c8971482ef39cc44e6c1aceb8458a	3bb31598d844265bbb494ad432cdc02fed1533116360d09de628649b9a0d30ae	1	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""}]"	2	2	0	0
R16A-WORKFLOW-4826630EBFA9CC0E1CF16763	R16A-PCOMP-01337105A2F4C3333242	R16A-ENTRY-62192DD170EB39DE1963	R16A-SEED-F868AEA9F124B13D73AD	R16A-STATE-A80ACF6E2D085159CB519F9E	R16A-STATE-AAD7971E3F579336136416AB	aad7971e3f579336136416abdff9e36577effe6dccfecebcf77076e5506f3968	b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c	4	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""FOCUS_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""}]"	2	2	0	0
R16A-WORKFLOW-482B753F2E83B3C75310AFE7	R16A-PCOMP-76193F5BF1E1C93464AE	R16A-ENTRY-0CF16C73328C5B90D338	R16A-SEED-3B3CDD6148ABD9394F43	R16A-STATE-3FEF12EFD16110EF16290BE3	R16A-STATE-6CD55DEE1542A82FD87059AD	6cd55dee1542a82fd87059adce5802aee37b274ef313e7d77b793f0dd1b247d1	ed64f4b1e1638365793afe460df80ea862f3b1c558abb8eb1df36f91218059a2	3	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8""}]"	2	2	0	0
