pair_id	vocabulary_id_a	vocabulary_id_b	label_a	label_b	canonical_pair_key	final_status	active	round14_assessment_id	method_version	association_strength	evidence_confidence	evidence_status	d1	d2	d3	d4	d5	d6	d7	cooccurrence_only	hard_negative	historical_scope	context_scope	qualification	decision_reason	accepted_evidence_refs	external_query_id	external_result_count	external_accepted_source_ids	external_rejected_source_ids	database_text_cooccurrence_used	database_metadata_relation_inferred	typed_relation_emitted	causal_relation_emitted	directional_relation_emitted
R16A-PAIR:277a43732747af9d90964f46f44a0e92938167305e04721935de313035c0f00c	TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	trade	gendering	TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d|TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:543ffa8311278f5420e0db3e92b9183cd0c57b97f3ffd03e089435098662dbb7	5	[]	"[""CROSSREF:DOI:10.18356/afa78d57-en"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.1093/rpc/2003rpc30""]"	false	false	false	false	false
R16A-PAIR:281560a5a2da8170ffcf85638e22528cf6a3452d9a1cdd58c692ca5e87292714	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	supply chain	design education	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:a8fbf4c7947cf22a27a9f41751518aaf598aaecd481c72df9565ad1051186ede	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.1002/9781394343058.fmatter"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.1093/jdh/epp041""]"	false	false	false	false	false
R16A-PAIR:281f040a6fd8125434134905aa8bb2284f4dc2ed491f0c4d503ed2be5637b8a5	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	design diplomacy	consumption	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:52267754ade7839c73a9473207b64cbe5f16adb518ae964fbf8aeee48f7c9b74	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.1093/jdh/epp041"",""CROSSREF:DOI:10.1093/jdh/epn019""]"	false	false	false	false	false
R16A-PAIR:293dae8fdf84139a8e1dd179c20534d5fe7dec59747189cb17c562c6f321d403	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	exhibition	piracy	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:88603e1d7c982f6ab58e14b9f3da94bedd30b78817c7301a0c70ee5ed5a3f60f	5	[]	"[""CROSSREF:DOI:10.5040/9781474299404.ch-02"",""CROSSREF:DOI:10.4324/9780429435935-1"",""CROSSREF:DOI:10.32739/uha.id.43855"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009""]"	false	false	false	false	false
R16A-PAIR:29feedfbeb0468da05d88ed005e07ae225a7cbfb0830cb14f4a938abd1793fc9	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	cultural negotiation	advertising	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:85fd88398c2533401b89041de42777457bb08a87469a6e707f71849e2e9b99da	5	[]	"[""CROSSREF:DOI:10.5040/9781350133532.ch-058"",""CROSSREF:DOI:10.18848/2325-1581/cgp/a176"",""CROSSREF:DOI:10.1093/jdh/epaa034"",""CROSSREF:DOI:10.1093/jdh/epz026"",""CROSSREF:DOI:10.5151/despro-icdhs2014-0035""]"	false	false	false	false	false
R16A-PAIR:2b4d65eee423e9642e8f957a5380e6b7fa0c6144a43b10c77564e28053b5a85e	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	adaptation	exhibition	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:6e06e8fa70ffac6a413a4ef53d278ab38564ba76387d6f0ac04c64f1c2e78147	5	[]	"[""CROSSREF:DOI:10.5040/9781474299404.ch-02"",""CROSSREF:DOI:10.4324/9780429435935-1"",""CROSSREF:DOI:10.32739/uha.id.43855"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009""]"	false	false	false	false	false
R16A-PAIR:2ba7e2199ba76b5d8551bc0efb519c8f40a408ee8c353365512c25dd585f8efc	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	photography	education	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea|TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:4839c80bdc734358833dbbae8cc25c2f5c091b9a3444cbc486275724155314c3	5	[]	"[""CROSSREF:DOI:10.1201/9780429021251-8"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.5860/choice.49-1864""]"	false	false	false	false	false
R16A-PAIR:2bcc6f7d462a2b173933ba70541d7c4a8bd498f2bfa0e408f529d928559c367b	TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	institutionalization	cultural negotiation	TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79|TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:de8c36219abc83a723a1def12870d08dbc5fbcb9b9e3641fe513fbebb638c0f6	5	[]	"[""CROSSREF:DOI:10.1093/jdh/epaa034"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.5040/9781474293808.0005""]"	false	false	false	false	false
R16A-PAIR:2bd53d3159bf99b5adf1adfd6dee018c53db8a2506c08a3096046cdba531189c	TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	institutionalization	cultural transformation	TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79|TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:bd08becb3ef9b48c6850ca796b8f40d96d65ab95effb9e20310a168686a7c81c	5	[]	"[""CROSSREF:DOI:10.1093/jdh/epaa034"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.5151/despro-icdhs2014-0132""]"	false	false	false	false	false
R16A-PAIR:2c1bc8b0cd17ea4481af6d24c379b6473779faa030ae7daa0cf1c18740e1f7f7	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	photography	professionalization	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:d6816f4692fa03a61978491aa0210501a72a2d54a0a4013c6bf6e09af52b89e7	5	[]	"[""CROSSREF:DOI:10.37862/aaeportal.00152.007"",""CROSSREF:DOI:10.1201/9780429021251-8"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.4324/9780203133194-14""]"	false	false	false	false	false
R16A-PAIR:2dfe497496ed4fea19f0ff6bf7b66c675be2fbc2eb46283e06a5a0e1ef4d54d1	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	consumer culture	cultural transformation	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829|TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:0d1fc2b9067c15bdfadf0517340881259f02dfe3716cd9c8403e197b7f8a1bb8	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.1177/146954050200200206"",""CROSSREF:DOI:10.1386/9781835950227_11"",""CROSSREF:DOI:10.48164/2713-301x_2025_19_51"",""CROSSREF:DOI:10.2752/175470709787375724""]"	false	false	false	false	false
R16A-PAIR:2e550aa73e0ef1234ac7c21326badd469d52aed592d515fce922bdb80a62f072	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	design education	production site	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:e3ac43bfa64afae426c0291f144a78318aede0b357a0d301bcfc2a32451968d1	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.59236/emro.v20i8a7101"",""CROSSREF:DOI:10.1093/jdh/13.1.23""]"	false	false	false	false	false
R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	design diplomacy	propaganda	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	ACTIVE_EXTERNALLY_SUPPORTED	true	R14-ASSOC-006	trace-generic-association-rubric-v1-round16a-census-clarification-v2	STRONG	HIGH	EXTERNALLY_SUPPORTED	2	2	2	2	2	2	2	false	false	State-sponsored international display	Persuasion, propaganda, negotiation, and goodwill in exposition practice	The sources distinguish diplomacy from propaganda rather than equating them.	The exhibition studies explicitly compare or combine diplomatic and propagandistic functions.	"[""R14-EVID-006-01"",""R14-EVID-006-02"",""R14-EVID-006-03""]"	R16A-CROSSREF-QUERY:09decbaf48d7b9951bfd2f513f110767d575160e28514828bdacad2db4f08e00	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.5040/9781474293761.0186"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.1093/jdh/epp041""]"	false	false	false	false	false
R16A-PAIR:2f2ea4ddf1a964b76fab37c87c58dcc09f56dedf86f676fc6d2c6b17d3100ca0	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	consumer culture	advertising	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	ACTIVE_SOURCE_SUPPORTED	true	R14-ASSOC-019	trace-generic-association-rubric-v1-round16a-census-clarification-v2	STRONG	MODERATE	SOURCE_SUPPORTED	2	1	0	2	2	1	1	false	false	Ken Garland's First Things First intervention	Commercial priorities, consumer selling, and social-purpose alternatives	Final source-supported case under the Round 16A bounded-source policy: locator-bearing governed source evidence is sufficient for generic proximity; no typed, causal, directional, or universal historical relation is claimed.	The designer's own published accounts explicitly connect advertising priorities with consumer selling and social context.	"[""R14-EVID-019-01"",""R14-EVID-019-02""]"	R16A-CROSSREF-QUERY:c411d726c2c0cba4f9c53c5264d9f96380f292a143488517e37ca319bf3215d3	5	[]	"[""CROSSREF:DOI:10.5040/9781350133532.ch-058"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.1177/146954050200200206"",""CROSSREF:DOI:10.7551/mitpress/1865.003.0007"",""CROSSREF:DOI:10.2752/175470709787375724""]"	false	false	false	false	false
R16A-PAIR:2f45329a14278eb5d8df880e449b89ae80f91d0009e3ecd926e31c8e3ed72598	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	photography	cultural transfer	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:e2b78f56ab302c9988f9cfa93cb065f9317a3fb8b79e288faa756331628327ec	5	[]	"[""CROSSREF:DOI:10.1201/9780429021251-8"",""CROSSREF:DOI:10.1093/jdh/epaa034"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.5040/9781474293808.0013"",""CROSSREF:DOI:10.37862/aaeportal.00152.009""]"	false	false	false	false	false
R16A-PAIR:2fb40ef64bcc18fa7dd684c792470cbe5b8a6149ae62e53f69312d9f53f8cad3	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	gendering	mobile object	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	INACTIVE_HARD_NEGATIVE	false	R14-ASSOC-025	trace-generic-association-rubric-v1-round16a-census-clarification-v2	WEAK	LOW	INSUFFICIENT	0	1	1	2	0	0	0	false	true	No shared bounded historical case	Possible visual-culture overlap without direct evidence	A future case-specific study could change the result; none is present here.	The evidence rows attest different concepts in unrelated cases.	"[""R14-EVID-025-01"",""R14-EVID-025-02""]"	R16A-CROSSREF-QUERY:e534ef0fb20c8f677117444ee9bba741a6c015b27cb40422e70be27aec6b0d9f	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.1093/jdh/epp041"",""CROSSREF:DOI:10.21326/ksdt.2009..22.001""]"	false	false	false	false	false
R16A-PAIR:3007d99a085ca8c99b86475b8aafd8361477a99f2fd9cedf993aa074799fe522	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	design diplomacy	professionalization	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:975be5517a44be219ba889f75a1c6972e272d48e1b533508fb42ccba2a4e5f79	5	[]	"[""CROSSREF:DOI:10.37862/aaeportal.00152.007"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.1093/jdh/epn007""]"	false	false	false	false	false
R16A-PAIR:31071f9cd47a5233a896086d1fcf8c5169852df0833229c5c0f47a83ae9c0789	TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	self-exoticization	cultural transfer	TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:88684ac0ee88ee040c18393978811712d2a87e75733c56a850ac428cd73566f3	5	[]	"[""CROSSREF:DOI:10.1093/jdh/epw049"",""CROSSREF:DOI:10.1093/jdh/epaa034"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.5151/despro-icdhs2016-02_001"",""CROSSREF:DOI:10.37862/aaeportal.00152.009""]"	false	false	false	false	false
R16A-PAIR:31364dbdc156d047039bccb98c532cf3d57ddbc6d9a2e21586b4ba2fc8c2734b	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	photography	cultural transformation	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea|TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:0e9df52c39ceceed3d7f964e9f60835531826614971cbd0818badc1683aa93ad	5	[]	"[""CROSSREF:DOI:10.1201/9780429021251-8"",""CROSSREF:DOI:10.1093/jdh/epaa034"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.5040/9781474293808.0013"",""CROSSREF:DOI:10.37862/aaeportal.00152.009""]"	false	false	false	false	false
R16A-PAIR:313bc5a173f238638eec99b49ab0583563a2c6a45bc02661a4279fe28560def4	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	adaptation	consumption	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:90474c73d7a4993f185bfa84e0d529e01ea2682cd3c4e398c1d514a766819544	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.1093/jdh/epp041"",""CROSSREF:DOI:10.21326/ksdt.2009..22.001""]"	false	false	false	false	false
