ledger_id	pair_id	evidence_channel	source_id	source_kind	creator	year	title	locator	stable_url	doi	domain_alignment	review_disposition	rejection_reason	supports_active_edge	association_context	source_metadata_verified	evidence_verified
R16A-R16A-PAIR:3538f2b914c77da940e7a8a6fa141c362ecf623ea66d654d3532eb6092749a66-XREF-02	R16A-PAIR:3538f2b914c77da940e7a8a6fa141c362ecf623ea66d654d3532eb6092749a66	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.2307/j.ctt18mvngc.7	book-chapter			Craft and Design		https://doi.org/10.2307/j.ctt18mvngc.7	10.2307/j.ctt18mvngc.7	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3538f2b914c77da940e7a8a6fa141c362ecf623ea66d654d3532eb6092749a66-XREF-03	R16A-PAIR:3538f2b914c77da940e7a8a6fa141c362ecf623ea66d654d3532eb6092749a66	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3538f2b914c77da940e7a8a6fa141c362ecf623ea66d654d3532eb6092749a66-XREF-04	R16A-PAIR:3538f2b914c77da940e7a8a6fa141c362ecf623ea66d654d3532eb6092749a66	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9780203133194-14	book-chapter			Graphic Design		https://doi.org/10.4324/9780203133194-14	10.4324/9780203133194-14	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3538f2b914c77da940e7a8a6fa141c362ecf623ea66d654d3532eb6092749a66-XREF-05	R16A-PAIR:3538f2b914c77da940e7a8a6fa141c362ecf623ea66d654d3532eb6092749a66	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.26887/educraf.v1i1.2197	journal-article	M. Barka; Husni Mubarak; Didiek Prasety		PERANCANGAN ENVIROMENTAL GRAPHIC DESIGN  UNIVERSITAS INDO GLOBAL MANDIRI PALEMBANG		https://doi.org/10.26887/educraf.v1i1.2197	10.26887/educraf.v1i1.2197	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24-XREF-01	R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24-XREF-02	R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24-XREF-03	R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9780203133194-14	book-chapter			Graphic Design		https://doi.org/10.4324/9780203133194-14	10.4324/9780203133194-14	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24-XREF-04	R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epp041	journal-article	T. Triggs		Designing Graphic Design History		https://doi.org/10.1093/jdh/epp041	10.1093/jdh/epp041	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24-XREF-05	R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.21326/ksdt.2009..22.001	journal-article	Hyun Shin Jo		Graphic Design History as an Introspection Process - Focused on the three points of writing graphic design history -		https://doi.org/10.21326/ksdt.2009..22.001	10.21326/ksdt.2009..22.001	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6-XREF-01	R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.5040/9781350133532.ch-058	other	Steven Heller		Advertising, Mother of Graphic Design		https://doi.org/10.5040/9781350133532.ch-058	10.5040/9781350133532.ch-058	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6-XREF-02	R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epz026	journal-article	D J Huppatz		The Disappearance of Hong Kong in Comics, Advertising and Graphic Design		https://doi.org/10.1093/jdh/epz026	10.1093/jdh/epz026	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6-XREF-03	R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.63771/gdj0101.005	journal-article	Sima Islam		The visual appeal of graphic design in advertising campaigns		https://doi.org/10.63771/gdj0101.005	10.63771/gdj0101.005	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6-XREF-04	R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6-XREF-05	R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.31812/123456789/5097	report	Ірина Миколаївна Удріс; Наталя Сергіївна Удріс-Бородавко		Evolution of Artistic Styles of Commertial Advertising Posters of the Context of History of Graphic Design		https://doi.org/10.31812/123456789/5097	10.31812/123456789/5097	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453-XREF-01	R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453-XREF-02	R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1177/146954050200200206	journal-article	Matthew Soar		Book Review: An Insular Profession		https://doi.org/10.1177/146954050200200206	10.1177/146954050200200206	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453-XREF-03	R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.2752/175470709787375724	journal-article	Johanna Drucker		Philip Meggs and Richard Hollis: Models of Graphic Design History		https://doi.org/10.2752/175470709787375724	10.2752/175470709787375724	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453-XREF-04	R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1080/17547075.2024.2426877	journal-article	Yasmine Nachabe Taan		Towards a “Glocal” Teaching of the History of Graphic Design		https://doi.org/10.1080/17547075.2024.2426877	10.1080/17547075.2024.2426877	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453-XREF-05	R16A-PAIR:375d16ae3f308f7385c7f7861fc1ce791ac17d74b0686fbeea96963298af0453	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1080/17547075.2019.1651119	journal-article	Steven McCarthy		After the Bauhaus, Before the Internet: A History of Graphic Design Pedagogy		https://doi.org/10.1080/17547075.2019.1651119	10.1080/17547075.2019.1651119	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87-XREF-01	R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87-XREF-02	R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1177/146954050200200206	journal-article	Matthew Soar		Book Review: An Insular Profession		https://doi.org/10.1177/146954050200200206	10.1177/146954050200200206	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87-XREF-03	R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.2752/175470709787375724	journal-article	Johanna Drucker		Philip Meggs and Richard Hollis: Models of Graphic Design History		https://doi.org/10.2752/175470709787375724	10.2752/175470709787375724	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87-XREF-04	R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1080/17547075.2024.2426877	journal-article	Yasmine Nachabe Taan		Towards a “Glocal” Teaching of the History of Graphic Design		https://doi.org/10.1080/17547075.2024.2426877	10.1080/17547075.2024.2426877	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87-XREF-05	R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1080/17547075.2019.1651119	journal-article	Steven McCarthy		After the Bauhaus, Before the Internet: A History of Graphic Design Pedagogy		https://doi.org/10.1080/17547075.2019.1651119	10.1080/17547075.2019.1651119	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423-XREF-01	R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.5040/9781350133532.ch-058	other	Steven Heller		Advertising, Mother of Graphic Design		https://doi.org/10.5040/9781350133532.ch-058	10.5040/9781350133532.ch-058	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423-XREF-02	R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epz026	journal-article	D J Huppatz		The Disappearance of Hong Kong in Comics, Advertising and Graphic Design		https://doi.org/10.1093/jdh/epz026	10.1093/jdh/epz026	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423-XREF-03	R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.59236/emro.v20i8a7101	journal-article	Barbara J. Walter		Graphic Means		https://doi.org/10.59236/emro.v20i8a7101	10.59236/emro.v20i8a7101	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423-XREF-04	R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.63771/gdj0101.005	journal-article	Sima Islam		The visual appeal of graphic design in advertising campaigns		https://doi.org/10.63771/gdj0101.005	10.63771/gdj0101.005	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423-XREF-05	R16A-PAIR:37b7fdb6cd3ed8dbbc3141c04eb07add8e21702642c8b2d9a56186b01862b423	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344-XREF-01	R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.5040/9781350133532.ch-058	other	Steven Heller		Advertising, Mother of Graphic Design		https://doi.org/10.5040/9781350133532.ch-058	10.5040/9781350133532.ch-058	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344-XREF-02	R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epz026	journal-article	D J Huppatz		The Disappearance of Hong Kong in Comics, Advertising and Graphic Design		https://doi.org/10.1093/jdh/epz026	10.1093/jdh/epz026	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344-XREF-03	R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.63771/gdj0101.005	journal-article	Sima Islam		The visual appeal of graphic design in advertising campaigns		https://doi.org/10.63771/gdj0101.005	10.63771/gdj0101.005	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344-XREF-04	R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344-XREF-05	R16A-PAIR:3a37464a140155e0ac31098fe6f166d94992fd5a8bd1ead265297b1858aef344	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.2307/j.ctt18mvngc.7	book-chapter			Craft and Design		https://doi.org/10.2307/j.ctt18mvngc.7	10.2307/j.ctt18mvngc.7	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468-XREF-01	R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468-XREF-02	R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9780203133194-14	book-chapter			Graphic Design		https://doi.org/10.4324/9780203133194-14	10.4324/9780203133194-14	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468-XREF-03	R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468-XREF-04	R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epp041	journal-article	T. Triggs		Designing Graphic Design History		https://doi.org/10.1093/jdh/epp041	10.1093/jdh/epp041	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468-XREF-05	R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epn019	journal-article	P. Jobling		Graphic Design, A New History		https://doi.org/10.1093/jdh/epn019	10.1093/jdh/epn019	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a7d3939ef0c0de96c8f8d60c80cb5c49118a668b5b22e4279e7f71217cc8b8a-XREF-01	R16A-PAIR:3a7d3939ef0c0de96c8f8d60c80cb5c49118a668b5b22e4279e7f71217cc8b8a	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a7d3939ef0c0de96c8f8d60c80cb5c49118a668b5b22e4279e7f71217cc8b8a-XREF-02	R16A-PAIR:3a7d3939ef0c0de96c8f8d60c80cb5c49118a668b5b22e4279e7f71217cc8b8a	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.2307/j.ctt18mvngc.7	book-chapter			Craft and Design		https://doi.org/10.2307/j.ctt18mvngc.7	10.2307/j.ctt18mvngc.7	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:3a7d3939ef0c0de96c8f8d60c80cb5c49118a668b5b22e4279e7f71217cc8b8a-XREF-03	R16A-PAIR:3a7d3939ef0c0de96c8f8d60c80cb5c49118a668b5b22e4279e7f71217cc8b8a	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
