verification_id	candidate_id	verification_role	reviewer_id	result	reason	candidate_registry_version	candidate_registry_sha256	all_required_checks_complete	final_decision
VER-0082	REL-CAND-0017	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0083	REL-CAND-0017	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	No independent second attestation was supplied or verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0084	REL-CAND-0017	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	The exact modified phrase occurs in one independent work.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0085	REL-CAND-0017	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	The exact modified phrase occurs in one independent work.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0086	REL-CAND-0018	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0087	REL-CAND-0018	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0088	REL-CAND-0018	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	No independent second attestation was supplied or verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0089	REL-CAND-0018	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_AMBIGUOUS_DEFER	The phrase is a compositional description, not a stable design-history relation label.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0090	REL-CAND-0018	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	The phrase is a compositional description, not a stable design-history relation label.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0091	REL-CAND-0019	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_ONE_OFF_METAPHOR
VER-0092	REL-CAND-0019	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_ONE_OFF_METAPHOR
VER-0093	REL-CAND-0019	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	No independent second attestation was supplied or verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_ONE_OFF_METAPHOR
VER-0094	REL-CAND-0019	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_NON_RELATIONAL_REJECT	The phrase is an author-specific rhetorical formulation with no independent uptake.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_ONE_OFF_METAPHOR
VER-0095	REL-CAND-0019	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	The phrase is an author-specific rhetorical formulation with no independent uptake.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_ONE_OFF_METAPHOR
VER-0096	REL-CAND-0020	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_TRANSLATION
VER-0097	REL-CAND-0020	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_TRANSLATION
VER-0098	REL-CAND-0020	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	Second occurrence belongs to the same published translation chain.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_TRANSLATION
VER-0099	REL-CAND-0020	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Published English forms are one translation chain and the original Norwegian term was not exposed.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_TRANSLATION
VER-0100	REL-CAND-0020	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	Published English forms are one translation chain and the original Norwegian term was not exposed.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_TRANSLATION
VER-0101	REL-CAND-0021	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0102	REL-CAND-0021	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0103	REL-CAND-0021	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	No independent second attestation was supplied or verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0104	REL-CAND-0021	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	One peer-reviewed contextual introduction attests the English phrase; the original term is unverified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0105	REL-CAND-0021	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	One peer-reviewed contextual introduction attests the English phrase; the original term is unverified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0106	REL-CAND-0022	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0107	REL-CAND-0022	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0108	REL-CAND-0022	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	Second source does not attest the same exact nominal form as a relation.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0109	REL-CAND-0022	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_NON_RELATIONAL_REJECT	The published Croatian term/gloss names form-giving or design practice rather than a relation.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0110	REL-CAND-0022	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	The published Croatian term/gloss names form-giving or design practice rather than a relation.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0111	REL-CAND-0023	DISCOVERY	AGENT-DISC-GLOBAL-DECOLONIAL	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0112	REL-CAND-0023	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0113	REL-CAND-0023	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0114	REL-CAND-0023	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	An article and independent scholarly chapter support cultural change through contact.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0115	REL-CAND-0023	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	An article and independent scholarly chapter support cultural change through contact.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0116	REL-CAND-0024	DISCOVERY	AGENT-DISC-GLOBAL-DECOLONIAL	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0117	REL-CAND-0024	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0118	REL-CAND-0024	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0119	REL-CAND-0024	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	An article and independent chapter attest mobility of goods, people, and practices.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0120	REL-CAND-0024	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	An article and independent chapter attest mobility of goods, people, and practices.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0121	REL-CAND-0025	DISCOVERY	AGENT-DISC-GLOBAL-DECOLONIAL	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH_FOUNDATIONAL_TERM
VER-0122	REL-CAND-0025	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH_FOUNDATIONAL_TERM
VER-0123	REL-CAND-0025	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH_FOUNDATIONAL_TERM
VER-0124	REL-CAND-0025	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	The coined noun has a foundational article and independent design-history reception.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH_FOUNDATIONAL_TERM
VER-0125	REL-CAND-0025	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	The coined noun has a foundational article and independent design-history reception.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH_FOUNDATIONAL_TERM
VER-0126	REL-CAND-0026	DISCOVERY	AGENT-DISC-GLOBAL-DECOLONIAL	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0127	REL-CAND-0026	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0128	REL-CAND-0026	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0129	REL-CAND-0026	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Published Portuguese-English evidence and independent English use support one bounded structural sense.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0130	REL-CAND-0026	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Published Portuguese-English evidence and independent English use support one bounded structural sense.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0131	REL-CAND-0027	DISCOVERY	AGENT-DISC-GLOBAL-DECOLONIAL	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0132	REL-CAND-0027	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0133	REL-CAND-0027	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	Independent noun use verified, but materially incompatible sense blocks combined attestation.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0134	REL-CAND-0027	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_POLYSEMY_REQUIRES_SPLIT	Disciplinary/practice and historical-political senses require separately attested sense records.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0135	REL-CAND-0027	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	Disciplinary/practice and historical-political senses require separately attested sense records.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0136	REL-CAND-0028	DISCOVERY	AGENT-DISC-GLOBAL-DECOLONIAL	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0137	REL-CAND-0028	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0138	REL-CAND-0028	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0139	REL-CAND-0028	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	The phrase is relational but remains generic social-science vocabulary rather than a stable design-history construct.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0140	REL-CAND-0028	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	The phrase is relational but remains generic social-science vocabulary rather than a stable design-history construct.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM
VER-0141	REL-CAND-0029	DISCOVERY	AGENT-DISC-GLOBAL-DECOLONIAL	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0142	REL-CAND-0029	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0143	REL-CAND-0029	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	No independent second attestation was supplied or verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0144	REL-CAND-0029	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	The exact phrase has one design-history work.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0145	REL-CAND-0029	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	The exact phrase has one design-history work.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0146	REL-CAND-0030	DISCOVERY	AGENT-DISC-GLOBAL-DECOLONIAL	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0147	REL-CAND-0030	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0148	REL-CAND-0030	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0149	REL-CAND-0030	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_AMBIGUOUS_DEFER	Two sources attest the phrase but explicitly question its precision and actor boundary.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0150	REL-CAND-0030	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	Two sources attest the phrase but explicitly question its precision and actor boundary.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0151	REL-CAND-0031	DISCOVERY	AGENT-DISC-GLOBAL-DECOLONIAL	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0152	REL-CAND-0031	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0153	REL-CAND-0031	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	Second source does not attest the same exact nominal form as a relation.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0154	REL-CAND-0031	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_NON_RELATIONAL_REJECT	Sources present it as a historiographic framework or field label, not a relation.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0155	REL-CAND-0031	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	Sources present it as a historiographic framework or field label, not a relation.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	REJECT_NOT_RELATIONAL
VER-0156	REL-CAND-0032	DISCOVERY	AGENT-DISC-ROOT-CITATION-CHAIN	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0157	REL-CAND-0032	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0158	REL-CAND-0032	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0159	REL-CAND-0032	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Independent peer-reviewed design-history articles attest copying as a historical process.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0160	REL-CAND-0032	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Independent peer-reviewed design-history articles attest copying as a historical process.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0161	REL-CAND-0033	DISCOVERY	AGENT-DISC-ROOT-CITATION-CHAIN	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0162	REL-CAND-0033	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
