dimension	value	public_count	denominator	unknown	unmapped	held_excluded	notes
raw_region_label_trimmed	Canada	32	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Chile	129	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	China / Hong Kong	163	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Cook Islands	12	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Cuba / transnational	76	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Czech Republic	8	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Denmark	55	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Dominican Republic	2	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Egypt	3	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	El Salvador	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Estonia	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Federated States of Micronesia	22	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Fiji	6	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Finland	59	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	France	224	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Georgia	2	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Germany	427	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Ghana	11	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Global / transnational	97	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Greece	5	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Guatemala	3	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Hawaii	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Hungary	12	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	India	14	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Indonesia	79	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Iran	6	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Iraq	3	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Ireland	43	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Israel / Palestine	31	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Italy	128	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Japan	116	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Jordan	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Kiribati	8	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Korean Peninsula	13	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Lebanon	3	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Malaysia	52	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Marshall Islands	5	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Mexico	28	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Mexico City	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Nauru	6	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Netherlands	164	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	New Caledonia	9	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	New York, United States	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Nicaragua	3	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Nigeria	3	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Niue	4	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Norway	562	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Pakistan	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Palau	4	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Palestine / transnational	8	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Papua New Guinea	2	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Paraguay	4	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Paris, France	5	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Peru	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Poland	99	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Port-au-Prince, Haiti	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Portugal	36	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Puerto Rico	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Romania	18	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Russia	231	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Samoa	8	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Serbia	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Singapore	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Solomon Islands	13	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	South Africa	36	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Spain	10	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Sweden	58	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Switzerland	96	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Syria	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Thailand	6	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Tokelau	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Tonga	7	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Turkey	30	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Tuvalu	2	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Ukraine	10	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	United Kingdom	3213	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	United States	1175	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Uruguay	2	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Vanuatu	18	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Venezuela	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Vietnam	23	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Wallis and Futuna	37	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Zimbabwe	6	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
