triple_id	dimension_a	value_a_id	value_a_label	dimension_b	value_b_id	value_b_label	dimension_c	value_c_id	value_c_label	object_count	eligible_denominator	support_rate_eligible	joint_observable_denominator	support_rate_joint_observable	dimension_a_value_object_count	dimension_b_value_object_count	dimension_c_value_object_count	rarity_band	rare_candidate	diagnostic_status	signal_status	input_source	derivation_version
medium__theme__decade	medium	CTX:MEDIUM:05a46f43a6191e7bf5bf3010b49850f524069e03756a4a8737f1118a3bb6fd7b	Publication design	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1940-1950	1940s	1	7995	0.000125078173859	7995	0.000125078173859	234	2957	270	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:05a46f43a6191e7bf5bf3010b49850f524069e03756a4a8737f1118a3bb6fd7b	Publication design	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1960-1970	1960s	2	7995	0.000250156347717	7995	0.000250156347717	234	2957	1397	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:05a46f43a6191e7bf5bf3010b49850f524069e03756a4a8737f1118a3bb6fd7b	Publication design	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	1	7995	0.000125078173859	7995	0.000125078173859	234	2957	1096	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:05a46f43a6191e7bf5bf3010b49850f524069e03756a4a8737f1118a3bb6fd7b	Publication design	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1990-2000	1990s	1	7995	0.000125078173859	7995	0.000125078173859	234	2957	441	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:05a46f43a6191e7bf5bf3010b49850f524069e03756a4a8737f1118a3bb6fd7b	Publication design	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-2000-2010	2000s	41	7995	0.00512820512821	7995	0.00512820512821	234	2957	646	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:05a46f43a6191e7bf5bf3010b49850f524069e03756a4a8737f1118a3bb6fd7b	Publication design	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-2010-2020	2010s	13	7995	0.00162601626016	7995	0.00162601626016	234	2957	351	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	decade	SPT-PERIOD-1800-1810	1800s	2	7995	0.000250156347717	7995	0.000250156347717	545	403	12	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	decade	SPT-PERIOD-1920-1930	1920s	1	7995	0.000125078173859	7995	0.000125078173859	545	403	257	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	decade	SPT-PERIOD-1930-1940	1930s	1	7995	0.000125078173859	7995	0.000125078173859	545	403	265	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	decade	SPT-PERIOD-1960-1970	1960s	1	7995	0.000125078173859	7995	0.000125078173859	545	403	1397	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	decade	SPT-PERIOD-1970-1980	1970s	1	7995	0.000125078173859	7995	0.000125078173859	545	403	1096	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	decade	SPT-PERIOD-1980-1990	1980s	2	7995	0.000250156347717	7995	0.000250156347717	545	403	1898	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	decade	SPT-PERIOD-1990-2000	1990s	1	7995	0.000125078173859	7995	0.000125078173859	545	403	441	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	decade	SPT-PERIOD-2000-2010	2000s	47	7995	0.00587867417136	7995	0.00587867417136	545	403	646	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	decade	SPT-PERIOD-2010-2020	2010s	7	7995	0.000875547217011	7995	0.000875547217011	545	403	351	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:384a2097e63e53fca52946a12791c9b734bd66b0b7e6032d33124a957cc07fdc	Travel and transport poster culture	decade	SPT-PERIOD-1930-1940	1930s	2	7995	0.000250156347717	7995	0.000250156347717	545	154	265	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:384a2097e63e53fca52946a12791c9b734bd66b0b7e6032d33124a957cc07fdc	Travel and transport poster culture	decade	SPT-PERIOD-1980-1990	1980s	1	7995	0.000125078173859	7995	0.000125078173859	545	154	1898	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:384a2097e63e53fca52946a12791c9b734bd66b0b7e6032d33124a957cc07fdc	Travel and transport poster culture	decade	SPT-PERIOD-2020-2030	2020s	2	7995	0.000250156347717	7995	0.000250156347717	545	154	159	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:d7f576d7cca2a3e95ce2b91544fdac83fbccab886611bf3cd1542ea6b1d9fe3d	Corporate identity and design systems	decade	SPT-PERIOD-1890-1900	1890s	1	7995	0.000125078173859	7995	0.000125078173859	545	51	211	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:d7f576d7cca2a3e95ce2b91544fdac83fbccab886611bf3cd1542ea6b1d9fe3d	Corporate identity and design systems	decade	SPT-PERIOD-2000-2010	2000s	1	7995	0.000125078173859	7995	0.000125078173859	545	51	646	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1890-1900	1890s	1	7995	0.000125078173859	7995	0.000125078173859	545	3928	211	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1910-1920	1910s	1	7995	0.000125078173859	7995	0.000125078173859	545	3928	188	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1920-1930	1920s	2	7995	0.000250156347717	7995	0.000250156347717	545	3928	257	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1930-1940	1930s	2	7995	0.000250156347717	7995	0.000250156347717	545	3928	265	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1940-1950	1940s	10	7995	0.00125078173859	7995	0.00125078173859	545	3928	270	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1950-1960	1950s	2	7995	0.000250156347717	7995	0.000250156347717	545	3928	383	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1960-1970	1960s	1	7995	0.000125078173859	7995	0.000125078173859	545	3928	1397	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1970-1980	1970s	5	7995	0.000625390869293	7995	0.000625390869293	545	3928	1096	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1980-1990	1980s	18	7995	0.00225140712946	7995	0.00225140712946	545	3928	1898	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-1990-2000	1990s	10	7995	0.00125078173859	7995	0.00125078173859	545	3928	441	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-2000-2010	2000s	37	7995	0.00462789243277	7995	0.00462789243277	545	3928	646	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-2010-2020	2010s	48	7995	0.00600375234522	7995	0.00600375234522	545	3928	351	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	decade	SPT-PERIOD-2020-2030	2020s	29	7995	0.0036272670419	7995	0.0036272670419	545	3928	159	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edbfd0c09f5e2be9dbb9680ecf46df5e08826783f886ebe2a10cdc2a6b2e082f	Postwar exhibition and cultural posters	decade	SPT-PERIOD-1890-1900	1890s	1	7995	0.000125078173859	7995	0.000125078173859	545	271	211	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edbfd0c09f5e2be9dbb9680ecf46df5e08826783f886ebe2a10cdc2a6b2e082f	Postwar exhibition and cultural posters	decade	SPT-PERIOD-1910-1920	1910s	1	7995	0.000125078173859	7995	0.000125078173859	545	271	188	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edbfd0c09f5e2be9dbb9680ecf46df5e08826783f886ebe2a10cdc2a6b2e082f	Postwar exhibition and cultural posters	decade	SPT-PERIOD-1950-1960	1950s	1	7995	0.000125078173859	7995	0.000125078173859	545	271	383	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edbfd0c09f5e2be9dbb9680ecf46df5e08826783f886ebe2a10cdc2a6b2e082f	Postwar exhibition and cultural posters	decade	SPT-PERIOD-2000-2010	2000s	2	7995	0.000250156347717	7995	0.000250156347717	545	271	646	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1800-1810	1800s	1	7995	0.000125078173859	7995	0.000125078173859	545	2957	12	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1810-1820	1810s	1	7995	0.000125078173859	7995	0.000125078173859	545	2957	6	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1820-1830	1820s	1	7995	0.000125078173859	7995	0.000125078173859	545	2957	10	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1880-1890	1880s	2	7995	0.000250156347717	7995	0.000250156347717	545	2957	48	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1890-1900	1890s	37	7995	0.00462789243277	7995	0.00462789243277	545	2957	211	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1900-1910	1900s	4	7995	0.000500312695435	7995	0.000500312695435	545	2957	164	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1910-1920	1910s	7	7995	0.000875547217011	7995	0.000875547217011	545	2957	188	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1920-1930	1920s	4	7995	0.000500312695435	7995	0.000500312695435	545	2957	257	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1930-1940	1930s	3	7995	0.000375234521576	7995	0.000375234521576	545	2957	265	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__decade	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1940-1950	1940s	3	7995	0.000375234521576	7995	0.000375234521576	545	2957	270	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
