group_id	classification_unit	overall_disposition	rights_evidence_status	provider_policy_status	provider_mapping_status	legacy_image_state	legacy_rights_state	legacy_display_policy	rights_reviewed	has_image_frame	secondary_image_count	locator_roles	locator_hosts	locator_schemes	credit_present	license_label_present	rights_label_present	surface_count	visual_locator_occurrence_count	malformed_locator_occurrence_count	positive_rights_evidence_surface_count	member_surface_id_set_sha256	member_locator_occurrence_hash_set_sha256	representative_surface_ids	reason_codes	candidate_sha256	authority_role	recovery_reference
LVG-64cbb92774216201	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	s3.amazonaws.com	https	true	true	true	2	2	0	0	6674fcaf5226970abbad4191b44e934100b2587cd0a5d4dcee3a934c54f36eb4	7b4664bb677609d642108d57badfb45f3d1848ab7a6d0ef5826361b8f9f39c2f	SURF-DNZPOSTR012|SURF-DNZPOSTR035	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-6b68ee10fd668c3c	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	ibali.uct.ac.za	https	true	true	true	8	8	0	0	39cb56f4082ae4bd2b51160ef47c57851c882ee6f9b86bd8c1431c9f412d7b7b	1fb036c51b5a14eb0265c2ba00d312b23f14dc50a6f07eb31aa622f3368a6345	SURF-PIC1970R0005|SURF-PIC1970R0006|SURF-SCG1931R0020	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-6d28de7ceaaa7267	candidate_surface_visual_bundle	NO_VISUAL_REFERENCE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	IMG04	rights_review_required	text_only	false	false	0				false	true	true	6	0	0	0	c9bad22748835bef3e9df9331a60daaa44cf6b65bc27a68cd92b08fca1d38b38	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	SURF-YRGAP-YEAR-0077|SURF-YRGAP-YEAR-0078|SURF-YRGAP-YEAR-0079	NO_EXTERNAL_VISUAL_LOCATOR	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-6de8ddf3a176cd27	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	media.tepapa.govt.nz	https	true	true	true	1	1	0	0	d7a040e040317e0f385342cbe299a90dbeebe5c47a368ec05e9335c7a89f4a9e	1f871107c2f62c4437dfce931606f0f7643241d600bf5e77eb28f40f93bf05c6	SURF-DNZPOSTR017	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-6dfc95565d7c79e0	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	openaccess-cdn.clevelandart.org	https	true	true	true	14	14	0	0	0061dd2fe98d49e0a1b072731962cb640baa85331bae9f0e8e3e4f8be9710853	aa76cf4f86382c2e5181df2c25b3c83213c019117b1e97c5e1e6905f71cf3c60	SURF-ECAP016|SURF-ECAP023|SURF-ER1830R013	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-74d265382a62da40	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	ms01.nasjonalmuseet.no	https	true	true	true	55	55	0	0	57b461eb23f019d9ff74f1231d7019671ba33541d18a0240d99f5eb8d96b4aaa	1df66daed9acef312693869199e980bafff04efa3940dc36b6861eb823dc56f2	SURF-NMKTRACE2026R00012|SURF-NMKTRACE2026R00013|SURF-NMKTRACE2026R00014	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-764935e219d7bd58	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	prc.recollect.co.nz	http	true	true	true	1	1	0	0	509189799c3f48e9d8a469fd5bd5052e2c3ff765ad36608225d403d30324fcce	c8649dc59ee046a4d1fa00464cbf9108a2b5a6f1e12067b17a3eae337d01f4d1	SURF-DNZPOSTR026	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-79c45001c57001c7	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	false	0	image.evidenceImageUrl|image.sourceViewerUrl	www.artic.edu	https	true	true	true	2	4	0	0	2d1da8284ba325504e999d43c6029aa7438142ef0263870a165e2d91ea8cefc6	e63197dbdcf4cce2bd6c717102a460d071a93c409b97223032acc06e9ad80434	SURF-AICTRACEV47R0001|SURF-AICTRACEV47R0002	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-7c7ecacdebef3d04	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	d28dhd8eubcyz4.cloudfront.net	https	true	true	true	2	2	0	0	49eba4f637dadb7b0a6d7382155e4471f8238272b11960bc6821b48a6cfbcb30	891513ea54a580d85ab2e1d15808031b9a9d226f6db269d47b3a29c9ffcc35a7	SURF-DNZPOSTR025|SURF-DNZPOSTR030	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-7ce4b06e5e886d8d	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	ms01.nasjonalmuseet.no	https	true	true	true	41	41	0	0	a2fa9d3fd81a44fcb8b1c1bfb8814d1fee4cf1ed1faf9fcaacbd40d60f209961	515d96ee67d03fe6f8cc1b8e2ca764f6ea4bfbdd8de44e984606f5b6d8523853	SURF-NMKTRACE2026R00185|SURF-NMKTRACE2026R00354|SURF-NMKTRACE2026R00361	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-7f362d439f0a6f73	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	digitalcollections.lib.washington.edu	https	true	true	true	5	5	0	0	e085de27b46faa664f35970f35a330c8d823198044c5fbecc5dd15ef5329099a	4683b661f90a6d8219c7387e78317e5df86fe9a0800374c45f29061c20abcfb5	SURF-SBC1970R0022|SURF-SBC1970R0023|SURF-SBC1970R0024	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-90e6f4f7c1c153fe	candidate_surface_visual_bundle	NO_VISUAL_REFERENCE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	IMG04	compound_member_rights	no_image_frame	false	false	0				false	true	true	2	0	0	0	0e47ff28265f0ebd6cb3b46343645beb0b5a93672863451062e83050dff9fcd5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-COMPOUND-HUNTLEY-PALMERS-TRADE-CARDS	NO_EXTERNAL_VISUAL_LOCATOR	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-96fc595dc92dbad7	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	www.naidoc.org.au	https	true	true	true	49	49	0	0	3866e31d70f399bc877ec2bbdfa11efbe057998515799e944a80b7cd84e8e687	041c289ab626f2125e73e4f974195934f4ef16f2e02940aa5b0775f60ab37e48	SURF-GAPIT2026R017|SURF-GAPIT2026R018|SURF-GAPIT2026R019	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-9763c1c0a42084a7	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	digitalcollections.library.gsu.edu	https	true	true	true	82	82	0	0	9f49546973b8c3afd06c7cc69ad64a9c5bf8b8ac11499c7758f8af02561b80a9	07ba8369408b87ae81ddadcaf6fddcaeabce1b0d7fc6ab70cfa5247d4716b93f	SURF-GSU1970R001|SURF-GSU1970R002|SURF-GSU1970R003	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-982ba9299810ac74	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	hocken.recollect.co.nz	https	true	true	true	2	2	0	0	687a97726dc1ff313c7312c172657fa0a393f43db7c6e1914bdbd029844cfae8	3094a42cb9fcf36f477da1314a2050688137d35ffdc18cec5538c603e2dbe97f	SURF-DNZPOSTR001|SURF-DNZPOSTR014	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-9c7094c583f4e474	candidate_surface_visual_bundle	NO_VISUAL_REFERENCE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	IMG04	rights_review_required	no_image_frame	false	false	0				false	true	true	38	0	0	0	0b5f7daf5df648a732f7bcbf4e325f993e67dcf81d68635c84521ab0aabcccb7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	SURF-EW1970R009|SURF-IAC1990R002|SURF-NMR1990R0001	NO_EXTERNAL_VISUAL_LOCATOR	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-9e0e71805bc576ad	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	open_image_frame	false	true	0	image.url	gallica.bnf.fr	https	true	true	true	10	10	0	0	49974dbe1c7d1ab19b6b3c59bb861d5ef8d50ec2bfad325c8ca023f8374155cd	d4599fc09221ec082c10d6f6ee44982ea457c5ac3b6d30c1f14b4f9fff804a5c	SURF-YRGAP-YEAR-0220|SURF-YRGAP-YEAR-0221|SURF-YRGAP-YEAR-0240	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-a1abd17e08a03aed	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	ciim-static-media.s3.us-east-1.amazonaws.com	https	true	true	true	198	198	0	0	aaf2d5ae3a25cdca43c4cf3ddec3da1111fc0d9e549a989b4b135ae79146114e	f1f02795dce4f178099ed6d1ce05eb275ac5662423ab2599fa6a6ceffcc7d88b	SURF-CHW2026R001|SURF-CHW2026R002|SURF-CHW2026R003	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-a3ed044b51a5c2a5	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	iiif-cloud.princeton.edu	https	true	true	true	41	41	0	0	018c26ca167d1377acae6b8a496c32ea81e2b106f3968e6ff1f7f0ff36418faf	14a3be1b106289c29031a6d6775c0f7add5447b66a7ba6d57b755f3cefc918dc	SURF-PUL1970R001|SURF-PUL1970R002|SURF-PUL1970R003	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-a5cfbc0f3e08ee8f	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	false	0	image.viewerUrl	www.spc.int	https	false	true	true	165	165	0	0	7e82cd1a0b3e282272f1e02f835cc357d986282c267cc31e273cecd0486a621a	808e6ebe710a057015bf65a0d235a3f4ed363b5a06719d7cba17c4ef9e43e7d9	SURF-SPCBTRACE2026V1R0422|SURF-SPCBTRACE2026V1R0434|SURF-SPCBTRACE2026V1R0435	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-a66fc1135de64aa0	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	ndownloader.figshare.com	https	true	true	true	1	1	0	0	5dca9e30dd5ca23c5ca3a8c2f01ebed81a182836c8ba5b43057574e9d635d3ba	77c739d261009dd50f250e38ff5f8d4679f397f6b37a207ee71926db6901f1a0	SURF-DNZPOSTR117	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-a93b023c53e7341c	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	paperspast.natlib.govt.nz	http	true	true	true	12	12	0	0	fdf2595731a3ff4cbf26c8b7ab8a254e529ba6723561817a1928ad0af07e1b6b	9ba6c81372b460c206067a7d8eb6c871c9af297a0853079e70e328587fd24dd5	SURF-DNZ1970R001|SURF-DNZ1970R012|SURF-DNZ1970R013	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-b372c993958fffe7	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	api.europeana.eu	https	true	true	true	1	1	0	0	3752d891fe8f7134f1b5b7fbb99bb772dbbeec92de3088323e69edae2ca488ba	00dc4e7cdcf2d64915fac4bb2d865ecd48e56632036361619305e1eda0c077cf	SURF-DNZPOSTR011	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-b685b28083c441ae	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	d28dhd8eubcyz4.cloudfront.net	https	true	true	true	1	1	0	0	e395e3642d0c55562b9f88feb818fc87d059349bd334c405bc5e885408ac8d86	1812a561d71d0137896f0ae4e0b8e2eecafb76e2ccdced0d846d22f24c522ba4	SURF-DNZPOSTR002	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-b6c56730075fc91f	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	iiif.wellcomecollection.org	https	true	true	true	3	3	0	0	0d9d725a040be1536cf759e9938bf1bbfbd2972f65873f52b49ce771f19bdc7b	b9054559f7bdb6330865a3b2a68baa621db1eb531d359cee2e3a7fecc26f7454	SURF-IR1970R003|SURF-MX1970R002|SURF-MX1970R003	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-b741afea45631907	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	teara.govt.nz	https	true	true	true	20	20	0	0	5e6e274cfe896e9756c12b99ac3394f61a1ed8950dde23711f12a33d881649b9	eee4000cd9bbaa97026806716b1bf0db8537623c321341126f8cedc5aabdeeb1	SURF-DNZPOSTR064|SURF-DNZPOSTR065|SURF-DNZPOSTR066	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-b8f3403a0eb59c19	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG01	thumbnail_candidate	thumbnail_frame	false	true	0	image.url	www.loc.gov	https	true	true	true	1	1	0	0	3ffba5faa32f9b61d322e1653882635e5cec6c4b3b022c21adb216c03314d0d9	289070aaf525e4d18f9777ef14fd5cba4dd431cb47c02397bf1238025ef5da52	SURF-MC1930R021	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-bcff5427ba881930	candidate_surface_visual_bundle	NO_VISUAL_REFERENCE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	IMG00	source_link_only	rights_empty_frame	true	true	0				true	true	true	1	0	0	0	7068746afd5c61a0c1daf5b67dd4c7eafd6346bd329f6340f92c581bdb3e4753	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	SURF-IR1970R060	NO_EXTERNAL_VISUAL_LOCATOR	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-be9d0873ff108c7e	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	open_image_frame	false	true	0	image.url	framemark.vam.ac.uk	https	true	true	true	82	82	0	0	0c307899bf970472882c7ed5abb5d79cc4c435281197f3c113a0aa23dedc0e10	793f424895bc16b379b589651d400046af8fb6a24ece1dd2036bb77a3f2fd5fc	SURF-YRGAP-REGION-0027|SURF-YRGAP-REGION-0028|SURF-YRGAP-REGION-0029	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
