selection_rank	source_ordinal	archive_object_id	source_record_id	research_disposition	tier_class	visual_present	folder_count	folder_quantile	literal_count	literal_quantile	rights_state	source_sha256	source_bucket	selection_priority_sha256
232	10508	30104c67-8a6c-52f8-ae99-772b04f21894	0fb74ac5-7760-5d0d-84c9-c291618c6566	held	missing	true	3	4	230	4	open_candidate	28b5aa7b3434bf4b05d460b753fda57948a937094213d70201a5a1f904228877	5	f924c1c053ce5b476e7affd472034eb41ca2514fc057c8a184474be04b7d6121
233	558	8835e133-0291-54b2-83aa-9f9b75354f62	6e5f20f6-9c27-5ce1-9ac8-3f092e4378c6	held	missing	true	3	4	230	4	open_candidate	e67758697408c16f4017f6334674139c7e4a494edb5ac8f9f54a1c69fa2aec05	7	27c868e679a6389e9bb938632afe18383d1980b691096e91568675ac56f3d692
234	14538	7c12952c-121a-542b-ab1b-70e23a0541be	36537c99-d613-546c-a2c7-13e9314ad774	eligible	source_verified	false	3	4	206	0	rights_review_required	afb9f5afa500f5cb97a845d53ed8adf94fda2e02a1a4aa6c9aad16cbc56c5f77	1	0f09f42ce525d5591e801ad9565cd6f3b26aba6f3ad744ae8050eee7244b0b20
235	7405	fc8083be-7f49-5edb-82a2-a5a1378470ca	f772dc84-09b3-5f6e-a39c-4a4a4a40fd38	eligible	source_verified	false	3	4	213	0	rights_review_required	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	6e7e3caea559c1fa10b09d66d597c6435f85dbfe80727cb21e3632f7e8c02dc3
236	15858	ff7e7d74-d53a-52b9-88ae-499c6831b650	0ebf4a84-7554-5c15-8ef2-5a701ee60bd4	eligible	source_verified	false	3	4	216	1	rights_review_required	afb9f5afa500f5cb97a845d53ed8adf94fda2e02a1a4aa6c9aad16cbc56c5f77	1	9ab541755e7086204fd0a1b3b441f34b250077d4aa7ea7f2ce1ffe8d2f8fb9a9
237	3446	c2cd102d-98fe-5324-803d-b75e57553214	811f6c9b-3be0-5971-95ae-6f31fc14507d	eligible	source_verified	false	3	4	217	1	rights_review_required	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	c69248e148df47d63f2e43eb6f9c787755f2eb0d8f22ae356e7616cff5e02bde
238	3763	843b2ee6-905a-5cc9-9006-bcde1ecc79ff	22e46da6-3855-540f-9cb6-f2fbef6be1a9	eligible	source_verified	false	3	4	223	2	rights_review_required	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	66e242f5584b9648576e7d65c2c9201dce51dc193f0a00eb75ec0edc8de9b14a
239	1265	e2b317df-b4dd-501a-83de-25543ed353a7	ef8da74d-5225-52f1-8c51-796103e3889c	eligible	source_verified	true	3	4	214	0	open_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	0fc68d02102f60ea3e9ada6143b61811b2812423375b57759a544dc80bd881a4
240	12384	7df07373-96b0-517a-a076-89fddfedcd07	226a7356-3944-54b5-9d20-1562a5bb45d7	eligible	source_verified	true	3	4	213	0	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	0269ac52d68cdf70fda6c39e4d371eef68caf8488cbbe64bbfd459be2a7668ff
241	9079	e983d4f1-37f7-5b31-9589-e6685d441ef9	e8f60a4d-2d92-50fb-8545-69fd471ca905	eligible	source_verified	true	3	4	213	0	source_viewer_candidate	a4a993cc53d58d20c3f58bc334a65558933f4e4fbcb7dffd05c5900f9e9fa6a5	1	093750cc6399a830067f28bd9f35ad663304effd4c163b156d66cd9423a92bf3
242	11363	c22cfd75-acf4-536a-a8ee-4d277880ffa1	720f4be2-cf94-507c-9bb8-b33ca1f8cadd	eligible	source_verified	true	3	4	214	0	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	0081b8668a8dcbc7e8a1996cedbefc601cfdab2c820a593f686a56cf206312ec
243	3455	b0dc537c-e553-56f5-a542-86d719af3399	b5139dfa-8347-52d5-9ff3-57094f115bc7	eligible	source_verified	true	3	4	211	0	source_viewer_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	094155a4818f202248a5dc25ba50e30139d375fac168dd2ac0ac13fabef62ec3
244	2256	0dff042e-092a-5665-a362-552e22de1b16	6bd6fd6e-1087-530e-9d15-d3f709f7d539	eligible	source_verified	true	3	4	216	1	open_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	0c36e786abc95e2c942e008c176d8da1ef49824cbef2ed2422f4aa83475be345
245	10001	99f046fc-c2c4-52bd-bc0e-dca21d010fcd	23790bd6-d9c3-5819-953c-1c3c74a3a867	eligible	source_verified	true	3	4	215	1	source_viewer_candidate	a4a993cc53d58d20c3f58bc334a65558933f4e4fbcb7dffd05c5900f9e9fa6a5	1	191d8ea0d9de79685d2cf21c522f94783f02492335ec0fcf1be2cf99c4415165
246	10071	b627e8c2-6d23-50bb-a79d-14108277f802	7dc301c2-c3c0-54da-a0b9-3694f544114e	eligible	source_verified	true	3	4	215	1	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	01295a58486a18e0979b9ba337a917840fe9a8f5098bc71d58c03e339b666717
247	6864	6ad4746b-41e2-52c5-a41e-024559cb95d7	a7d25d0f-38c2-53c1-81fc-bb73afbd7c48	eligible	source_verified	true	3	4	217	1	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	231165b1799b30517a5c9a534ed8cdc4a9f47de8b017fccd4a860e97a53fa753
248	6081	4e484fff-084f-5cbf-8375-6fa18959900a	f5cf6f09-ef7c-532f-abcd-07ffe1347640	eligible	source_verified	true	3	4	215	1	source_viewer_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	0f60198c309b950554a75c2d04cb9b1a87d1725b9714618e4885520729980c8b
249	13928	10fd6c69-79e5-5423-84c2-7fa7c0059059	b01ead8a-bf39-558a-8d0c-a338312b47e5	eligible	source_verified	true	4	4	219	2	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	e90204a484f8109c88dcd856832fe1f2df777f03c6c2eab29590d80d1c47bd17
250	14907	f1b94170-0e70-5c2b-b1c1-50d89082347d	bae2fe60-14d6-5838-b44f-9646e12186ed	eligible	source_verified	true	3	4	223	2	source_viewer_candidate	5489a6970e7df484aa394c3b34d0f69fc5f4c7c88e570bc1eb2df907346da70d	1	07aa56e16ec5c6a429abffd6e73716ad4dfbf6673be9581904e73d05ab93d68a
251	12592	b26d0911-9a7d-5d1a-bcda-76f1097155bd	842cb0a2-3690-53bd-8066-1af30914df83	eligible	source_verified	true	3	4	221	2	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	0380d2cc8fb96e6cb5ffbc8b16c98ca3cecb0f8eda0c3182455093bd726efe59
252	6432	59481176-741d-5366-b8da-bfe81b9ba7cf	0fe7390d-8825-58d7-ad1e-6b201b831ad8	eligible	source_verified	true	3	4	221	2	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	0151dccb56fc8d041aa9133390e1bab759cd5645a5e5591c803480f4c10b3e78
253	942	c9b36bd5-ecd5-55df-8bc3-47d5abe8491f	aea78d73-a88f-5ca8-840c-3086a2132ccb	eligible	source_verified	true	3	4	223	2	thumbnail_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	d914d68c32081bf8ceeb8101f2cc202208b4fa3f20529fcfc70196c7d3b0fc7f
254	1324	11f71d7b-ed0f-5708-8719-7134313264d6	5a3ad5a9-8ed6-59c0-a9f5-13e9dcd07cf4	eligible	source_verified	true	3	4	226	3	open_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	18dca6559be7f4dd0d89abedd80a1d9a099302d14ab364d254cdf1699c0c5667
255	3084	d1efc251-ef20-5da8-a4cb-ba5fe9129b2f	2eb386a1-0f9a-577a-af8d-30706b5fdf56	eligible	source_verified	true	3	4	226	3	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	05e08814b8a9538427d1eadef7b0d0c4277051f886edc82af09938482228b8ec
256	15200	d87ce058-fd74-59a2-a37e-d17b482c0670	1ccb06a7-4fb3-5db4-bf5c-3efc87258c0f	eligible	source_verified	true	3	4	226	3	source_viewer_candidate	5489a6970e7df484aa394c3b34d0f69fc5f4c7c88e570bc1eb2df907346da70d	1	321df07a018ddcab0221aceb99f12c75487d5bae0b905585cf0a01a08b048094
257	4647	f22f101e-0c69-5cfe-b1d9-55767f6be87d	79b17cb9-6c49-5bcb-8d35-8a86aed28c37	eligible	source_verified	true	3	4	227	3	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	02f0bb56d5a36552fa272e47286407b48eb6529a62440eb96ed25f3e972310be
258	12518	e73faf04-06fe-58f6-ad20-5093b3322bf1	e30cb14e-a6fd-504e-bac9-054ae37c59bc	eligible	source_verified	true	3	4	226	3	source_viewer_candidate	769462c4f46dd6ed56e8680c5358c9ed627ef1589500c8b818a57c71e1e3e68c	4	01f0db37b642160315bfc3f30cc95057a83ee5869f5b885ab43dee226a86e450
259	7773	7d8bda46-348d-5f0f-94f8-a173bfb93cb5	c24d9d83-1131-58f8-8a2b-4e6f022d4df2	eligible	source_verified	true	3	4	225	3	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	00d83ef29e0d1d8ff96acb02630a781c4fb4e7cc898cdf3707f67e63beaf7808
260	5526	47ec0a51-fb22-5e46-8a74-151c4a9baa92	70332e2a-2347-5fdd-adca-cf5c08bb0fa1	eligible	source_verified	true	3	4	226	3	source_viewer_candidate	a8e60ead06dd30adb0e988b8d5809afe5c86d183e94227a497d00914e7030e8a	6	02a199d5e0e7c515774c160bf28d3dffb6ac83f6a25549b1a90e8e590a5ad9cc
261	8162	d2bc119f-6a5b-5923-83ba-9a348b61d77f	33dad41a-bd67-5477-adda-77f9e0e51c17	eligible	source_verified	true	3	4	228	3	source_viewer_candidate	a1a791cb7cd269685c534e2cf479e1865a585772b0b5126ee4abf4dc87dfd72b	7	09986060405cd0535d67b1e74342eacb4711c4d5a9d4967b1ba157ab1f4023d7
262	3533	3a85cc44-cec4-517f-b0dd-cfd5c28e3550	9a84c6de-3c8c-542a-b07b-2debd8179639	eligible	source_verified	true	3	4	241	4	open_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	7a06270e3fbe5655aa433f93dc67b37d6f0871a96caab722530ed06cdc6dceb8
263	4946	c7294f6c-af0e-5530-b105-ae498d0908da	3eed9b7b-8847-5bb3-98e1-9620ea60abb2	eligible	source_verified	true	4	4	232	4	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	6257d317242349374a54fd435e4c1b6f3340cfeb43a2ef446ab9d2783ba83cc1
264	15921	df0cb219-34c8-55f4-8d80-a1dc95770e69	3392c2b9-adee-5756-b67e-7f3d249f538b	eligible	source_verified	true	3	4	233	4	source_viewer_candidate	5489a6970e7df484aa394c3b34d0f69fc5f4c7c88e570bc1eb2df907346da70d	1	06ed8f0a6f610357b6b2423c2e6af3e2dc248634ef5f1fd08699fe2a87cc4100
265	2141	a6911ed7-064e-5c70-bc24-573b5cf623a2	17aeb63a-2e4a-5e52-918d-60730f3c5ea6	eligible	source_verified	true	3	4	229	4	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	100358e2ca855d7f1ec7105698c02e6e31f0ac644f1643c488d2f2b0bc3ae467
266	8858	acd196bd-3620-5f3a-b758-88e04409b6d6	a6a83f6f-9a08-5bee-b3d7-16ff24ac13fd	eligible	source_verified	true	3	4	230	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	00a8b3c264a0eaa43675f0212e366cbfcedaf6840ea0e2acf9d8cd07a15e7277
267	3761	0fbd5bff-31ed-5868-a768-eae52bbd2166	9de674cd-d07c-5a66-b613-61444657bca7	eligible	source_verified	true	3	4	231	4	thumbnail_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	1d94f533b98af071e73730f2ffd16d01557549fc0448ccff13b8e931d62b0329
268	12452	b47ea782-9070-5600-8584-0ba53d2c83f3	7c433150-d7a6-55c7-b529-9bf2c12844b2	held	metadata_supported	false	3	4	226	3	rights_review_required	2a20168e0eeaebd0d42fe337859fb66ca91d71c09624efb622281629c22ed5ae	0	4ab25825f9a72ef6ec7ebbcaa5138ea1e62033108107928b795fb12f22cc16d2
269	14424	3589dfc5-ad70-594b-a58c-d7698b1e335e	fad78bf1-6fc6-555e-acba-3e698db92e7c	held	metadata_supported	false	3	4	226	3	rights_review_required	b98170f95060e5a5826f98b38eb69fd90db198d31ff0dd1f1579ed259ae0d21b	1	b205888daeb67ff9e20525d96ff7b7cd0707aa5e70bfb2208b3c6f17176ac6a8
270	15340	654bb367-15d0-5bae-9d32-33b8265262e4	8bec06a0-32db-57d2-807a-8af3e2e25d4c	held	metadata_supported	false	3	4	226	3	rights_review_required	63ffcb6482277213040dbf949d0ee55de36f06c295fc250edbf6c607a50ba7ed	7	a231b6d0e99b5d70c32cf9460da5cf957f466f52792a106025c34e27dc463e9e
271	4513	3489e78d-1ae8-5990-87f1-3655cf065233	61340343-38ab-5e87-bf00-364d30fab740	held	metadata_supported	false	3	4	231	4	rights_review_required	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	09ec1a51f07a81b878c024f98a6e651a3ebb6b7dde69e4ffadaf12fb0cad1528
272	13058	c16fd394-c3a9-52e0-849a-a238b2831a49	73d7b33c-3db3-54b0-bb3f-620cc436b4c2	held	metadata_supported	false	3	4	230	4	rights_review_required	49e12693a392e800241da9038e348fc97febe142a5b181981beff74227881508	1	5cbee51c5e89733e023158efa0b64cfb1a57304358eae2b4d0e9bb0466c7bf69
273	13404	b86c2be3-d9ed-5289-b18b-bd4d3868f6c5	b6f7a80d-e0c5-5e51-94d9-007c144b1d28	held	metadata_supported	false	3	4	230	4	rights_review_required	18723d4583831fbe281b9374fdd681fc113059dd3fb605af7025c50d84be26db	2	53fd3dffb0b9ce91072e9cbb7c1c673a8df7885789b3896d8ba0f211135a9b22
274	14771	e7bbc54e-7dca-5e8f-a90e-5f97eeb6edb6	73c2edbe-00e6-52f0-ac1d-d2c72c87f263	held	metadata_supported	false	3	4	230	4	rights_review_required	0bdc1db99e420cd0508357a39f95b3fbca78c8e830c1d79f3d2f30d1f07549a6	4	e0eb7992d551f58eda05bf5aa8318a942f7f42e8efffdc5f4be9e4313c75eeb6
275	15341	8e82fe57-5595-53e8-a5b6-e8c76e38e787	45ad4298-557e-50fd-8d7f-253c37659d6a	held	metadata_supported	false	3	4	230	4	rights_review_required	0765e525d3642c957bcafc65c3b6f0e3c163f2110946a8f1b13b759f8161b496	5	9ecb42f9f77eb9528307fbf62694c7391438d4888e5beaf124d5fb5fe344820c
276	12571	bc91259a-9c8e-5b37-9fda-efa5e614fefc	9ec16f32-a476-5444-bb52-cfb312ee6db3	held	metadata_supported	false	3	4	230	4	rights_review_required	3e8643e0257d447a4f35ec2b2ea1632ed9bf2737108c5820785ec4a95a818523	6	b1d67b2d0d7f9af1c958e14a90a96ebaddb0f26bc8d4d1d2d6a3bce7f42be99d
277	13272	9f16973d-58b2-5d6f-b9ff-c932f80184fb	558f4805-5cb4-54ca-b4f7-a25e7c5dbe02	held	metadata_supported	false	3	4	230	4	rights_review_required	a3c7b69fe1ae8b530d68af245917d9d3237f725068f240de969863786bbc9355	7	7777fed7e2920f515c6c85ad7e68e58b95e09fa135a70f3bbe901ece736b0e87
278	5211	ef982c03-4c07-5554-90c4-32d3194d9529	50d7bff1-bc16-5eed-a6f5-2c2dc0997787	held	metadata_supported	true	3	4	226	3	open_candidate	3280c3edab3ed2fc72aa2092c98de2c145777e08d0bc8c544b619332e48c7877	0	09e1d3caf5a7c1405741e6e5650a1429ec1fabae61e6c41906571e1d2898ea1c
279	4940	13a88fe0-04ec-579e-86f3-6f79d4b5b65c	23aa3baa-bf1c-5a03-b109-82701a2f7b79	held	metadata_supported	true	3	4	226	3	open_candidate	b5d6db725c1b8d72087639beb24c1beb8979f14b9c63ff71b406488e2566eaa7	6	122ce1dd2c6cc1db65bb59a06519af956b6e16d66b12de9df2afbef76fae18ad
280	9601	b2a3e099-dbc8-5d6b-9d53-4e16d198df68	14df452c-bf86-5dc8-bef8-b409226d9072	held	metadata_supported	true	3	4	226	3	open_candidate	46bfc88338119efd35cf6dfb57bd7083a9a05ab824d3bd8a874ae8cf3f3f7fcd	7	77c517c6e1fb202a14277ad3736466ec9521c9516bbb5c06d6aebbf69a50137b
281	11562	5a3bf277-6f88-53f9-b9da-6bbaafba0657	1bb7a536-04ac-56d1-8af1-9d2d4fec9e90	held	metadata_supported	true	3	4	226	3	source_viewer_candidate	f5281f1e38e33476d97862fba7b62ec146da28257fc88e62e86de6379f65cebf	0	051788a9814b300c98429f029e14d196f0bb3cb80b0ef517b659a0ed13502591
282	13676	e5fb0ace-47b6-5bd8-80a5-341f5b6e9bf7	68d424d5-f612-5ed5-bd7a-bd2db09a028f	held	metadata_supported	true	3	4	225	3	source_viewer_candidate	afb9f5afa500f5cb97a845d53ed8adf94fda2e02a1a4aa6c9aad16cbc56c5f77	1	02b44d2ffad71039ebd5452b0ecdb88c02577b2842d57fc6184612328f35aaa3
283	15917	7553bfce-62d3-5b86-8466-69428074fac1	393e1cb7-5630-5db4-b945-45279099e45f	held	metadata_supported	true	3	4	226	3	source_viewer_candidate	50f235137b73d5d134e08db3bf36e74acb398c525e14a1d00450b775f45c51ed	2	31f92448b0db21a9fb438065fdc165c74f1a1e1dfe66f166c6eef97d8e5194a8
284	4576	ceba5b99-5186-56d9-915e-6bf0bf623692	b1d94b45-d869-5b4c-9d04-b89efb3e9cdb	held	metadata_supported	true	3	4	226	3	source_viewer_candidate	75844126fb72420dee1e63653bd541e97499b8c467a7382ae9a76f7f95a68e75	4	ab17fbdc2c2b879e2806494faf113ad4d2fd12d5bd615f02667d3183dc0f96e5
285	15529	03cd8d08-cd20-52ac-890d-dcf1b1bd0c20	10b2063b-e8d1-5191-8226-f15f564ed90e	held	metadata_supported	true	3	4	226	3	source_viewer_candidate	a0b5fff55510cba6f95fa8025630944db5a41bf85582618f624149a45fedacf9	5	385e82912fd0c1a853222fb8ee9f30ef02a4f22a9edf6bc0e37b22370f1bc907
286	15035	a08b4edc-12d9-5e1e-a594-98703bd98804	9a5fe5b8-c9da-5577-855b-58c3c6192126	held	metadata_supported	true	3	4	226	3	source_viewer_candidate	19dee214942adad17a440254a87b8f3cbc1ac465b3c61ae4571b4a110bb0c63c	6	2287f5b9d4edc618800e5fec747ebba362c8fcabafc45a28e56baf48f7a78ba8
287	14175	533de3e6-f72e-5b51-ac69-5bf7a2eae5a7	e4c8676a-6813-5a2e-befc-2a09aee01872	held	metadata_supported	true	3	4	247	4	open_candidate	f498d85db75decf8f507e0eb30c4ee330058dc83b98f9f041da0799cf88ac344	0	01db8daf5522976e0aed4941ea6df862eedd628b84ec44719f5cd603322cb1da
288	15312	61eb7339-4c05-59ac-a488-f6afd6f8ad00	865483aa-bc08-510f-8fb9-0b95651296fe	held	metadata_supported	true	3	4	249	4	open_candidate	6279c369c2dfac6105032f140be5b97a5c7aaaa04e0af2dd92ded2cbc0592aea	1	2b7fb58c717a485f86c50f5280097ee81c81fb590459a69f8b83690727fd6202
289	15393	55579787-42ee-51d6-b5cf-3f7b8debdc00	2e30c49b-2300-5944-96a3-051186e7b655	held	metadata_supported	true	3	4	249	4	open_candidate	24e26f1321505902bba04d6db61e1f1cee8d5fc9f23875b3a7da177d6255c54f	2	146ed9fea29e51b5fb71d93c4b3304d23bb9836d2d05ecc26e32c066c0c0d392
290	3325	604bca9c-3fa6-50b9-be12-50c854172870	51b2f622-4f6e-5a2a-a95b-dd47eea07c1c	held	metadata_supported	true	3	4	249	4	open_candidate	ce13526429def2a8da1f86b30897b84df96759926fdf083ce4ec5fd430dff2c5	3	01110c8c4352e40840aa91a23206cdc18211aa414f42eba9246406fcf7c00da9
291	13880	d5c81214-256d-5840-8dd5-ee0af9337209	0144bb30-4fd6-59bc-8372-6bd9971e8f7f	held	metadata_supported	true	3	4	249	4	open_candidate	4c94a0e3d66996169b12ff2aa671da357ecc9f331867c5ff04e2acd91f2c082b	4	01e27fda036dee28ae29c46e770b45b6902bcbf1994e90dacd7a1bf0e892b5ea
292	13726	5f59a37b-abb5-51a1-840f-adf34c7c7eb2	94cf22fe-bc28-560b-89cd-6cae71cfd83a	held	metadata_supported	true	3	4	247	4	open_candidate	28b5aa7b3434bf4b05d460b753fda57948a937094213d70201a5a1f904228877	5	093e94d22c81d0f52406644c3c170d309aa11d465fbf3b87d5c91369c4fe03d1
293	5117	089eb3f9-8040-501c-9771-87e9495f6625	2c475252-8416-5567-97d6-763d2f052f5d	held	metadata_supported	true	3	4	230	4	open_candidate	b5d6db725c1b8d72087639beb24c1beb8979f14b9c63ff71b406488e2566eaa7	6	0ada936feb2c646791f2a57cd9e46fac3698c4b8dca92b9819725607a2f120df
294	15689	593220e9-30eb-59aa-a231-a835760bf40b	8f9ccf39-d737-5949-871e-481df12a2808	held	metadata_supported	true	3	4	247	4	open_candidate	e67758697408c16f4017f6334674139c7e4a494edb5ac8f9f54a1c69fa2aec05	7	00dcc72ad17147e320fd2ee96325da5c6ed8f19eedcf5557de495d457f1e8812
295	9668	9c431826-e0ea-5c3e-8878-0b80e588925b	af2269ac-8849-5456-b8ed-5ec6474093e5	held	metadata_supported	true	3	4	242	4	source_viewer_candidate	3280c3edab3ed2fc72aa2092c98de2c145777e08d0bc8c544b619332e48c7877	0	08ad5e2dd10421a373b0d9397b046626999eed27f68504e5aa2e78cf42f6ed8b
296	3379	526a7af8-22a0-5cf4-9898-3bca926ad710	e4de25d6-a6dc-52f5-b17b-25d32d682a22	held	metadata_supported	true	3	4	242	4	source_viewer_candidate	b1f1b3f5a7ab62246f5507b11f9703efae2b7bd57d6d9a5e2e332f275db798b3	1	1fd044ee45f6c4169a03a6622b180939a4e828df57dc91c15de15e15a4f7dfe9
297	15834	fd5cb229-c983-5cd6-b7c3-09b202aba287	56bffc1b-bab0-5561-9f7a-c47d5592e4b1	held	metadata_supported	true	4	4	234	4	source_viewer_candidate	497adecf79849ad2e546759b47539c9c2fd2e339242dadbbc6e5618044646b39	2	1976d26fcdeeae18e5ff287511ba7c15d0f1d0ea1b7cc14504af92802361bf94
298	14773	340b377e-8a84-5318-bb0f-4e962cebaf88	9f865d3c-09a2-54b5-965e-023829fce253	held	metadata_supported	true	3	4	230	4	source_viewer_candidate	75844126fb72420dee1e63653bd541e97499b8c467a7382ae9a76f7f95a68e75	4	d33ca0a11550b0f3ab5f2bd48b191d6d1f65c5699b15a4d35befcb86ca73055f
299	7695	e1d16c8e-b0c7-53af-bd8b-ee4d4239093a	b5f906e0-cd2e-5bd3-86ae-5b3b69f4598d	held	metadata_supported	true	3	4	230	4	source_viewer_candidate	10f50e98203c4bae4009987d0a9c7bda038c9ace8ba0d985702ecf450c9f21ae	5	02f9902208813e4cc601479e3aaadeb2389b8865a9b6c9a401a1719f011605d9
300	13786	c7067b61-5b31-5b1a-8729-70d52e86aa22	1c29b8a3-93bd-5a8e-9f96-247bb7750c85	held	metadata_supported	true	3	4	230	4	source_viewer_candidate	b5d6db725c1b8d72087639beb24c1beb8979f14b9c63ff71b406488e2566eaa7	6	2cf911ce190ad9ec7fea55b261a73f2d956fe425a414a761895ed46f31e631a3
301	11857	f020d1c7-80ae-57e1-a45e-803308a5c59d	3e79eafd-fc0f-52f0-be61-c5adbc731950	held	metadata_supported	true	3	4	232	4	source_viewer_candidate	84cf5cc09554c708787c465df238da4163a0805594a9be425cfa1ad3a24e2781	7	08dfdc268b2f2a598116df8724b7bfd4750e498b20d93bde43f4ff3c34ce71bc
302	3754	2de058a5-b2c4-55af-aa99-8b69b191dc45	f105394b-a83b-5317-94e8-47556252ddfa	held	metadata_supported	true	3	4	238	4	thumbnail_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	d8ca5c505a739a204ac18dcefbd9cc1d76404cea47263e921053f8a2d035d96c
303	967	94ae3d16-3876-58a7-90f4-1e2567fd41f9	f2f42748-7c9c-5796-b018-01be06219d9b	held	missing	true	3	4	216	1	open_candidate	f498d85db75decf8f507e0eb30c4ee330058dc83b98f9f041da0799cf88ac344	0	034af59f68d136a3fc40b5f0ee39cf7d456bac3ea3433cece1d33af767199a02
304	1553	66b39a10-5571-524b-9f4f-5b042ec07c64	81e643b6-45df-5aa4-ae35-57349b924217	held	missing	true	3	4	215	1	open_candidate	3ad1dd9bea5bfcf3da649374ce8f188cd13d3ed29fbe9bf42161710bb58461f0	1	0f25021eb88e2d56928e1060da4742a3ca95871ce08c23bd97b7672cfc1d0535
305	2921	f5dd8651-e329-5bdf-a8f8-a91341714ccf	366eeb46-6c53-555b-bc7b-f39112497272	held	missing	true	3	4	217	1	open_candidate	f5caaf23a82e49d47f652398f39235668bc1e0b2bc80e60f3853b82feca9f8c7	2	31e2dfac7a7aa9612d56bd99afb519d316671a63dfe133e5cbee79b4c8bbbebc
306	5501	c807d308-7889-5a88-8bf5-e76d180856e3	a1fa3541-b15e-5895-9196-d559a57a0f74	held	missing	true	3	4	216	1	open_candidate	ce13526429def2a8da1f86b30897b84df96759926fdf083ce4ec5fd430dff2c5	3	026c46027dd3011d8b0be644576574136ae05530066e61a5fb92ad5ad3a2b844
307	14403	4e436c09-bee8-5539-ae4f-ba3060c5809a	884dc5f4-5dbe-57c2-8106-44473c1fdb0d	held	missing	true	3	4	217	1	open_candidate	4c94a0e3d66996169b12ff2aa671da357ecc9f331867c5ff04e2acd91f2c082b	4	238bf1039217823f06e3f8876340d57807427bdcd51c34ded28d1d121838342b
308	2583	eb2d0b01-ef0f-5d62-b560-65f5daae10a9	2a55e7f7-da82-5e1c-bc54-bfd69a97382c	held	missing	true	3	4	217	1	open_candidate	b9d585543cd8daee9e522ad9b5789279f40382da68d65f6c82546db212b193e6	5	026bc5f4c001a9f5ec08164922647524d312888dfd5f991eabd10bd3b0c28438
309	2072	3de48328-dc82-55b5-a195-aba97d64c246	0bd5ce90-7474-59c3-99d5-9e6b1d45ab13	held	missing	true	3	4	217	1	open_candidate	f40e920f73ce5cf88840b1c14c1b4bd6f173daaf120d39c9e36d4d2c0965547b	6	1a2c9899482bfc143a00143f0523b31e917d049ce4063cf1bdf44f74abd21bce
310	14973	6c8bea1b-bc84-5dba-a85d-6abf7e44ccad	ca67006d-0ba0-5c9d-b461-d41411bbe018	held	missing	true	3	4	215	1	open_candidate	e67758697408c16f4017f6334674139c7e4a494edb5ac8f9f54a1c69fa2aec05	7	01d5fc36c1274556002c0d4e4597c9e59cf7c4f16396450a4ce64e22462a7891
311	10810	d1278eca-33e1-5646-91b6-e1644b5abfa9	35ada53d-0b04-5f6d-ae5c-a83df121c1ab	held	missing	true	3	4	219	2	open_candidate	f498d85db75decf8f507e0eb30c4ee330058dc83b98f9f041da0799cf88ac344	0	0200d2bd39b72721cd92ed4e1a256a9ac2d0b704b1487d16310b766f0431e60d
